source,target,relation,structural
gamifiedITS_0019,instrPlan_0106,hasPedagogicalModel,False
instrPlan_0161,sequencing_0161,has_Sequencing,False
Error,Thing,subClassOf,True
Feedback,Thing,subClassOf,True
designPractice_0012,challenges_0012,hasGameElement,False
hasMetric,isUsedFor,inverseOf,False
instrPlan_0066,sequencing_0066,has_Sequencing,False
player_0022,playerType_0022,isDescribedByType,False
player_0124,playerType_0124,isDescribedByType,False
hasPlayer,Player,range,False
targetBehavior_0011,metric_0541,hasMetric,False
targetBehavior_0260,metric_0396,hasMetric,False
studentModel_0025,player_0025,includes,False
player_0191,playerType_0191,isDescribedByType,False
targetBehavior_0172,metric_0446,hasMetric,False
instrPlan_0195,strategy_0195,strategicTutoring,False
player_0112,playerType_0112,isDescribedByType,False
playerType_0006,player_0006,describesPlayer,False
player_0029,playerModel_0029,isClassifiedBy,False
designPractice_0036,feedback_0004,hasGameElement,False
targetBehavior_0144,metric_0484,hasMetric,False
statement,ResourceUnit,domain,False
playerType_0069,player_0069,describesPlayer,False
targetBehavior_0141,metric_0234,hasMetric,False
isUsedBy,makesUseOf,inverseOf,False
player_0027,playerType_0027,isDescribedByType,False
playerModel_0040,player_0040,classifiesPlayer,False
targetBehavior_0317,metric_0103,hasMetric,False
playerType_0172,player_0172,describesPlayer,False
targetBehavior_0246,metric_0325,hasMetric,False
targetBehavior_0121,metric_0160,hasMetric,False
player_0153,playerType_0153,isDescribedByType,False
targetBehavior_0198,metric_0077,hasMetric,False
CategoryEnjoyment,Target_Behavior_Category,subClassOf,True
targetBehavior_0157,metric_0312,hasMetric,False
player_0178,playerModel_0178,isClassifiedBy,False
designPractice_0028,resource_acquisition_0010,hasGameElement,False
designPractice_0042,quests_0006,hasGameElement,False
instrPlan_0178,sequencing_0178,has_Sequencing,False
player_0011,playerType_0011,isDescribedByType,False
studentModel_0195,behavKnowledge_0195,hasBehaviouralKnowledge,False
gamModel_0010,progLoop_0010,hasActivityLoops,False
instrPlan_0083,strategy_0083,strategicTutoring,False
targetBehavior_0124,metric_0251,hasMetric,False
gamifiedITS_0039,gamModel_0040,hasGamificationModel,False
studentModel_0010,player_0010,includes,False
player_0136,playerModel_0136,isClassifiedBy,False
targetBehavior_0013,metric_0361,hasMetric,False
instrPlan_0171,sequencing_0171,has_Sequencing,False
designPractice_0043,targetBehavior_0068,hasTargetBehavior,False
targetBehavior_0095,metric_0156,hasMetric,False
instrPlan_0173,strategy_0173,strategicTutoring,False
player_0093,playerModel_0093,isClassifiedBy,False
instrPlan_0029,sequencing_0029,has_Sequencing,False
playerModel_0091,player_0091,classifiesPlayer,False
instrPlan_0070,strategy_0070,strategicTutoring,False
studentModel_0149,player_0149,includes,False
studentModel_0038,behavKnowledge_0038,hasBehaviouralKnowledge,False
describesPlayer,Player,range,False
targetBehavior_0059,metric_0096,hasMetric,False
targetBehavior_0197,metric_0087,hasMetric,False
player_0135,playerType_0135,isDescribedByType,False
targetBehavior_0129,metric_0012,hasMetric,False
studentModel_0138,behavKnowledge_0138,hasBehaviouralKnowledge,False
player_0083,playerModel_0083,isClassifiedBy,False
designPractice_0026,boss_fights_0004,hasGameElement,False
instrPlan_0015,sequencing_0015,has_Sequencing,False
targetBehavior_0348,metric_0265,hasMetric,False
studentModel_0109,player_0109,includes,False
player_0199,playerType_0199,isDescribedByType,False
targetBehavior_0386,metric_0484,hasMetric,False
studentModel_0147,behavKnowledge_0147,hasBehaviouralKnowledge,False
designPractice_0032,avatars_0012,hasGameElement,False
isComposedBy,isPartOfEngagementLoop,inverseOf,False
playerType_0100,player_0100,describesPlayer,False
gamifiedITS_0002,gamModel_0015,hasGamificationModel,False
targetBehavior_0104,metric_0194,hasMetric,False
metricExpectedValue,Metric,domain,False
targetBehavior_0145,metric_0154,hasMetric,False
designPractice_0007,transactions_0014,hasGameElement,False
instrPlan_0016,strategy_0016,strategicTutoring,False
playerType_0142,player_0142,describesPlayer,False
studentModel_0081,player_0081,includes,False
gamModel_0001,progLoop_0001,hasActivityLoops,False
targetBehavior_0198,metric_0266,hasMetric,False
studentModel_0040,behavKnowledge_0040,hasBehaviouralKnowledge,False
gamifiedITS_0059,gamModel_0033,hasGamificationModel,False
leadsToParticipation,Story,domain,False
instrPlan_0134,sequencing_0134,has_Sequencing,False
targetBehavior_0318,metric_0549,hasMetric,False
targetBehavior_0293,metric_0046,hasMetric,False
instrPlan_0048,sequencing_0048,has_Sequencing,False
gamifiedITS_0055,gamModel_0028,hasGamificationModel,False
time,float,range,False
studentModel_0068,player_0068,includes,False
gamifiedITS_0008,instrPlan_0155,hasPedagogicalModel,False
gamifiedITS_0054,studentModel_0078,hasStudentModel,False
playerType_0024,player_0024,describesPlayer,False
studentModel_0036,player_0036,includes,False
targetBehavior_0351,metric_0220,hasMetric,False
targetBehavior_0173,metric_0134,hasMetric,False
RightColumn,Thing,subClassOf,True
targetBehavior_0310,metric_0328,hasMetric,False
studentModel_0158,player_0158,includes,False
targetBehavior_0006,metric_0286,hasMetric,False
studentModel_0150,behavKnowledge_0150,hasBehaviouralKnowledge,False
gamModel_0012,engLoop_0012,hasActivityLoops,False
targetBehavior_0243,metric_0345,hasMetric,False
leadsToParticipation,Theme,domain,False
designPractice_0043,badges_0011,hasGameElement,False
player_0195,playerModel_0195,isClassifiedBy,False
targetBehavior_0100,metric_0144,hasMetric,False
designPractice_0015,feedback_0005,hasGameElement,False
targetBehavior_0303,metric_0036,hasMetric,False
instrPlan_0021,strategy_0021,strategicTutoring,False
designPractice_0048,targetBehavior_0250,hasTargetBehavior,False
playerModel_0072,player_0072,classifiesPlayer,False
instrPlan_0018,sequencing_0018,has_Sequencing,False
targetBehavior_0058,metric_0276,hasMetric,False
playerType_0034,player_0034,describesPlayer,False
targetBehavior_0299,metric_0397,hasMetric,False
Yee_Achievement_Component,Yees_Motivational_Components,subClassOf,True
player_0014,playerType_0014,isDescribedByType,False
targetBehavior_0002,metric_0443,hasMetric,False
gamifiedITS_0026,studentModel_0157,hasStudentModel,False
playerType_0126,player_0126,describesPlayer,False
targetBehavior_0300,metric_0549,hasMetric,False
hasCategory,Target_Behavior_Category,range,False
designPractice_0012,targetBehavior_0373,hasTargetBehavior,False
typeStrategy,Strategy,domain,False
gamifiedITS_0065,gamModel_0017,hasGamificationModel,False
targetBehavior_0198,metric_0023,hasMetric,False
gamifiedITS_0038,studentModel_0053,hasStudentModel,False
player_0195,playerType_0195,isDescribedByType,False
studentModel_0151,behavKnowledge_0151,hasBehaviouralKnowledge,False
targetBehavior_0091,metric_0141,hasMetric,False
instrPlan_0158,strategy_0158,strategicTutoring,False
player_0096,playerModel_0096,isClassifiedBy,False
studentModel_0090,behavKnowledge_0090,hasBehaviouralKnowledge,False
playerType_0194,player_0194,describesPlayer,False
targetBehavior_0298,metric_0424,hasMetric,False
targetBehavior_0022,metric_0502,hasMetric,False
instrPlan_0162,sequencing_0162,has_Sequencing,False
instrPlan_0123,sequencing_0123,has_Sequencing,False
instrPlan_0194,sequencing_0194,has_Sequencing,False
player_0008,playerModel_0008,isClassifiedBy,False
studentModel_0044,behavKnowledge_0044,hasBehaviouralKnowledge,False
player_0110,playerType_0110,isDescribedByType,False
playerModel_0087,player_0087,classifiesPlayer,False
studentModel_0071,player_0071,includes,False
designPractice_0003,targetBehavior_0347,hasTargetBehavior,False
coversComponent,Game_Design_Element,range,False
player_0185,playerModel_0185,isClassifiedBy,False
playerType_0019,player_0019,describesPlayer,False
targetBehavior_0048,metric_0288,hasMetric,False
usesResource,Player_Action,domain,False
player_0187,playerType_0187,isDescribedByType,False
gamifiedITS_0004,instrPlan_0187,hasPedagogicalModel,False
playerModel_0157,player_0157,classifiesPlayer,False
gamifiedITS_0058,gamModel_0029,hasGamificationModel,False
playerType_0141,player_0141,describesPlayer,False
instrPlan_0153,strategy_0153,strategicTutoring,False
targetBehavior_0254,metric_0244,hasMetric,False
targetBehavior_0305,metric_0172,hasMetric,False
isMotivatedWith,Yees_Motivational_Components,domain,False
instrPlan_0126,sequencing_0126,has_Sequencing,False
studentModel_0008,player_0008,includes,False
studentModel_0131,player_0131,includes,False
player_0005,playerModel_0005,isClassifiedBy,False
designPractice_0022,targetBehavior_0319,hasTargetBehavior,False
playerModel_0108,player_0108,classifiesPlayer,False
playerType_0132,player_0132,describesPlayer,False
player_0135,playerModel_0135,isClassifiedBy,False
instrPlan_0012,sequencing_0012,has_Sequencing,False
targetBehavior_0373,metric_0548,hasMetric,False
targetBehavior_0060,metric_0528,hasMetric,False
player_0108,playerType_0108,isDescribedByType,False
Diagnosis,Thing,subClassOf,True
instrPlan_0109,sequencing_0109,has_Sequencing,False
targetBehavior_0376,metric_0301,hasMetric,False
URIType,Thing,subClassOf,True
player_0062,playerType_0062,isDescribedByType,False
studentModel_0151,player_0151,includes,False
designPractice_0036,leaderboards_0009,hasGameElement,False
designPractice_0039,targetBehavior_0376,hasTargetBehavior,False
player_0064,playerModel_0064,isClassifiedBy,False
competionName,string,range,False
studentModel_0021,player_0021,includes,False
playerType_0167,player_0167,describesPlayer,False
targetBehavior_0062,metric_0003,hasMetric,False
targetBehavior_0031,metric_0300,hasMetric,False
Player,Thing,subClassOf,True
targetBehavior_0250,metric_0002,hasMetric,False
playerModel_0200,player_0200,classifiesPlayer,False
instrPlan_0019,strategy_0019,strategicTutoring,False
targetBehavior_0252,metric_0107,hasMetric,False
player_0109,playerModel_0109,isClassifiedBy,False
studentModel_0139,behavKnowledge_0139,hasBehaviouralKnowledge,False
targetBehavior_0045,metric_0143,hasMetric,False
studentModel_0130,behavKnowledge_0130,hasBehaviouralKnowledge,False
targetBehavior_0068,metric_0592,hasMetric,False
targetBehavior_0108,metric_0073,hasMetric,False
Achiever,Thing,subClassOf,True
targetBehavior_0150,metric_0123,hasMetric,False
targetBehavior_0109,metric_0136,hasMetric,False
designPractice_0019,points_0019,hasGameElement,False
targetBehavior_0201,metric_0044,hasMetric,False
targetBehavior_0319,metric_0421,hasMetric,False
targetBehavior_0115,metric_0408,hasMetric,False
instrPlan_0100,strategy_0100,strategicTutoring,False
studentModel_0108,behavKnowledge_0108,hasBehaviouralKnowledge,False
player_0137,playerType_0137,isDescribedByType,False
instrPlan_0182,sequencing_0182,has_Sequencing,False
gamifiedITS_0051,instrPlan_0100,hasPedagogicalModel,False
targetBehavior_0247,metric_0576,hasMetric,False
instrPlan_0160,strategy_0160,strategicTutoring,False
targetBehavior_0011,metric_0502,hasMetric,False
playerModel_0196,player_0196,classifiesPlayer,False
gamifiedITS_0043,instrPlan_0185,hasPedagogicalModel,False
gamifiedITS_0066,instrPlan_0184,hasPedagogicalModel,False
Win_States,Thing,subClassOf,True
designPractice_0009,points_0009,hasGameElement,False
studentModel_0080,player_0080,includes,False
instrPlan_0181,sequencing_0181,has_Sequencing,False
abilityScoreMean,float,range,False
targetBehavior_0331,metric_0092,hasMetric,False
targetBehavior_0131,metric_0171,hasMetric,False
targetBehavior_0358,metric_0224,hasMetric,False
playerType_0181,player_0181,describesPlayer,False
player_0055,playerType_0055,isDescribedByType,False
player_0105,playerModel_0105,isClassifiedBy,False
targetBehavior_0117,metric_0085,hasMetric,False
gamModel_0033,progLoop_0033,hasActivityLoops,False
Time_Constraints,Thing,subClassOf,True
studentModel_0183,behavKnowledge_0183,hasBehaviouralKnowledge,False
targetBehavior_0035,metric_0524,hasMetric,False
targetBehavior_0380,metric_0364,hasMetric,False
studentModel_0167,player_0167,includes,False
leadsToParticipation,Challenges,domain,False
gamifiedITS_0039,studentModel_0113,hasStudentModel,False
targetBehavior_0030,metric_0085,hasMetric,False
player_0041,playerType_0041,isDescribedByType,False
gamifiedITS_0051,gamModel_0036,hasGamificationModel,False
playerModel_0104,player_0104,classifiesPlayer,False
targetBehavior_0369,metric_0510,hasMetric,False
player_0131,playerModel_0131,isClassifiedBy,False
player_0050,playerModel_0050,isClassifiedBy,False
instrPlan_0198,strategy_0198,strategicTutoring,False
playerType_0109,player_0109,describesPlayer,False
gamifiedITS_0003,gamModel_0026,hasGamificationModel,False
playerModel_0055,player_0055,classifiesPlayer,False
instrPlan_0039,sequencing_0039,has_Sequencing,False
playerModel_0075,player_0075,classifiesPlayer,False
targetBehavior_0137,metric_0369,hasMetric,False
Engagement_Loop,Activity_Loop,subClassOf,True
instrPlan_0158,sequencing_0158,has_Sequencing,False
player_0071,playerType_0071,isDescribedByType,False
previous_Unit,ResourceUnit,range,False
player_0146,playerType_0146,isDescribedByType,False
player_0061,playerType_0061,isDescribedByType,False
player_0067,playerModel_0067,isClassifiedBy,False
designPractice_0017,targetBehavior_0025,hasTargetBehavior,False
targetBehavior_0394,metric_0321,hasMetric,False
leadsToPerformance,Levels,domain,False
instrPlan_0082,strategy_0082,strategicTutoring,False
instrPlan_0067,strategy_0067,strategicTutoring,False
targetBehavior_0224,metric_0247,hasMetric,False
playerType_0145,player_0145,describesPlayer,False
targetBehavior_0280,metric_0563,hasMetric,False
playerType_0089,player_0089,describesPlayer,False
player_0055,playerModel_0055,isClassifiedBy,False
playerModel_0105,player_0105,classifiesPlayer,False
playerType_0072,player_0072,describesPlayer,False
targetBehavior_0170,metric_0098,hasMetric,False
instrPlan_0047,strategy_0047,strategicTutoring,False
targetBehavior_0256,metric_0458,hasMetric,False
studentModel_0066,player_0066,includes,False
targetBehavior_0139,metric_0171,hasMetric,False
targetBehavior_0252,metric_0227,hasMetric,False
playerType_0101,player_0101,describesPlayer,False
has_Problem,Problem,range,False
gamifiedITS_0012,instrPlan_0036,hasPedagogicalModel,False
describesType,Player_Type,range,False
teacher,Course,domain,False
playerType_0087,player_0087,describesPlayer,False
designPractice_0028,gifting_0007,hasGameElement,False
studentModel_0123,player_0123,includes,False
performanceName,CategoryPerformance,domain,False
studentModel_0068,behavKnowledge_0068,hasBehaviouralKnowledge,False
targetBehavior_0123,metric_0448,hasMetric,False
designPractice_0014,targetBehavior_0188,hasTargetBehavior,False
targetBehavior_0162,metric_0010,hasMetric,False
targetBehavior_0147,metric_0430,hasMetric,False
playerModel_0165,player_0165,classifiesPlayer,False
instrPlan_0008,strategy_0008,strategicTutoring,False
designPractice_0022,targetBehavior_0311,hasTargetBehavior,False
gamifiedITS_0040,instrPlan_0118,hasPedagogicalModel,False
playerType_0184,player_0184,describesPlayer,False
studentModel_0190,player_0190,includes,False
player_0130,playerType_0130,isDescribedByType,False
playerModel_0164,player_0164,classifiesPlayer,False
player_0018,playerModel_0018,isClassifiedBy,False
targetBehavior_0084,metric_0456,hasMetric,False
classifiesPlayer,Player,range,False
targetBehavior_0139,metric_0162,hasMetric,False
instrPlan_0051,sequencing_0051,has_Sequencing,False
player_0102,playerModel_0102,isClassifiedBy,False
playerType_0015,player_0015,describesPlayer,False
designPractice_0010,quests_0017,hasGameElement,False
designPractice_0002,social_graph_0012,hasGameElement,False
targetBehavior_0242,metric_0075,hasMetric,False
instrPlan_0064,sequencing_0064,has_Sequencing,False
studentModel_0137,behavKnowledge_0137,hasBehaviouralKnowledge,False
targetBehavior_0119,metric_0086,hasMetric,False
instrPlan_0057,sequencing_0057,has_Sequencing,False
targetBehavior_0011,metric_0321,hasMetric,False
playerType_0108,player_0108,describesPlayer,False
Gamification_Context,Thing,subClassOf,True
gamifiedITS_0014,gamModel_0010,hasGamificationModel,False
instrPlan_0048,strategy_0048,strategicTutoring,False
playerModel_0180,player_0180,classifiesPlayer,False
instrPlan_0064,strategy_0064,strategicTutoring,False
studentModel_0170,behavKnowledge_0170,hasBehaviouralKnowledge,False
targetBehavior_0169,metric_0382,hasMetric,False
player_0080,playerModel_0080,isClassifiedBy,False
isParentOf_Strategy,Strategy,range,False
designPractice_0002,win_states_0018,hasGameElement,False
targetBehavior_0009,metric_0469,hasMetric,False
studentModel_0050,behavKnowledge_0050,hasBehaviouralKnowledge,False
studentModel_0128,behavKnowledge_0128,hasBehaviouralKnowledge,False
instrPlan_0091,sequencing_0091,has_Sequencing,False
gamifiedITS_0063,studentModel_0007,hasStudentModel,False
player_0069,playerType_0069,isDescribedByType,False
player_0170,playerType_0170,isDescribedByType,False
score_Max,ProblemNext,domain,False
studentModel_0089,behavKnowledge_0089,hasBehaviouralKnowledge,False
player_0186,playerType_0186,isDescribedByType,False
targetBehavior_0147,metric_0330,hasMetric,False
isMotivatedWith,Game_Design_Element,range,False
instrPlan_0052,sequencing_0052,has_Sequencing,False
player_0033,playerModel_0033,isClassifiedBy,False
gamModel_0007,progLoop_0007,hasActivityLoops,False
instrPlan_0163,strategy_0163,strategicTutoring,False
gamModel_0007,engLoop_0007,hasActivityLoops,False
abilityScoreMean,Domain,domain,False
playerModel_0177,player_0177,classifiesPlayer,False
has_PedagogicalUnit,PedagogicalUnit,range,False
gamifiedITS_0049,studentModel_0011,hasStudentModel,False
targetBehavior_0101,metric_0255,hasMetric,False
studentModel_0157,behavKnowledge_0157,hasBehaviouralKnowledge,False
player_0026,playerType_0026,isDescribedByType,False
instrPlan_0186,sequencing_0186,has_Sequencing,False
targetBehavior_0220,metric_0031,hasMetric,False
playerType_0011,player_0011,describesPlayer,False
targetBehavior_0134,metric_0279,hasMetric,False
targetBehavior_0038,metric_0376,hasMetric,False
Strategy,PedagogicalModel,subClassOf,True
designPractice_0027,targetBehavior_0083,hasTargetBehavior,False
instrPlan_0074,strategy_0074,strategicTutoring,False
gamifiedITS_0034,instrPlan_0105,hasPedagogicalModel,False
playerModel_0053,player_0053,classifiesPlayer,False
strategy,Strategy,domain,False
player_0144,playerType_0144,isDescribedByType,False
designPractice_0002,targetBehavior_0165,hasTargetBehavior,False
targetBehavior_0045,metric_0170,hasMetric,False
studentModel_0117,player_0117,includes,False
playerModel_0109,player_0109,classifiesPlayer,False
studentModel_0018,player_0018,includes,False
player_0102,playerType_0102,isDescribedByType,False
instrPlan_0082,sequencing_0082,has_Sequencing,False
playerType_0067,player_0067,describesPlayer,False
gamifiedITS_0066,studentModel_0178,hasStudentModel,False
studentModel_0180,player_0180,includes,False
player_0194,playerType_0194,isDescribedByType,False
instrPlan_0116,strategy_0116,strategicTutoring,False
studentModel_0138,player_0138,includes,False
player_0069,playerModel_0069,isClassifiedBy,False
targetBehavior_0303,metric_0515,hasMetric,False
instrPlan_0122,strategy_0122,strategicTutoring,False
instrPlan_0033,sequencing_0033,has_Sequencing,False
player_0117,playerType_0117,isDescribedByType,False
targetBehavior_0167,metric_0287,hasMetric,False
gamModel_0008,progLoop_0008,hasActivityLoops,False
targetBehavior_0255,metric_0172,hasMetric,False
gamifiedITS_0016,studentModel_0018,hasStudentModel,False
targetBehavior_0330,metric_0329,hasMetric,False
studentModel_0119,behavKnowledge_0119,hasBehaviouralKnowledge,False
targetBehavior_0178,metric_0112,hasMetric,False
gamifiedITS_0058,studentModel_0166,hasStudentModel,False
playerType_0010,player_0010,describesPlayer,False
player_0180,playerModel_0180,isClassifiedBy,False
targetBehavior_0143,metric_0251,hasMetric,False
studentModel_0009,player_0009,includes,False
studentModel_0196,behavKnowledge_0196,hasBehaviouralKnowledge,False
player_0084,playerType_0084,isDescribedByType,False
designPractice_0020,targetBehavior_0356,hasTargetBehavior,False
player_0147,playerModel_0147,isClassifiedBy,False
player_0052,playerModel_0052,isClassifiedBy,False
includes,Player,range,False
studentModel_0173,player_0173,includes,False
targetBehavior_0258,metric_0263,hasMetric,False
targetBehavior_0289,metric_0501,hasMetric,False
targetBehavior_0333,metric_0497,hasMetric,False
ProblemBasedEvaluation,Thing,subClassOf,True
targetBehavior_0164,metric_0107,hasMetric,False
player_0034,playerModel_0034,isClassifiedBy,False
next_Curriculum,CurriculumUnit,range,False
studentModel_0103,player_0103,includes,False
playerType_0075,player_0075,describesPlayer,False
playerType_0131,player_0131,describesPlayer,False
playerModel_0018,player_0018,classifiesPlayer,False
targetBehavior_0292,metric_0192,hasMetric,False
player_0061,playerModel_0061,isClassifiedBy,False
playerType_0175,player_0175,describesPlayer,False
player_0181,playerType_0181,isDescribedByType,False
typeAssessment,string,range,False
targetBehavior_0352,metric_0212,hasMetric,False
targetBehavior_0172,metric_0064,hasMetric,False
playerType_0186,player_0186,describesPlayer,False
Sequencing,THINGInstrutionalPlan,subClassOf,True
studentModel_0099,behavKnowledge_0099,hasBehaviouralKnowledge,False
Depth,Thing,subClassOf,True
targetBehavior_0300,metric_0429,hasMetric,False
gamifiedITS_0033,studentModel_0036,hasStudentModel,False
targetBehavior_0343,metric_0407,hasMetric,False
instrPlan_0015,strategy_0015,strategicTutoring,False
instrPlan_0125,sequencing_0125,has_Sequencing,False
designPractice_0003,achievements_0003,hasGameElement,False
targetBehavior_0255,metric_0091,hasMetric,False
instrPlan_0037,strategy_0037,strategicTutoring,False
isParentOf_Tactic,Tactic,range,False
player_0166,playerType_0166,isDescribedByType,False
player_0039,playerType_0039,isDescribedByType,False
gamifiedITS_0054,instrPlan_0119,hasPedagogicalModel,False
MatchColumnOption,Thing,subClassOf,True
isClassifiedBy,Player_Model,range,False
player_0134,playerModel_0134,isClassifiedBy,False
studentModel_0071,behavKnowledge_0071,hasBehaviouralKnowledge,False
player_0034,playerType_0034,isDescribedByType,False
gamifiedITS_0055,instrPlan_0076,hasPedagogicalModel,False
playerModel_0017,player_0017,classifiesPlayer,False
targetBehavior_0207,metric_0287,hasMetric,False
studentModel_0029,behavKnowledge_0029,hasBehaviouralKnowledge,False
playerModel_0133,player_0133,classifiesPlayer,False
playerType_0028,player_0028,describesPlayer,False
playerType_0174,player_0174,describesPlayer,False
participationName,CategoryParticipation,domain,False
designPractice_0031,targetBehavior_0400,hasTargetBehavior,False
player_0158,playerType_0158,isDescribedByType,False
targetBehavior_0085,metric_0009,hasMetric,False
playerModel_0086,player_0086,classifiesPlayer,False
instrPlan_0067,sequencing_0067,has_Sequencing,False
gamifiedITS_0025,studentModel_0069,hasStudentModel,False
player_0039,playerModel_0039,isClassifiedBy,False
instrPlan_0130,strategy_0130,strategicTutoring,False
gamifiedITS_0040,studentModel_0177,hasStudentModel,False
playerModel_0150,player_0150,classifiesPlayer,False
player_0143,playerType_0143,isDescribedByType,False
gamifiedITS_0031,gamModel_0024,hasGamificationModel,False
targetBehavior_0019,metric_0142,hasMetric,False
gamifiedITS_0056,studentModel_0157,hasStudentModel,False
playerModel_0171,player_0171,classifiesPlayer,False
gamifiedITS_0013,studentModel_0080,hasStudentModel,False
targetBehavior_0341,metric_0052,hasMetric,False
targetBehavior_0119,metric_0318,hasMetric,False
player_0156,playerType_0156,isDescribedByType,False
targetBehavior_0023,metric_0192,hasMetric,False
instrPlan_0046,strategy_0046,strategicTutoring,False
playerModel_0114,player_0114,classifiesPlayer,False
player_0083,playerType_0083,isDescribedByType,False
targetBehavior_0331,metric_0193,hasMetric,False
playerModel_0162,player_0162,classifiesPlayer,False
instrPlan_0059,strategy_0059,strategicTutoring,False
performanceName,string,range,False
instrPlan_0105,sequencing_0105,has_Sequencing,False
player_0145,playerModel_0145,isClassifiedBy,False
studentModel_0048,player_0048,includes,False
targetBehavior_0320,metric_0586,hasMetric,False
instrPlan_0188,strategy_0188,strategicTutoring,False
instrPlan_0040,strategy_0040,strategicTutoring,False
CategoryEffectiveness,Target_Behavior_Category,subClassOf,True
studentModel_0180,behavKnowledge_0180,hasBehaviouralKnowledge,False
playerModel_0049,player_0049,classifiesPlayer,False
playerType_0198,player_0198,describesPlayer,False
targetBehavior_0042,metric_0357,hasMetric,False
playerModel_0022,player_0022,classifiesPlayer,False
instrPlan_0164,strategy_0164,strategicTutoring,False
instrPlan_0056,strategy_0056,strategicTutoring,False
targetBehavior_0110,metric_0431,hasMetric,False
playerModel_0185,player_0185,classifiesPlayer,False
targetBehavior_0007,metric_0065,hasMetric,False
targetBehavior_0057,metric_0146,hasMetric,False
targetBehavior_0094,metric_0009,hasMetric,False
targetBehavior_0174,metric_0403,hasMetric,False
targetBehavior_0220,metric_0225,hasMetric,False
designPractice_0019,targetBehavior_0243,hasTargetBehavior,False
next_Unit,ResourceUnit,domain,False
instrPlan_0059,sequencing_0059,has_Sequencing,False
gamifiedITS_0050,instrPlan_0189,hasPedagogicalModel,False
player_0024,playerModel_0024,isClassifiedBy,False
THINGInstrutionalPlan,THINGPedagogicalModel,subClassOf,True
studentModel_0011,player_0011,includes,False
targetBehavior_0027,metric_0518,hasMetric,False
targetBehavior_0233,metric_0503,hasMetric,False
player_0082,playerModel_0082,isClassifiedBy,False
studentModel_0034,player_0034,includes,False
player_0070,playerModel_0070,isClassifiedBy,False
leadsToExploration,Challenges,domain,False
instrPlan_0031,sequencing_0031,has_Sequencing,False
player_0113,playerType_0113,isDescribedByType,False
gamifiedITS_0005,studentModel_0098,hasStudentModel,False
designPractice_0002,targetBehavior_0388,hasTargetBehavior,False
instrPlan_0097,strategy_0097,strategicTutoring,False
designPractice_0008,virtual_goods_0006,hasGameElement,False
designPractice_0031,targetBehavior_0047,hasTargetBehavior,False
targetBehavior_0256,metric_0344,hasMetric,False
studentModel_0037,behavKnowledge_0037,hasBehaviouralKnowledge,False
player_0076,playerType_0076,isDescribedByType,False
targetBehavior_0081,metric_0002,hasMetric,False
GDE_Component,Game_Design_Element,subClassOf,True
studentModel_0074,player_0074,includes,False
playerModel_0120,player_0120,classifiesPlayer,False
designPractice_0042,targetBehavior_0333,hasTargetBehavior,False
leadsToCompetition,CategoryCompetition,range,False
playerType_0169,player_0169,describesPlayer,False
gamifiedITS_0002,studentModel_0072,hasStudentModel,False
targetBehavior_0080,metric_0240,hasMetric,False
instrPlan_0006,strategy_0006,strategicTutoring,False
playerType_0022,player_0022,describesPlayer,False
player_0171,playerModel_0171,isClassifiedBy,False
gamModel_0037,progLoop_0037,hasActivityLoops,False
player_0030,playerType_0030,isDescribedByType,False
designPractice_0048,combat_0011,hasGameElement,False
Yee_Competition,Thing,subClassOf,True
playerModel_0123,player_0123,classifiesPlayer,False
instrPlan_0058,sequencing_0058,has_Sequencing,False
studentModel_0039,behavKnowledge_0039,hasBehaviouralKnowledge,False
instrPlan_0111,sequencing_0111,has_Sequencing,False
targetBehavior_0096,metric_0454,hasMetric,False
playerType_0073,player_0073,describesPlayer,False
player_0067,playerType_0067,isDescribedByType,False
targetBehavior_0343,metric_0518,hasMetric,False
player_0111,playerType_0111,isDescribedByType,False
player_0020,playerType_0020,isDescribedByType,False
Comment,Thing,subClassOf,True
player_0190,playerModel_0190,isClassifiedBy,False
player_0028,playerModel_0028,isClassifiedBy,False
studentModel_0031,player_0031,includes,False
targetBehavior_0046,metric_0212,hasMetric,False
studentModel_0184,player_0184,includes,False
player_0042,playerModel_0042,isClassifiedBy,False
targetBehavior_0067,metric_0291,hasMetric,False
studentModel_0126,player_0126,includes,False
gamifiedITS_0059,studentModel_0185,hasStudentModel,False
gamifiedITS_0037,gamModel_0013,hasGamificationModel,False
targetBehavior_0229,metric_0029,hasMetric,False
instrPlan_0145,sequencing_0145,has_Sequencing,False
instrPlan_0065,strategy_0065,strategicTutoring,False
targetBehavior_0325,metric_0276,hasMetric,False
instrPlan_0085,sequencing_0085,has_Sequencing,False
gamModel_0013,engLoop_0013,hasActivityLoops,False
studentModel_0173,behavKnowledge_0173,hasBehaviouralKnowledge,False
DiscursiveProblem,Thing,subClassOf,True
instrPlan_0161,strategy_0161,strategicTutoring,False
player_0106,playerType_0106,isDescribedByType,False
player_0078,playerModel_0078,isClassifiedBy,False
designPractice_0029,targetBehavior_0121,hasTargetBehavior,False
gamifiedITS_0042,studentModel_0199,hasStudentModel,False
studentModel_0142,player_0142,includes,False
targetBehavior_0335,metric_0068,hasMetric,False
playerType_0025,player_0025,describesPlayer,False
Question,Thing,subClassOf,True
gamifiedITS_0014,studentModel_0111,hasStudentModel,False
targetBehavior_0145,metric_0393,hasMetric,False
makesUseOf,Game_Design_Element,range,False
studentModel_0133,player_0133,includes,False
