# CLASS: Metric
# IRI: http://surveys.nees.com.br/ontologies/gado_full.owl#Metric
# COLUMNS:
#   id: id — Unique identifier, e.g. metric_0001
#   archetypeBehavior: data — str
#   archetypeBrainRegion: data — str
#   archetypeChemicalMessenger: data — str
#   archetypeLikes: data — str
#   metricDescription: data — str
#   metricExpectedValue: data — float
#   metricValue: data — float
#   time: data — float
#   value: data — float
#   desiredPoints: data — str
#   domain: data — str
#   description: data — str
#   importanceLevel: data — str
#   issue: data — str
#   hasPG: data — str
#   hasPS: data — str
#   hasPT: data — str
#   ckType: data — str
#   cluster: data — str
#   difficulty: data — str
#   precedence: data — str
#   rate: data — str
#   totalWeight: data — str
#   weight: data — str
#   hasCalculations: data — str
#   hasSuggestedTags: data — str
#   has_Answers: data — str
#   has_Epoch: data — str
#   has_Knowledge: data — str
#   has_token: data — str
#   superKC: data — str
#   OptionAnswer: data — str
#   comment: data — str
#   context: data — str
#   corrected: data — str
#   currentOperation: data — str
#   developmentStatus: data — str
#   duration: data — str
#   enabled: data — str
#   endDate: data — str
#   error: data — str
#   exercise: data — str
#   hint: data — str
#   item: data — str
#   level: data — str
#   methodDescription: data — str
#   methodStep: data — str
#   methodname: data — str
#   multipleChoiceAnswer: data — str
#   numberOfFavorites: data — str
#   numberOfViews: data — str
#   order: data — str
#   posting_date: data — str
#   posting_hour: data — str
#   question: data — str
#   resolution: data — str
#   size: data — str
#   startDate: data — str
#   stepName: data — str
#   stepOrder: data — str
#   subjects: data — str
#   submmitedDate: data — str
#   term: data — str
#   title: data — str
#   tokenized_statement: data — str
#   type_Test: data — str
#   REF_account_of: object — Ref to ['?']
#   REF_has_member: object — Ref to ['?']
#   REF_isPartOfEngagementLoop: object — Ref to ['Engagement_Loop', 'Engagement_Loop']
#   REF_isUsedFor: object — Ref to ['Target_Behavior', 'Target_Behavior']
#   REF_has_domain: object — Ref to ['?']
#   REF_strategicTutoring: object — Ref to ['Strategy', 'Strategy']
#   REF_associatedDomain: object — Ref to ['?']
#   REF_hasDomains: object — Ref to ['?']
#   REF_hasEloRating: object — Ref to ['?']
#   REF_hasLevel: object — Ref to ['?']
#   REF_hasSubDomain: object — Ref to ['?']
#   REF_has_Domain: object — Ref to ['?']
#   REF_isComposedByContext: object — Ref to ['?']
#   REF_isComposedByCurriculum: object — Ref to ['?']
#   REF_isComposedByDepth: object — Ref to ['?']
#   REF_isSubDomainOf: object — Ref to ['?']
#   REF_hasContext: object — Ref to ['?']
#   REF_isChildOfCurriculum: object — Ref to ['?']
#   REF_isComposedByLaterality: object — Ref to ['?']
#   REF_isParentOfCurriculum: object — Ref to ['?']
#   REF_hasBug: object — Ref to ['?']
#   REF_hasCatalogue: object — Ref to ['?']
#   REF_hasConcept: object — Ref to ['?']
#   REF_hasConceptualKnowledge: object — Ref to ['?']
#   REF_hasConsistency: object — Ref to ['?']
#   REF_hasContent: object — Ref to ['?']
#   REF_hasCurriculum: object — Ref to ['?']
#   REF_hasCurriculumInformation: object — Ref to ['?']
#   REF_hasDiscrepancy: object — Ref to ['?']
#   REF_hasDomain: object — Ref to ['?']
#   REF_hasError: object — Ref to ['?']
#   REF_hasExample: object — Ref to ['?']
#   REF_hasExplanation: object — Ref to ['?']
#   REF_hasKnowledgeUnit: object — Ref to ['?']
#   REF_hasLO: object — Ref to ['?']
#   REF_hasMisconception: object — Ref to ['?']
#   REF_hasPL: object — Ref to ['?']
#   REF_hasPedagogicalUnit: object — Ref to ['?']
#   REF_hasResource: object — Ref to ['?']
#   REF_hasSuperConceptualKnowledge: object — Ref to ['?']
#   REF_hasTags: object — Ref to ['?']
#   REF_has_MissConception: object — Ref to ['?']
#   REF_isComposedByProblem: object — Ref to ['?']
#   REF_fillBlanksHasOption: object — Ref to ['?']
#   REF_hasEvaluation: object — Ref to ['?']
#   REF_has_Context: object — Ref to ['?']
#   REF_has_Depth: object — Ref to ['?']
#   REF_has_Diagnosis: object — Ref to ['?']
#   REF_has_MethodStep: object — Ref to ['?']
#   REF_has_Problems: object — Ref to ['?']
#   REF_has_Questions: object — Ref to ['?']
#   REF_has_Resolution: object — Ref to ['?']
#   REF_has_ResolutionMethod: object — Ref to ['?']
#   REF_has_comments: object — Ref to ['?']
#   REF_has_discursiveOption: object — Ref to ['?']
#   REF_has_hint: object — Ref to ['?']
#   REF_isChildOfHint: object — Ref to ['?']
#   REF_isParentOfHint: object — Ref to ['?']
#   REF_matched_To: object — Ref to ['?']
#   REF_multipleChoiceHasOption: object — Ref to ['?']
#   REF_related_Curriculum: object — Ref to ['?']
#   REF_trueOrFalseHasOption: object — Ref to ['?']
# ─── Data rows below (delete this line) ───────────────────────
id,archetypeBehavior,archetypeBrainRegion,archetypeChemicalMessenger,archetypeLikes,metricDescription,metricExpectedValue,metricValue,time,value,desiredPoints,domain,description,importanceLevel,issue,hasPG,hasPS,hasPT,ckType,cluster,difficulty,precedence,rate,totalWeight,weight,hasCalculations,hasSuggestedTags,has_Answers,has_Epoch,has_Knowledge,has_token,superKC,OptionAnswer,comment,context,corrected,currentOperation,developmentStatus,duration,enabled,endDate,error,exercise,hint,item,level,methodDescription,methodStep,methodname,multipleChoiceAnswer,numberOfFavorites,numberOfViews,order,posting_date,posting_hour,question,resolution,size,startDate,stepName,stepOrder,subjects,submmitedDate,term,title,tokenized_statement,type_Test,REF_account_of,REF_has_member,REF_isPartOfEngagementLoop,REF_isUsedFor,REF_has_domain,REF_strategicTutoring,REF_associatedDomain,REF_hasDomains,REF_hasEloRating,REF_hasLevel,REF_hasSubDomain,REF_has_Domain,REF_isComposedByContext,REF_isComposedByCurriculum,REF_isComposedByDepth,REF_isSubDomainOf,REF_hasContext,REF_isChildOfCurriculum,REF_isComposedByLaterality,REF_isParentOfCurriculum,REF_hasBug,REF_hasCatalogue,REF_hasConcept,REF_hasConceptualKnowledge,REF_hasConsistency,REF_hasContent,REF_hasCurriculum,REF_hasCurriculumInformation,REF_hasDiscrepancy,REF_hasDomain,REF_hasError,REF_hasExample,REF_hasExplanation,REF_hasKnowledgeUnit,REF_hasLO,REF_hasMisconception,REF_hasPL,REF_hasPedagogicalUnit,REF_hasResource,REF_hasSuperConceptualKnowledge,REF_hasTags,REF_has_MissConception,REF_isComposedByProblem,REF_fillBlanksHasOption,REF_hasEvaluation,REF_has_Context,REF_has_Depth,REF_has_Diagnosis,REF_has_MethodStep,REF_has_Problems,REF_has_Questions,REF_has_Resolution,REF_has_ResolutionMethod,REF_has_comments,REF_has_discursiveOption,REF_has_hint,REF_isChildOfHint,REF_isParentOfHint,REF_matched_To,REF_multipleChoiceHasOption,REF_related_Curriculum,REF_trueOrFalseHasOption
metric_0031,cooperative,hippocampus,norepinephrine,Data Science,xp_earned,44.52,51.32,31.45,91.47,desiredPoints_value_640,Chemistry,progress_ratio,expert,Sign error,hasPG_value_755,hasPS_value_419,hasPT_value_233,typeA,cluster_4,medium,precedence_value_172,0.963,0.948,0.489,hasCalculations_value_44,hasSuggestedTags_value_196,has_Answers_value_693,has_Epoch_value_883,has_Knowledge_value_650,has_token_value_631,superKC_value_81,OptionAnswer_value_585,Could be improved,context_value_42,corrected_value_335,currentOperation_value_419,paused,102,enabled_value_329,2023-11-26,Off-by-one error,exercise_value_947,Sample hint text #959,item_value_272,easy,streak_count,methodStep_value_240,methodname_40,multipleChoiceAnswer_value_196,numberOfFavorites_value_22,numberOfViews_value_915,15,2023-07-17,2023-11-28,Sample question text #237,resolution_value_154,size_value_973,2023-10-25,stepName_65,15,Literature,2023-12-18,physics,Advanced Literature,Sample tokenized_statement text #649,typeC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
metric_0032,survivor,hippocampus,oxytocin,Physics,completion_rate,50.95,37.13,26.8,86.57,desiredPoints_value_439,Data Science,time_on_task,expert,Unit confusion,hasPG_value_747,hasPS_value_678,hasPT_value_221,typeB,cluster_2,easy,precedence_value_69,0.218,0.075,0.995,hasCalculations_value_198,hasSuggestedTags_value_295,has_Answers_value_77,has_Epoch_value_193,has_Knowledge_value_353,has_token_value_881,superKC_value_691,OptionAnswer_value_494,Could be improved,context_value_123,corrected_value_825,currentOperation_value_448,completed,57,enabled_value_128,2023-02-04,Causal reversal,exercise_value_294,Sample hint text #473,item_value_391,medium,error_rate,methodStep_value_456,methodname_27,multipleChoiceAnswer_value_262,numberOfFavorites_value_473,numberOfViews_value_552,16,2023-04-24,2023-06-10,Sample question text #124,resolution_value_288,size_value_845,2023-06-12,stepName_54,10,Computer Science,2023-04-03,statistics,Introduction to Biology,Sample tokenized_statement text #798,typeB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
metric_0033,social,striatum,serotonin,Computer Science,engagement_score,17.5,9.8,86.82,52.27,desiredPoints_value_619,History,time_on_task,medium,Off-by-one error,hasPG_value_128,hasPS_value_306,hasPT_value_561,typeC,cluster_3,expert,precedence_value_520,0.736,0.89,0.405,hasCalculations_value_924,hasSuggestedTags_value_444,has_Answers_value_11,has_Epoch_value_532,has_Knowledge_value_543,has_token_value_992,superKC_value_49,OptionAnswer_value_912,Could be improved,context_value_812,corrected_value_967,currentOperation_value_271,active,70,enabled_value_701,2023-10-02,Causal reversal,exercise_value_133,Sample hint text #289,item_value_292,expert,xp_earned,methodStep_value_190,methodname_72,multipleChoiceAnswer_value_540,numberOfFavorites_value_801,numberOfViews_value_175,14,2023-02-15,2023-04-09,Sample question text #710,resolution_value_387,size_value_35,2023-09-15,stepName_28,14,Calculus,2023-04-03,history,Advanced History,Sample tokenized_statement text #200,typeC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
metric_0034,cooperative,prefrontal,oxytocin,Data Science,xp_earned,50.29,27.7,30.55,0.68,desiredPoints_value_235,Mathematics,streak_count,medium,Unit confusion,hasPG_value_582,hasPS_value_115,hasPT_value_671,typeA,cluster_4,hard,precedence_value_502,0.412,0.581,0.725,hasCalculations_value_203,hasSuggestedTags_value_575,has_Answers_value_708,has_Epoch_value_998,has_Knowledge_value_417,has_token_value_569,superKC_value_830,OptionAnswer_value_99,Needs more examples,context_value_899,corrected_value_240,currentOperation_value_949,paused,88,enabled_value_135,2023-12-06,Causal reversal,exercise_value_500,Sample hint text #830,item_value_713,easy,mastery_level,methodStep_value_77,methodname_47,multipleChoiceAnswer_value_354,numberOfFavorites_value_920,numberOfViews_value_213,19,2023-03-12,2023-12-17,Sample question text #548,resolution_value_256,size_value_35,2023-03-03,stepName_26,13,Computer Science,2023-02-14,mathematics,Advanced Literature,Sample tokenized_statement text #245,typeA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
metric_0035,social,cerebellum,acetylcholine,Literature,correct_answers,78.79,44.11,59.78,1.44,desiredPoints_value_164,Literature,xp_earned,hard,Concept conflation,hasPG_value_522,hasPS_value_73,hasPT_value_4,typeB,cluster_1,medium,precedence_value_602,0.088,0.481,0.075,hasCalculations_value_544,hasSuggestedTags_value_523,has_Answers_value_686,has_Epoch_value_250,has_Knowledge_value_455,has_token_value_625,superKC_value_649,OptionAnswer_value_227,Challenging but rewarding,context_value_664,corrected_value_554,currentOperation_value_337,completed,101,enabled_value_60,2023-09-05,Sign error,exercise_value_807,Sample hint text #459,item_value_662,easy,hint_usage,methodStep_value_436,methodname_74,multipleChoiceAnswer_value_357,numberOfFavorites_value_256,numberOfViews_value_608,11,2023-04-27,2023-07-19,Sample question text #529,resolution_value_747,size_value_153,2023-04-25,stepName_23,2,Computer Science,2023-03-21,history,Advanced Chemistry,Sample tokenized_statement text #425,typeA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
metric_0036,survivor,prefrontal,serotonin,Mathematics,attempt_count,78.78,42.11,6.45,57.6,desiredPoints_value_395,Computer Science,error_rate,easy,Unit confusion,hasPG_value_721,hasPS_value_80,hasPT_value_870,typeA,cluster_5,easy,precedence_value_262,0.295,0.105,0.985,hasCalculations_value_885,hasSuggestedTags_value_163,has_Answers_value_39,has_Epoch_value_576,has_Knowledge_value_207,has_token_value_776,superKC_value_430,OptionAnswer_value_132,Too abstract,context_value_562,corrected_value_458,currentOperation_value_315,pending,56,enabled_value_191,2023-04-27,Formula inversion,exercise_value_558,Sample hint text #663,item_value_999,expert,xp_earned,methodStep_value_72,methodname_62,multipleChoiceAnswer_value_949,numberOfFavorites_value_227,numberOfViews_value_823,5,2023-08-15,2023-07-01,Sample question text #721,resolution_value_426,size_value_998,2023-04-20,stepName_84,11,Statistics,2023-02-23,biology,Introduction to Calculus,Sample tokenized_statement text #571,typeC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
metric_0037,social,amygdala,dopamine,Data Science,engagement_score,14.98,8.75,21.93,88.77,desiredPoints_value_415,Data Science,time_on_task,medium,Formula inversion,hasPG_value_760,hasPS_value_855,hasPT_value_853,typeB,cluster_4,easy,precedence_value_928,0.861,0.272,0.221,hasCalculations_value_494,hasSuggestedTags_value_464,has_Answers_value_494,has_Epoch_value_732,has_Knowledge_value_508,has_token_value_911,superKC_value_538,OptionAnswer_value_371,Challenging but rewarding,context_value_142,corrected_value_705,currentOperation_value_625,pending,48,enabled_value_518,2023-04-14,Off-by-one error,exercise_value_549,Sample hint text #997,item_value_698,medium,engagement_score,methodStep_value_299,methodname_40,multipleChoiceAnswer_value_555,numberOfFavorites_value_898,numberOfViews_value_580,6,2023-04-25,2023-10-13,Sample question text #39,resolution_value_289,size_value_134,2023-05-09,stepName_42,1,Chemistry,2023-06-27,calculus,Introduction to Algebra,Sample tokenized_statement text #509,typeC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
metric_0038,achiever,prefrontal,oxytocin,Geography,error_rate,57.04,35.77,91.31,75.9,desiredPoints_value_741,Mathematics,time_on_task,expert,Causal reversal,hasPG_value_421,hasPS_value_214,hasPT_value_783,typeA,cluster_5,hard,precedence_value_3,0.223,0.792,0.993,hasCalculations_value_744,hasSuggestedTags_value_980,has_Answers_value_32,has_Epoch_value_312,has_Knowledge_value_220,has_token_value_503,superKC_value_262,OptionAnswer_value_93,Could be improved,context_value_161,corrected_value_448,currentOperation_value_626,active,70,enabled_value_749,2023-07-11,Unit confusion,exercise_value_880,Sample hint text #124,item_value_16,expert,score,methodStep_value_630,methodname_76,multipleChoiceAnswer_value_474,numberOfFavorites_value_940,numberOfViews_value_4,16,2023-12-24,2023-09-07,Sample question text #640,resolution_value_810,size_value_212,2023-11-03,stepName_31,5,Philosophy,2023-05-02,chemistry,Research Methods,Sample tokenized_statement text #483,typeB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
metric_0039,competitive,striatum,norepinephrine,Computer Science,time_on_task,17.31,9.68,52.14,21.22,desiredPoints_value_153,Economics,score,easy,Causal reversal,hasPG_value_929,hasPS_value_683,hasPT_value_508,typeC,cluster_1,hard,precedence_value_404,0.059,0.889,0.991,hasCalculations_value_491,hasSuggestedTags_value_216,has_Answers_value_536,has_Epoch_value_735,has_Knowledge_value_641,has_token_value_782,superKC_value_980,OptionAnswer_value_859,Too abstract,context_value_119,corrected_value_53,currentOperation_value_586,paused,5,enabled_value_798,2023-01-24,Formula inversion,exercise_value_951,Sample hint text #389,item_value_848,easy,correct_answers,methodStep_value_900,methodname_87,multipleChoiceAnswer_value_883,numberOfFavorites_value_69,numberOfViews_value_676,11,2023-04-03,2023-08-13,Sample question text #416,resolution_value_22,size_value_824,2023-12-06,stepName_38,10,Data Science,2023-06-13,philosophy,Advanced Mathematics,Sample tokenized_statement text #720,typeC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
metric_0040,cooperative,striatum,oxytocin,Computer Science,error_rate,69.39,64.19,36.19,39.32,desiredPoints_value_18,Literature,mastery_level,medium,Unit confusion,hasPG_value_794,hasPS_value_185,hasPT_value_428,typeA,cluster_3,medium,precedence_value_242,0.871,0.547,0.813,hasCalculations_value_318,hasSuggestedTags_value_623,has_Answers_value_722,has_Epoch_value_603,has_Knowledge_value_976,has_token_value_446,superKC_value_603,OptionAnswer_value_410,Very clear,context_value_744,corrected_value_52,currentOperation_value_560,active,70,enabled_value_478,2023-06-17,Concept conflation,exercise_value_38,Sample hint text #296,item_value_111,hard,streak_count,methodStep_value_21,methodname_25,multipleChoiceAnswer_value_430,numberOfFavorites_value_229,numberOfViews_value_961,10,2023-09-15,2023-05-11,Sample question text #108,resolution_value_142,size_value_822,2023-12-13,stepName_16,19,Biology,2023-08-20,mathematics,Introduction to Geography,Sample tokenized_statement text #162,typeC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
metric_0041,achiever,amygdala,norepinephrine,Biology,score,40.64,26.53,19.73,99.36,desiredPoints_value_731,Geography,attempt_count,expert,Concept conflation,hasPG_value_626,hasPS_value_611,hasPT_value_32,typeA,cluster_4,medium,precedence_value_351,0.401,0.782,0.853,hasCalculations_value_571,hasSuggestedTags_value_497,has_Answers_value_135,has_Epoch_value_962,has_Knowledge_value_256,has_token_value_59,superKC_value_391,OptionAnswer_value_657,Needs more examples,context_value_964,corrected_value_430,currentOperation_value_357,paused,115,enabled_value_540,2023-04-15,Causal reversal,exercise_value_76,Sample hint text #663,item_value_698,hard,score,methodStep_value_989,methodname_07,multipleChoiceAnswer_value_292,numberOfFavorites_value_102,numberOfViews_value_242,13,2023-08-15,2023-08-13,Sample question text #499,resolution_value_621,size_value_370,2023-10-22,stepName_89,7,Data Science,2023-03-24,chemistry,Introduction to Economics,Sample tokenized_statement text #892,typeC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
metric_0042,achiever,striatum,acetylcholine,Geography,hint_usage,14.24,9.93,11.83,13.22,desiredPoints_value_858,Philosophy,hint_usage,hard,Unit confusion,hasPG_value_687,hasPS_value_25,hasPT_value_945,typeA,cluster_5,hard,precedence_value_924,0.298,0.56,0.737,hasCalculations_value_142,hasSuggestedTags_value_387,has_Answers_value_861,has_Epoch_value_603,has_Knowledge_value_458,has_token_value_414,superKC_value_586,OptionAnswer_value_286,Good explanation,context_value_242,corrected_value_692,currentOperation_value_398,paused,67,enabled_value_277,2023-09-17,Formula inversion,exercise_value_862,Sample hint text #519,item_value_619,expert,progress_ratio,methodStep_value_893,methodname_02,multipleChoiceAnswer_value_532,numberOfFavorites_value_785,numberOfViews_value_491,17,2023-07-08,2023-10-03,Sample question text #978,resolution_value_305,size_value_126,2023-09-23,stepName_31,11,Philosophy,2023-01-24,data_science,Advanced Geography,Sample tokenized_statement text #293,typeC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
metric_0043,exploratory,striatum,norepinephrine,Chemistry,correct_answers,60.23,71.65,30.02,34.36,desiredPoints_value_155,Computer Science,mastery_level,expert,Off-by-one error,hasPG_value_63,hasPS_value_617,hasPT_value_343,typeB,cluster_4,medium,precedence_value_563,0.475,0.905,0.456,hasCalculations_value_93,hasSuggestedTags_value_894,has_Answers_value_629,has_Epoch_value_252,has_Knowledge_value_626,has_token_value_127,superKC_value_954,OptionAnswer_value_259,Very clear,context_value_817,corrected_value_8,currentOperation_value_245,paused,74,enabled_value_173,2023-09-01,Sign error,exercise_value_322,Sample hint text #424,item_value_536,easy,streak_count,methodStep_value_926,methodname_03,multipleChoiceAnswer_value_574,numberOfFavorites_value_668,numberOfViews_value_663,12,2023-09-16,2023-08-15,Sample question text #1,resolution_value_913,size_value_737,2023-08-12,stepName_04,4,Biology,2023-10-21,statistics,Advanced Geography,Sample tokenized_statement text #221,typeC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
metric_0044,social,cerebellum,acetylcholine,Data Science,correct_answers,20.56,19.67,81.45,9.2,desiredPoints_value_491,Algebra,engagement_score,easy,Concept conflation,hasPG_value_413,hasPS_value_186,hasPT_value_417,typeB,cluster_4,expert,precedence_value_72,0.404,0.232,0.226,hasCalculations_value_576,hasSuggestedTags_value_402,has_Answers_value_213,has_Epoch_value_811,has_Knowledge_value_547,has_token_value_123,superKC_value_248,OptionAnswer_value_11,Needs more examples,context_value_146,corrected_value_763,currentOperation_value_819,paused,21,enabled_value_311,2023-11-27,Concept conflation,exercise_value_529,Sample hint text #432,item_value_311,easy,progress_ratio,methodStep_value_259,methodname_52,multipleChoiceAnswer_value_407,numberOfFavorites_value_376,numberOfViews_value_829,9,2023-10-16,2023-08-01,Sample question text #797,resolution_value_321,size_value_231,2023-07-10,stepName_35,8,Calculus,2023-05-19,statistics,Introduction to Statistics,Sample tokenized_statement text #295,typeA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
metric_0045,cooperative,hippocampus,oxytocin,Statistics,progress_ratio,75.13,75.86,86.4,61.57,desiredPoints_value_919,History,mastery_level,medium,Concept conflation,hasPG_value_10,hasPS_value_940,hasPT_value_25,typeC,cluster_5,medium,precedence_value_843,0.019,0.246,0.385,hasCalculations_value_27,hasSuggestedTags_value_296,has_Answers_value_649,has_Epoch_value_364,has_Knowledge_value_409,has_token_value_538,superKC_value_437,OptionAnswer_value_634,Very clear,context_value_614,corrected_value_41,currentOperation_value_40,active,81,enabled_value_174,2023-04-07,Off-by-one error,exercise_value_805,Sample hint text #928,item_value_324,medium,hint_usage,methodStep_value_15,methodname_35,multipleChoiceAnswer_value_914,numberOfFavorites_value_976,numberOfViews_value_126,11,2023-11-15,2023-06-17,Sample question text #707,resolution_value_274,size_value_712,2023-03-15,stepName_55,17,Literature,2023-02-21,algebra,Introduction to Geography,Sample tokenized_statement text #492,typeB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
metric_0046,survivor,prefrontal,serotonin,Biology,engagement_score,32.44,38.45,84.14,31.07,desiredPoints_value_159,Mathematics,score,hard,Unit confusion,hasPG_value_816,hasPS_value_329,hasPT_value_459,typeB,cluster_4,easy,precedence_value_425,0.869,0.717,0.945,hasCalculations_value_906,hasSuggestedTags_value_590,has_Answers_value_862,has_Epoch_value_852,has_Knowledge_value_936,has_token_value_733,superKC_value_790,OptionAnswer_value_373,Good explanation,context_value_749,corrected_value_425,currentOperation_value_289,active,6,enabled_value_219,2023-02-18,Unit confusion,exercise_value_65,Sample hint text #652,item_value_667,expert,time_on_task,methodStep_value_685,methodname_24,multipleChoiceAnswer_value_654,numberOfFavorites_value_418,numberOfViews_value_378,5,2023-04-09,2023-11-14,Sample question text #379,resolution_value_718,size_value_915,2023-06-10,stepName_55,3,Chemistry,2023-11-26,mathematics,Introduction to Computer Science,Sample tokenized_statement text #780,typeC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
metric_0047,survivor,prefrontal,acetylcholine,History,hint_usage,63.73,45.93,60.2,82.21,desiredPoints_value_526,Philosophy,completion_rate,easy,Unit confusion,hasPG_value_696,hasPS_value_216,hasPT_value_848,typeB,cluster_2,hard,precedence_value_898,0.815,0.262,0.18,hasCalculations_value_645,hasSuggestedTags_value_733,has_Answers_value_988,has_Epoch_value_839,has_Knowledge_value_441,has_token_value_129,superKC_value_850,OptionAnswer_value_546,Could be improved,context_value_885,corrected_value_433,currentOperation_value_826,active,68,enabled_value_711,2023-09-03,Sign error,exercise_value_801,Sample hint text #981,item_value_519,hard,xp_earned,methodStep_value_466,methodname_43,multipleChoiceAnswer_value_868,numberOfFavorites_value_75,numberOfViews_value_251,9,2023-01-15,2023-11-09,Sample question text #634,resolution_value_91,size_value_516,2023-12-11,stepName_03,12,Data Science,2023-09-05,statistics,Introduction to Economics,Sample tokenized_statement text #54,typeB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
metric_0048,social,amygdala,dopamine,Chemistry,completion_rate,71.09,45.95,62.73,43.08,desiredPoints_value_99,Philosophy,xp_earned,hard,Concept conflation,hasPG_value_466,hasPS_value_224,hasPT_value_655,typeB,cluster_2,hard,precedence_value_245,0.791,0.232,0.316,hasCalculations_value_280,hasSuggestedTags_value_388,has_Answers_value_317,has_Epoch_value_234,has_Knowledge_value_990,has_token_value_783,superKC_value_611,OptionAnswer_value_802,Too abstract,context_value_278,corrected_value_914,currentOperation_value_854,completed,75,enabled_value_17,2023-12-11,Unit confusion,exercise_value_689,Sample hint text #18,item_value_63,medium,xp_earned,methodStep_value_773,methodname_27,multipleChoiceAnswer_value_111,numberOfFavorites_value_589,numberOfViews_value_364,2,2023-08-18,2023-08-08,Sample question text #16,resolution_value_902,size_value_873,2023-06-22,stepName_25,19,Mathematics,2023-01-08,algebra,Introduction to Economics,Sample tokenized_statement text #650,typeC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
metric_0049,survivor,cerebellum,serotonin,Literature,streak_count,55.0,58.82,36.43,70.9,desiredPoints_value_724,Geography,xp_earned,expert,Sign error,hasPG_value_910,hasPS_value_518,hasPT_value_309,typeC,cluster_4,hard,precedence_value_394,0.797,0.733,0.443,hasCalculations_value_709,hasSuggestedTags_value_225,has_Answers_value_855,has_Epoch_value_830,has_Knowledge_value_235,has_token_value_609,superKC_value_249,OptionAnswer_value_617,Challenging but rewarding,context_value_792,corrected_value_297,currentOperation_value_213,active,8,enabled_value_593,2023-11-12,Off-by-one error,exercise_value_995,Sample hint text #553,item_value_517,hard,engagement_score,methodStep_value_561,methodname_57,multipleChoiceAnswer_value_544,numberOfFavorites_value_944,numberOfViews_value_192,17,2023-01-22,2023-10-11,Sample question text #494,resolution_value_185,size_value_744,2023-09-08,stepName_78,15,Economics,2023-04-01,statistics,Introduction to Chemistry,Sample tokenized_statement text #575,typeC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
metric_0050,survivor,cerebellum,oxytocin,History,hint_usage,60.33,40.95,73.12,83.26,desiredPoints_value_772,History,attempt_count,expert,Sign error,hasPG_value_686,hasPS_value_328,hasPT_value_696,typeC,cluster_4,expert,precedence_value_4,0.896,0.912,0.448,hasCalculations_value_962,hasSuggestedTags_value_548,has_Answers_value_827,has_Epoch_value_655,has_Knowledge_value_520,has_token_value_458,superKC_value_366,OptionAnswer_value_533,Very clear,context_value_843,corrected_value_337,currentOperation_value_55,active,90,enabled_value_136,2023-01-16,Unit confusion,exercise_value_908,Sample hint text #679,item_value_929,medium,error_rate,methodStep_value_259,methodname_52,multipleChoiceAnswer_value_813,numberOfFavorites_value_916,numberOfViews_value_600,2,2023-08-10,2023-04-19,Sample question text #22,resolution_value_648,size_value_409,2023-05-18,stepName_33,16,Computer Science,2023-04-20,chemistry,Introduction to Physics,Sample tokenized_statement text #153,typeB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
