# CLASS: Target_Behavior
# IRI: http://surveys.nees.com.br/ontologies/gado_full.owl#Target_Behavior
# COLUMNS:
#   id: id — Unique identifier, e.g. targetBehavior_0001
#   archetypeBehavior: data — str
#   archetypeBrainRegion: data — str
#   archetypeChemicalMessenger: data — str
#   archetypeLikes: data — str
#   time: data — float
#   value: data — float
#   desiredPoints: data — str
#   domain: data — str
#   description: data — str
#   importanceLevel: data — str
#   issue: data — str
#   hasPG: data — str
#   hasPS: data — str
#   hasPT: data — str
#   ckType: data — str
#   cluster: data — str
#   difficulty: data — str
#   precedence: data — str
#   rate: data — str
#   totalWeight: data — str
#   weight: data — str
#   hasCalculations: data — str
#   hasSuggestedTags: data — str
#   has_Answers: data — str
#   has_Epoch: data — str
#   has_Knowledge: data — str
#   has_token: data — str
#   superKC: data — str
#   OptionAnswer: data — str
#   comment: data — str
#   context: data — str
#   corrected: data — str
#   currentOperation: data — str
#   developmentStatus: data — str
#   duration: data — str
#   enabled: data — str
#   endDate: data — str
#   error: data — str
#   exercise: data — str
#   hint: data — str
#   item: data — str
#   level: data — str
#   methodDescription: data — str
#   methodStep: data — str
#   methodname: data — str
#   multipleChoiceAnswer: data — str
#   numberOfFavorites: data — str
#   numberOfViews: data — str
#   order: data — str
#   posting_date: data — str
#   posting_hour: data — str
#   question: data — str
#   resolution: data — str
#   size: data — str
#   startDate: data — str
#   stepName: data — str
#   stepOrder: data — str
#   subjects: data — str
#   submmitedDate: data — str
#   term: data — str
#   title: data — str
#   tokenized_statement: data — str
#   type_Test: data — str
#   REF_account_of: object — Ref to ['?']
#   REF_has_member: object — Ref to ['?']
#   REF_hasCategory: object — Ref to ['Target_Behavior_Category', 'Target_Behavior_Category']
#   REF_hasMetric: object — Ref to ['Metric', 'Metric']
#   REF_isAccomplishedWith: object — Ref to ['Activity_Loop', 'Activity_Loop']
#   REF_isPartOfEngagementLoop: object — Ref to ['Engagement_Loop', 'Engagement_Loop']
#   REF_has_domain: object — Ref to ['?']
#   REF_strategicTutoring: object — Ref to ['Strategy', 'Strategy']
#   REF_associatedDomain: object — Ref to ['?']
#   REF_hasDomains: object — Ref to ['?']
#   REF_hasEloRating: object — Ref to ['?']
#   REF_hasLevel: object — Ref to ['?']
#   REF_hasSubDomain: object — Ref to ['?']
#   REF_has_Domain: object — Ref to ['?']
#   REF_isComposedByContext: object — Ref to ['?']
#   REF_isComposedByCurriculum: object — Ref to ['?']
#   REF_isComposedByDepth: object — Ref to ['?']
#   REF_isSubDomainOf: object — Ref to ['?']
#   REF_hasContext: object — Ref to ['?']
#   REF_isChildOfCurriculum: object — Ref to ['?']
#   REF_isComposedByLaterality: object — Ref to ['?']
#   REF_isParentOfCurriculum: object — Ref to ['?']
#   REF_hasBug: object — Ref to ['?']
#   REF_hasCatalogue: object — Ref to ['?']
#   REF_hasConcept: object — Ref to ['?']
#   REF_hasConceptualKnowledge: object — Ref to ['?']
#   REF_hasConsistency: object — Ref to ['?']
#   REF_hasContent: object — Ref to ['?']
#   REF_hasCurriculum: object — Ref to ['?']
#   REF_hasCurriculumInformation: object — Ref to ['?']
#   REF_hasDiscrepancy: object — Ref to ['?']
#   REF_hasDomain: object — Ref to ['?']
#   REF_hasError: object — Ref to ['?']
#   REF_hasExample: object — Ref to ['?']
#   REF_hasExplanation: object — Ref to ['?']
#   REF_hasKnowledgeUnit: object — Ref to ['?']
#   REF_hasLO: object — Ref to ['?']
#   REF_hasMisconception: object — Ref to ['?']
#   REF_hasPL: object — Ref to ['?']
#   REF_hasPedagogicalUnit: object — Ref to ['?']
#   REF_hasResource: object — Ref to ['?']
#   REF_hasSuperConceptualKnowledge: object — Ref to ['?']
#   REF_hasTags: object — Ref to ['?']
#   REF_has_MissConception: object — Ref to ['?']
#   REF_isComposedByProblem: object — Ref to ['?']
#   REF_fillBlanksHasOption: object — Ref to ['?']
#   REF_hasEvaluation: object — Ref to ['?']
#   REF_has_Context: object — Ref to ['?']
#   REF_has_Depth: object — Ref to ['?']
#   REF_has_Diagnosis: object — Ref to ['?']
#   REF_has_MethodStep: object — Ref to ['?']
#   REF_has_Problems: object — Ref to ['?']
#   REF_has_Questions: object — Ref to ['?']
#   REF_has_Resolution: object — Ref to ['?']
#   REF_has_ResolutionMethod: object — Ref to ['?']
#   REF_has_comments: object — Ref to ['?']
#   REF_has_discursiveOption: object — Ref to ['?']
#   REF_has_hint: object — Ref to ['?']
#   REF_isChildOfHint: object — Ref to ['?']
#   REF_isParentOfHint: object — Ref to ['?']
#   REF_matched_To: object — Ref to ['?']
#   REF_multipleChoiceHasOption: object — Ref to ['?']
#   REF_related_Curriculum: object — Ref to ['?']
#   REF_trueOrFalseHasOption: object — Ref to ['?']
# ─── Data rows below (delete this line) ───────────────────────
id,archetypeBehavior,archetypeBrainRegion,archetypeChemicalMessenger,archetypeLikes,time,value,desiredPoints,domain,description,importanceLevel,issue,hasPG,hasPS,hasPT,ckType,cluster,difficulty,precedence,rate,totalWeight,weight,hasCalculations,hasSuggestedTags,has_Answers,has_Epoch,has_Knowledge,has_token,superKC,OptionAnswer,comment,context,corrected,currentOperation,developmentStatus,duration,enabled,endDate,error,exercise,hint,item,level,methodDescription,methodStep,methodname,multipleChoiceAnswer,numberOfFavorites,numberOfViews,order,posting_date,posting_hour,question,resolution,size,startDate,stepName,stepOrder,subjects,submmitedDate,term,title,tokenized_statement,type_Test,REF_account_of,REF_has_member,REF_hasCategory,REF_hasMetric,REF_isAccomplishedWith,REF_isPartOfEngagementLoop,REF_has_domain,REF_strategicTutoring,REF_associatedDomain,REF_hasDomains,REF_hasEloRating,REF_hasLevel,REF_hasSubDomain,REF_has_Domain,REF_isComposedByContext,REF_isComposedByCurriculum,REF_isComposedByDepth,REF_isSubDomainOf,REF_hasContext,REF_isChildOfCurriculum,REF_isComposedByLaterality,REF_isParentOfCurriculum,REF_hasBug,REF_hasCatalogue,REF_hasConcept,REF_hasConceptualKnowledge,REF_hasConsistency,REF_hasContent,REF_hasCurriculum,REF_hasCurriculumInformation,REF_hasDiscrepancy,REF_hasDomain,REF_hasError,REF_hasExample,REF_hasExplanation,REF_hasKnowledgeUnit,REF_hasLO,REF_hasMisconception,REF_hasPL,REF_hasPedagogicalUnit,REF_hasResource,REF_hasSuperConceptualKnowledge,REF_hasTags,REF_has_MissConception,REF_isComposedByProblem,REF_fillBlanksHasOption,REF_hasEvaluation,REF_has_Context,REF_has_Depth,REF_has_Diagnosis,REF_has_MethodStep,REF_has_Problems,REF_has_Questions,REF_has_Resolution,REF_has_ResolutionMethod,REF_has_comments,REF_has_discursiveOption,REF_has_hint,REF_isChildOfHint,REF_isParentOfHint,REF_matched_To,REF_multipleChoiceHasOption,REF_related_Curriculum,REF_trueOrFalseHasOption
targetBehavior_0029,achiever,striatum,oxytocin,Chemistry,30.46,42.04,desiredPoints_value_513,Physics,completion_rate,easy,Off-by-one error,hasPG_value_441,hasPS_value_485,hasPT_value_570,typeC,cluster_5,expert,precedence_value_162,0.422,0.121,0.37,hasCalculations_value_433,hasSuggestedTags_value_599,has_Answers_value_89,has_Epoch_value_654,has_Knowledge_value_309,has_token_value_742,superKC_value_731,OptionAnswer_value_480,Good explanation,context_value_75,corrected_value_162,currentOperation_value_634,completed,91,enabled_value_787,2023-10-24,Unit confusion,exercise_value_703,Sample hint text #366,item_value_300,easy,correct_answers,methodStep_value_283,methodname_50,multipleChoiceAnswer_value_28,numberOfFavorites_value_500,numberOfViews_value_703,4,2023-06-02,2023-01-14,Sample question text #656,resolution_value_712,size_value_695,2023-07-12,stepName_22,18,Geography,2023-04-02,mathematics,Introduction to Economics,Sample tokenized_statement text #336,typeB,,,,metric_0029|metric_0024,,engagementLoop_0003|engagementLoop_0008|engagementLoop_0001,,strategy_0012|strategy_0010|strategy_0009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
targetBehavior_0030,survivor,hippocampus,dopamine,Algebra,38.49,79.44,desiredPoints_value_739,Statistics,progress_ratio,expert,Causal reversal,hasPG_value_463,hasPS_value_314,hasPT_value_658,typeA,cluster_3,hard,precedence_value_139,0.639,0.083,0.658,hasCalculations_value_3,hasSuggestedTags_value_216,has_Answers_value_942,has_Epoch_value_293,has_Knowledge_value_969,has_token_value_148,superKC_value_2,OptionAnswer_value_735,Very clear,context_value_752,corrected_value_953,currentOperation_value_563,paused,113,enabled_value_945,2023-03-03,Formula inversion,exercise_value_29,Sample hint text #288,item_value_855,expert,correct_answers,methodStep_value_538,methodname_61,multipleChoiceAnswer_value_658,numberOfFavorites_value_811,numberOfViews_value_29,18,2023-02-26,2023-08-20,Sample question text #398,resolution_value_146,size_value_128,2023-02-14,stepName_62,4,Chemistry,2023-04-02,history,Introduction to Algebra,Sample tokenized_statement text #714,typeB,,,,metric_0029|metric_0053|metric_0051,,engagementLoop_0010|engagementLoop_0008,,strategy_0007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
targetBehavior_0031,social,striatum,norepinephrine,Economics,81.64,10.18,desiredPoints_value_231,Literature,correct_answers,medium,Sign error,hasPG_value_780,hasPS_value_983,hasPT_value_157,typeA,cluster_5,expert,precedence_value_885,0.063,0.028,0.1,hasCalculations_value_879,hasSuggestedTags_value_22,has_Answers_value_727,has_Epoch_value_715,has_Knowledge_value_373,has_token_value_26,superKC_value_895,OptionAnswer_value_585,Very clear,context_value_851,corrected_value_242,currentOperation_value_617,pending,67,enabled_value_564,2023-04-10,Concept conflation,exercise_value_561,Sample hint text #74,item_value_712,hard,correct_answers,methodStep_value_7,methodname_97,multipleChoiceAnswer_value_689,numberOfFavorites_value_772,numberOfViews_value_572,5,2023-05-23,2023-08-10,Sample question text #16,resolution_value_759,size_value_480,2023-10-23,stepName_39,7,History,2023-05-10,algebra,Introduction to Biology,Sample tokenized_statement text #687,typeB,,,,metric_0049|metric_0055,,engagementLoop_0003|engagementLoop_0003,,strategy_0006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
targetBehavior_0032,cooperative,prefrontal,serotonin,Philosophy,93.6,62.06,desiredPoints_value_11,Physics,streak_count,expert,Formula inversion,hasPG_value_85,hasPS_value_41,hasPT_value_783,typeA,cluster_2,easy,precedence_value_402,0.34,0.805,0.706,hasCalculations_value_997,hasSuggestedTags_value_570,has_Answers_value_471,has_Epoch_value_154,has_Knowledge_value_388,has_token_value_685,superKC_value_488,OptionAnswer_value_695,Good explanation,context_value_894,corrected_value_712,currentOperation_value_340,active,98,enabled_value_118,2023-10-08,Concept conflation,exercise_value_549,Sample hint text #220,item_value_953,easy,progress_ratio,methodStep_value_19,methodname_35,multipleChoiceAnswer_value_350,numberOfFavorites_value_642,numberOfViews_value_523,3,2023-07-22,2023-08-27,Sample question text #192,resolution_value_616,size_value_881,2023-02-20,stepName_32,1,History,2023-03-25,mathematics,Introduction to Chemistry,Sample tokenized_statement text #982,typeC,,,,metric_0015|metric_0008,,engagementLoop_0006|engagementLoop_0006,,strategy_0008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
targetBehavior_0033,competitive,cerebellum,acetylcholine,Literature,35.11,41.11,desiredPoints_value_945,Chemistry,completion_rate,hard,Off-by-one error,hasPG_value_161,hasPS_value_523,hasPT_value_399,typeB,cluster_1,medium,precedence_value_984,0.846,0.312,0.055,hasCalculations_value_962,hasSuggestedTags_value_693,has_Answers_value_581,has_Epoch_value_363,has_Knowledge_value_825,has_token_value_902,superKC_value_595,OptionAnswer_value_619,Could be improved,context_value_729,corrected_value_192,currentOperation_value_164,completed,38,enabled_value_600,2023-03-23,Unit confusion,exercise_value_261,Sample hint text #811,item_value_878,hard,error_rate,methodStep_value_735,methodname_96,multipleChoiceAnswer_value_410,numberOfFavorites_value_443,numberOfViews_value_949,3,2023-06-19,2023-11-06,Sample question text #711,resolution_value_132,size_value_138,2023-01-19,stepName_63,13,Data Science,2023-11-09,calculus,Advanced Biology,Sample tokenized_statement text #396,typeA,,,,metric_0025|metric_0036|metric_0012,,engagementLoop_0002,,strategy_0018|strategy_0008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
targetBehavior_0034,exploratory,prefrontal,serotonin,Algebra,7.44,11.44,desiredPoints_value_495,Chemistry,hint_usage,hard,Formula inversion,hasPG_value_754,hasPS_value_63,hasPT_value_799,typeB,cluster_1,medium,precedence_value_57,0.527,0.038,0.414,hasCalculations_value_828,hasSuggestedTags_value_979,has_Answers_value_463,has_Epoch_value_963,has_Knowledge_value_526,has_token_value_3,superKC_value_539,OptionAnswer_value_507,Good explanation,context_value_205,corrected_value_349,currentOperation_value_230,pending,61,enabled_value_883,2023-04-05,Unit confusion,exercise_value_159,Sample hint text #928,item_value_61,hard,engagement_score,methodStep_value_61,methodname_96,multipleChoiceAnswer_value_229,numberOfFavorites_value_442,numberOfViews_value_373,19,2023-06-19,2023-03-11,Sample question text #490,resolution_value_27,size_value_505,2023-12-06,stepName_62,19,Chemistry,2023-10-01,data_science,Introduction to Economics,Sample tokenized_statement text #726,typeB,,,,metric_0014|metric_0036|metric_0019,,engagementLoop_0003|engagementLoop_0010|engagementLoop_0005,,strategy_0006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
targetBehavior_0035,survivor,prefrontal,acetylcholine,Mathematics,18.11,43.11,desiredPoints_value_74,Literature,engagement_score,easy,Formula inversion,hasPG_value_934,hasPS_value_707,hasPT_value_487,typeA,cluster_4,easy,precedence_value_155,0.145,0.292,0.038,hasCalculations_value_170,hasSuggestedTags_value_428,has_Answers_value_166,has_Epoch_value_100,has_Knowledge_value_17,has_token_value_548,superKC_value_212,OptionAnswer_value_14,Challenging but rewarding,context_value_212,corrected_value_855,currentOperation_value_192,active,102,enabled_value_804,2023-10-03,Unit confusion,exercise_value_727,Sample hint text #232,item_value_653,easy,progress_ratio,methodStep_value_244,methodname_69,multipleChoiceAnswer_value_828,numberOfFavorites_value_852,numberOfViews_value_920,9,2023-02-26,2023-06-26,Sample question text #863,resolution_value_254,size_value_93,2023-11-03,stepName_91,17,Philosophy,2023-03-08,mathematics,Advanced Physics,Sample tokenized_statement text #842,typeA,,,,metric_0030,,engagementLoop_0005|engagementLoop_0005|engagementLoop_0008,,strategy_0011|strategy_0012|strategy_0014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
targetBehavior_0036,social,striatum,dopamine,Biology,91.45,97.31,desiredPoints_value_42,History,completion_rate,medium,Concept conflation,hasPG_value_481,hasPS_value_687,hasPT_value_409,typeC,cluster_1,easy,precedence_value_15,0.741,0.484,0.674,hasCalculations_value_470,hasSuggestedTags_value_632,has_Answers_value_438,has_Epoch_value_289,has_Knowledge_value_162,has_token_value_736,superKC_value_472,OptionAnswer_value_898,Very clear,context_value_755,corrected_value_36,currentOperation_value_621,paused,72,enabled_value_802,2023-06-05,Unit confusion,exercise_value_252,Sample hint text #863,item_value_991,easy,time_on_task,methodStep_value_938,methodname_68,multipleChoiceAnswer_value_331,numberOfFavorites_value_873,numberOfViews_value_316,3,2023-04-04,2023-12-15,Sample question text #643,resolution_value_665,size_value_268,2023-05-18,stepName_87,11,Algebra,2023-12-04,algebra,Advanced History,Sample tokenized_statement text #368,typeB,,,,metric_0022|metric_0026,,engagementLoop_0007,,strategy_0017|strategy_0003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
targetBehavior_0037,cooperative,amygdala,oxytocin,Statistics,50.63,36.26,desiredPoints_value_340,Physics,error_rate,medium,Causal reversal,hasPG_value_836,hasPS_value_106,hasPT_value_455,typeA,cluster_1,expert,precedence_value_281,0.535,0.243,0.34,hasCalculations_value_856,hasSuggestedTags_value_647,has_Answers_value_805,has_Epoch_value_806,has_Knowledge_value_888,has_token_value_767,superKC_value_610,OptionAnswer_value_444,Too abstract,context_value_691,corrected_value_844,currentOperation_value_407,active,76,enabled_value_764,2023-08-22,Sign error,exercise_value_845,Sample hint text #840,item_value_347,hard,engagement_score,methodStep_value_885,methodname_64,multipleChoiceAnswer_value_997,numberOfFavorites_value_511,numberOfViews_value_339,8,2023-09-25,2023-09-04,Sample question text #763,resolution_value_461,size_value_813,2023-07-18,stepName_29,12,Biology,2023-03-09,computer_science,Advanced Chemistry,Sample tokenized_statement text #82,typeC,,,,metric_0002,,engagementLoop_0004|engagementLoop_0004|engagementLoop_0005,,strategy_0019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
targetBehavior_0038,achiever,cerebellum,acetylcholine,History,78.09,28.5,desiredPoints_value_595,Algebra,time_on_task,easy,Formula inversion,hasPG_value_574,hasPS_value_710,hasPT_value_91,typeC,cluster_3,easy,precedence_value_398,0.287,0.115,0.615,hasCalculations_value_506,hasSuggestedTags_value_49,has_Answers_value_648,has_Epoch_value_278,has_Knowledge_value_926,has_token_value_285,superKC_value_350,OptionAnswer_value_119,Challenging but rewarding,context_value_708,corrected_value_386,currentOperation_value_296,completed,35,enabled_value_768,2023-01-13,Causal reversal,exercise_value_979,Sample hint text #436,item_value_67,easy,score,methodStep_value_491,methodname_84,multipleChoiceAnswer_value_279,numberOfFavorites_value_801,numberOfViews_value_531,10,2023-03-11,2023-03-09,Sample question text #879,resolution_value_419,size_value_864,2023-08-04,stepName_77,7,Mathematics,2023-07-23,statistics,Introduction to Philosophy,Sample tokenized_statement text #845,typeB,,,,metric_0029,,engagementLoop_0001|engagementLoop_0007|engagementLoop_0006,,strategy_0013|strategy_0002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
targetBehavior_0039,achiever,cerebellum,oxytocin,Biology,16.19,27.32,desiredPoints_value_214,Geography,streak_count,hard,Off-by-one error,hasPG_value_242,hasPS_value_196,hasPT_value_232,typeA,cluster_4,hard,precedence_value_930,0.268,0.133,0.183,hasCalculations_value_426,hasSuggestedTags_value_581,has_Answers_value_225,has_Epoch_value_360,has_Knowledge_value_365,has_token_value_127,superKC_value_429,OptionAnswer_value_632,Very clear,context_value_565,corrected_value_529,currentOperation_value_812,completed,89,enabled_value_952,2023-08-26,Formula inversion,exercise_value_494,Sample hint text #816,item_value_162,easy,hint_usage,methodStep_value_236,methodname_73,multipleChoiceAnswer_value_510,numberOfFavorites_value_877,numberOfViews_value_124,17,2023-09-18,2023-11-09,Sample question text #146,resolution_value_477,size_value_867,2023-02-24,stepName_49,20,Literature,2023-06-14,history,Introduction to Data Science,Sample tokenized_statement text #369,typeC,,,,metric_0042,,engagementLoop_0006|engagementLoop_0007|engagementLoop_0009,,strategy_0014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
targetBehavior_0040,exploratory,striatum,acetylcholine,Philosophy,40.14,74.12,desiredPoints_value_711,History,hint_usage,easy,Formula inversion,hasPG_value_403,hasPS_value_531,hasPT_value_979,typeC,cluster_5,hard,precedence_value_154,0.34,0.162,0.189,hasCalculations_value_596,hasSuggestedTags_value_238,has_Answers_value_6,has_Epoch_value_890,has_Knowledge_value_641,has_token_value_972,superKC_value_567,OptionAnswer_value_31,Good explanation,context_value_101,corrected_value_664,currentOperation_value_685,paused,27,enabled_value_117,2023-11-07,Concept conflation,exercise_value_557,Sample hint text #745,item_value_194,easy,completion_rate,methodStep_value_37,methodname_89,multipleChoiceAnswer_value_30,numberOfFavorites_value_830,numberOfViews_value_363,14,2023-11-21,2023-06-15,Sample question text #908,resolution_value_846,size_value_169,2023-11-07,stepName_69,14,Statistics,2023-02-14,data_science,Introduction to Physics,Sample tokenized_statement text #79,typeC,,,,metric_0009|metric_0015,,engagementLoop_0008,,strategy_0008|strategy_0018|strategy_0004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
