source,target,probability_mean,probability_std,numeric_score_target,known_positive,source_type,target_type,score_final
isRelevantFor,Level_Up,0.3619192685314486,0.06794309456238443,1.0,False,ObjectProperty,Level,0.48953541482515894
hasRelevantGameElement,Level_Up,0.3619192446895907,0.06794305438542524,1.0,False,ObjectProperty,Level,0.4895353957516726
_:b50,Level_Up,0.36190927666607037,0.0736616632621332,1.0,False,Restriction,Level,0.4895274213328563
_:b196,Level_Up,0.3618658680915038,0.0736197894274019,1.0,False,List,Level,0.48949269447320304
_:b82,Level_Up,0.3618535672111262,0.0736236651119597,1.0,False,List,Level,0.489482853768901
_:b283,Level_Up,0.3618535672111262,0.0736236651119597,1.0,False,List,Level,0.489482853768901
_:b27,Level_Up,0.3615187278158535,0.07403520113658434,1.0,False,Restriction,Level,0.4892149822526828
_:b104,Level_Up,0.3612771639862612,0.0741795250688483,1.0,False,BuiltinAtom,Level,0.489021731189009
_:b260,Level_Up,0.36127138747314247,0.07418125994576691,1.0,False,List,Level,0.489017109978514
Adam,Level_Up,0.36014220427119764,0.15199394736525335,1.0,False,Teacher,Level,0.4881137634169581
_:b258,Level_Up,0.35997071141608755,0.07110053144090435,1.0,False,BuiltinAtom,Level,0.4879765691328701
_:b195,Level_Up,0.35975886422718373,0.07547377332336719,1.0,False,BuiltinAtom,Level,0.487807091381747
_:b81,Level_Up,0.3597299511237972,0.07548174714943755,1.0,False,BuiltinAtom,Level,0.48778396089903775
_:b184,Level_Up,0.3597299511237972,0.07548174714943755,1.0,False,BuiltinAtom,Level,0.48778396089903775
_:b282,Level_Up,0.3597299511237972,0.07548174714943755,1.0,False,BuiltinAtom,Level,0.48778396089903775
designedWithObjective,Level_Up,0.3587936280613741,0.07135712431620084,1.0,False,TransitiveProperty,Level,0.4870349024490993
Event_Types,Tiny_stash,0.5975970375079969,0.1429016301268276,0.0415518252487452,False,GamifiedResource,Reward,0.48638799505614655
_:b10,Level_Up,0.35466189901269,0.07390592811188117,1.0,False,Restriction,Level,0.48372951921015206
_:b198,Level_Up,0.3520608558011921,0.08018745101666935,1.0,False,DatavaluedPropertyAtom,Level,0.48164868464095373
_:b165,Level_Up,0.3519049768394079,0.08024352435972994,1.0,False,DatavaluedPropertyAtom,Level,0.48152398147152636
_:b176,Level_Up,0.3519049768394079,0.08024352435972994,1.0,False,DatavaluedPropertyAtom,Level,0.48152398147152636
_:b187,Level_Up,0.3519049768394079,0.08024352435972994,1.0,False,DatavaluedPropertyAtom,Level,0.48152398147152636
_:b256,Level_Up,0.3493364043326079,0.08000198538597963,1.0,False,ClassAtom,Level,0.47946912346608633
has_TotalEnrollment,Level_Up,0.34932123173990254,0.13859374993478837,1.0,False,DatatypeProperty,Level,0.47945698539192205
has_Rating,Level_Up,0.34932123173990254,0.13859374993478837,1.0,False,DatatypeProperty,Level,0.47945698539192205
has_TotalCompletionHours,Level_Up,0.34932123173990254,0.13859374993478837,1.0,False,DatatypeProperty,Level,0.47945698539192205
has_LearningPace,Level_Up,0.34932123173990254,0.13859374993478837,1.0,False,DatatypeProperty,Level,0.47945698539192205
has_TeachingLanguage,Level_Up,0.3493211900166512,0.13859370144608468,1.0,False,DatatypeProperty,Level,0.47945695201332095
has_TranslationLanguage,Level_Up,0.3493211900166512,0.13859370144608468,1.0,False,DatatypeProperty,Level,0.47945695201332095
_:b262,Level_Up,0.34870048089049444,0.08039655884304708,1.0,False,ClassAtom,Level,0.47896038471239555
volume,Level_Up,0.34808522283530974,0.08240166758159415,1.0,False,AnnotationProperty,Level,0.47846817826824783
_:b233,Level_Up,0.3478559414700372,0.08072177668607126,1.0,False,ClassAtom,Level,0.47828475317602975
_:b239,Level_Up,0.3478559414700372,0.08072177668607126,1.0,False,ClassAtom,Level,0.47828475317602975
_:b234,Level_Up,0.3478559414700372,0.08072177668607126,1.0,False,ClassAtom,Level,0.47828475317602975
_:b238,Level_Up,0.3478559414700372,0.08072177668607126,1.0,False,ClassAtom,Level,0.47828475317602975
Points,Tiny_stash,0.5874270761505277,0.27687316186268623,0.0415518252487452,False,Class,Reward,0.4782520259701712
_:b243,Level_Up,0.3477022250775168,0.080787177007256,1.0,False,ClassAtom,Level,0.4781617800620135
_:b73,Level_Up,0.3477022071961234,0.08078714535796779,1.0,False,ClassAtom,Level,0.4781617657568987
_:b244,Level_Up,0.3477022071961234,0.08078714535796779,1.0,False,ClassAtom,Level,0.4781617657568987
_:b154,Level_Up,0.3477022071961234,0.08078714535796779,1.0,False,ClassAtom,Level,0.4781617657568987
_:b285,Level_Up,0.3477022071961234,0.08078714535796779,1.0,False,ClassAtom,Level,0.4781617657568987
_:b84,Level_Up,0.3477022071961234,0.08078714535796779,1.0,False,ClassAtom,Level,0.4781617657568987
_:b115,Level_Up,0.34716648629380176,0.0813656170352339,1.0,False,ClassAtom,Level,0.4777331890350414
_:b124,Level_Up,0.34716648629380176,0.0813656170352339,1.0,False,ClassAtom,Level,0.4777331890350414
_:b133,Level_Up,0.34716648629380176,0.0813656170352339,1.0,False,ClassAtom,Level,0.4777331890350414
_:b144,Level_Up,0.34716648629380176,0.0813656170352339,1.0,False,ClassAtom,Level,0.4777331890350414
_:b226,Level_Up,0.34716648629380176,0.0813656170352339,1.0,False,ClassAtom,Level,0.4777331890350414
_:b215,Level_Up,0.34716648629380176,0.0813656170352339,1.0,False,ClassAtom,Level,0.4777331890350414
_:b206,Level_Up,0.3471664743728728,0.08136559598777851,1.0,False,ClassAtom,Level,0.47773317949829824
_:b96,Level_Up,0.34683993458530565,0.07381048121609406,1.0,False,ClassAtom,Level,0.4774719476682445
_:b98,Level_Up,0.3461948987974604,0.07421540886111991,1.0,False,ClassAtom,Level,0.47695591903796836
_:b108,Stash,0.36680215233877606,0.17205769975056395,0.9172442572270822,False,Imp,Reward,0.4768905733164373
_:b85,Stash,0.36680215233877606,0.17205769975056395,0.9172442572270822,False,Imp,Reward,0.4768905733164373
_:b74,Stash,0.36680215233877606,0.17205769975056395,0.9172442572270822,False,Imp,Reward,0.4768905733164373
_:b245,Stash,0.36680215233877606,0.17205769975056395,0.9172442572270822,False,Imp,Reward,0.4768905733164373
_:b275,Stash,0.36680215233877606,0.17205769975056395,0.9172442572270822,False,Imp,Reward,0.4768905733164373
_:b199,Stash,0.36680215233877606,0.17205769975056395,0.9172442572270822,False,Imp,Reward,0.4768905733164373
_:b177,Stash,0.36680215233877606,0.17205769975056395,0.9172442572270822,False,Imp,Reward,0.4768905733164373
_:b155,Stash,0.36680215233877606,0.17205769975056395,0.9172442572270822,False,Imp,Reward,0.4768905733164373
_:b117,Stash,0.36680215233877606,0.17205769975056395,0.9172442572270822,False,Imp,Reward,0.4768905733164373
_:b63,Stash,0.36680215233877606,0.17205769975056395,0.9172442572270822,False,Imp,Reward,0.4768905733164373
_:b264,Stash,0.36680215233877606,0.17205769975056395,0.9172442572270822,False,Imp,Reward,0.4768905733164373
_:b166,Stash,0.36680215233877606,0.17205769975056395,0.9172442572270822,False,Imp,Reward,0.4768905733164373
_:b148,Stash,0.36680215233877606,0.17205769975056395,0.9172442572270822,False,Imp,Reward,0.4768905733164373
_:b240,Stash,0.36680215233877606,0.17205769975056395,0.9172442572270822,False,Imp,Reward,0.4768905733164373
_:b271,Level_Up,0.3458589517785017,0.078139497665951,1.0,False,ClassAtom,Level,0.4766871614228014
_:b140,Level_Up,0.34520307369966885,0.0745701934889045,1.0,False,ClassAtom,Level,0.4761624589597351
_:b111,Level_Up,0.34520307369966885,0.0745701934889045,1.0,False,ClassAtom,Level,0.4761624589597351
_:b88,Level_Up,0.34520307369966885,0.0745701934889045,1.0,False,ClassAtom,Level,0.4761624589597351
_:b129,Level_Up,0.34520307369966885,0.0745701934889045,1.0,False,ClassAtom,Level,0.4761624589597351
_:b120,Level_Up,0.34520307369966885,0.0745701934889045,1.0,False,ClassAtom,Level,0.4761624589597351
_:b202,Level_Up,0.34520307369966885,0.0745701934889045,1.0,False,ClassAtom,Level,0.4761624589597351
_:b211,Level_Up,0.34520307369966885,0.0745701934889045,1.0,False,ClassAtom,Level,0.4761624589597351
_:b222,Level_Up,0.34520307369966885,0.0745701934889045,1.0,False,ClassAtom,Level,0.4761624589597351
_:b77,Level_Up,0.34520305581827543,0.07457016341920529,1.0,False,ClassAtom,Level,0.4761624446546204
_:b267,Level_Up,0.34520305581827543,0.07457016341920529,1.0,False,ClassAtom,Level,0.4761624446546204
_:b278,Level_Up,0.34520305581827543,0.07457016341920529,1.0,False,ClassAtom,Level,0.4761624446546204
_:b248,Level_Up,0.34520305581827543,0.07457016341920529,1.0,False,ClassAtom,Level,0.4761624446546204
_:b66,Level_Up,0.34520305581827543,0.07457016341920529,1.0,False,ClassAtom,Level,0.4761624446546204
hasPedagogicalObjective,Level_Up,0.34513114119576394,0.12091681080840111,1.0,False,ObjectProperty,Level,0.47610491295661117
_:b252,Level_Up,0.3446696005420043,0.07519292609553767,1.0,False,ClassAtom,Level,0.4757356804336035
_:b193,Level_Up,0.3442851730664852,0.08350295996126682,1.0,False,ClassAtom,Level,0.4754281384531882
_:b126,Stash,0.3649385876804648,0.1705879426787531,0.9172442572270822,False,Imp,Reward,0.47539972158978827
_:b208,Stash,0.3649385876804648,0.1705879426787531,0.9172442572270822,False,Imp,Reward,0.47539972158978827
_:b137,Stash,0.3649385876804648,0.1705879426787531,0.9172442572270822,False,Imp,Reward,0.47539972158978827
_:b219,Stash,0.3649385876804648,0.1705879426787531,0.9172442572270822,False,Imp,Reward,0.47539972158978827
_:b147,Level_Up,0.3442196816208227,0.08352536060321174,1.0,False,ClassAtom,Level,0.4753757452966582
_:b160,Level_Up,0.34421966969989376,0.08352533957421607,1.0,False,ClassAtom,Level,0.47537573575991504
_:b218,Level_Up,0.34421966969989376,0.08352533957421607,1.0,False,ClassAtom,Level,0.47537573575991504
_:b136,Level_Up,0.34421966969989376,0.08352533957421607,1.0,False,ClassAtom,Level,0.47537573575991504
_:b229,Level_Up,0.34421966969989376,0.08352533957421607,1.0,False,ClassAtom,Level,0.47537573575991504
_:b182,Level_Up,0.34421966969989376,0.08352533957421607,1.0,False,ClassAtom,Level,0.47537573575991504
_:b171,Level_Up,0.34421966969989376,0.08352533957421607,1.0,False,ClassAtom,Level,0.47537573575991504
_:b153,Level_Up,0.3442196398975714,0.0835252870017409,1.0,False,ClassAtom,Level,0.4753757119180571
hasBehaviouralObjective,Tiny_stash,0.5830859596357008,0.25819124801762666,0.0415518252487452,False,ObjectProperty,Reward,0.47477913275830963
_:b90,Level_Up,0.3417221163980928,0.07740061353792305,1.0,False,ClassAtom,Level,0.4733776931184743
_:b59,Level_Up,0.341236866896628,0.12187675380841502,1.0,False,Restriction,Level,0.47298949351730246
_:b61,Level_Up,0.341236866896628,0.12187675380841502,1.0,False,Restriction,Level,0.47298949351730246
Learner,Tiny_stash,0.5778716526874657,0.29463334969110694,0.0415518252487452,False,unknown,Reward,0.47060768719972157
Task_about_Event_Handler_and_Listener,Level_Up,0.3371538683685967,0.16548010833555912,1.0,False,GamifiedResource,Level,0.4697230946948774
Event_Listeners,Availability_Block_Game_by_level,0.586927737594667,0.2524671835821884,0.0,False,GamifiedResource,Level,0.4695421900757336
User,Tiny_stash,0.5727263980574937,0.3106755929236537,0.0415518252487452,False,unknown,Reward,0.466491483495744
Knowledge,Tiny_stash,0.5720697414536786,0.3091580351046624,0.0415518252487452,False,Class,Reward,0.46596615821269194
User,BLockGame,0.5500096339979891,0.2872046510186191,0.12935257077791257,False,unknown,Badge,0.4658782213539738
MathCoursesCommunity,Stash,0.3518437569366028,0.11433494811176503,0.9172442572270822,False,Space,Reward,0.4649238569946987
_:b175,Level_Up,0.3298194036558584,0.10818566878282622,1.0,False,unknown,Level,0.46385552292468674
_:b164,Level_Up,0.3298194036558584,0.10818566878282622,1.0,False,unknown,Level,0.46385552292468674
hasPaymentPreference,Level_Up,0.32942854578766523,0.12321402619101499,1.0,False,DatatypeProperty,Level,0.4635428366301322
has_EducationalLevel,Level_Up,0.32942854578766523,0.12321402619101499,1.0,False,DatatypeProperty,Level,0.4635428366301322
has_Purpose,Level_Up,0.3294285398272008,0.12321401816875384,1.0,False,DatatypeProperty,Level,0.46354283186176065
has_duration,Level_Up,0.3294285398272008,0.12321401816875384,1.0,False,DatatypeProperty,Level,0.46354283186176065
has_latestRelease,Level_Up,0.32942851598534284,0.12321398607971837,1.0,False,DatatypeProperty,Level,0.4635428127882743
has_totalLikes,Level_Up,0.32942851598534284,0.12321398607971837,1.0,False,DatatypeProperty,Level,0.4635428127882743
has_totalSites,Level_Up,0.32942851598534284,0.12321398607971837,1.0,False,DatatypeProperty,Level,0.4635428127882743
has_totalDownloads,Level_Up,0.32942851598534284,0.12321398607971837,1.0,False,DatatypeProperty,Level,0.4635428127882743
has_title,Level_Up,0.3294284981039494,0.12321396201295144,1.0,False,DatatypeProperty,Level,0.46354279848315955
has_latestVersion,Level_Up,0.3294284981039494,0.12321396201295144,1.0,False,DatatypeProperty,Level,0.46354279848315955
designLesson,Level_Up,0.3288877358861003,0.1229999323361036,1.0,False,ObjectProperty,Level,0.46311018870888027
_:b254,Stash,0.3479785164283876,0.17204124586285433,0.9172442572270822,False,IndividualPropertyAtom,Reward,0.4618316645881266
has_description,Level_Up,0.32597820814126216,0.12283905945276745,1.0,False,FunctionalProperty,Level,0.46078256651300975
_:b174,Level_Up,0.3254299410629324,0.10235655253690408,1.0,False,unknown,Level,0.4603439528503459
_:b163,Level_Up,0.3254299410629324,0.10235655253690408,1.0,False,unknown,Level,0.4603439528503459
_:b94,Stash,0.3454785774088819,0.16913621666738385,0.9172442572270822,False,IndividualPropertyAtom,Reward,0.459831713372522
_:b191,Stash,0.34479351723673723,0.1694096245262153,0.9172442572270822,False,IndividualPropertyAtom,Reward,0.45928366523480624
_:b207,Stash,0.3446659491107562,0.16946264182313725,0.9172442572270822,False,IndividualPropertyAtom,Reward,0.4591816107340214
_:b107,Stash,0.3446659491107562,0.16946264182313725,0.9172442572270822,False,IndividualPropertyAtom,Reward,0.4591816107340214
_:b263,Stash,0.3446659252688983,0.16946262028190465,0.9172442572270822,False,IndividualPropertyAtom,Reward,0.45918159166053507
_:b274,Stash,0.3446659252688983,0.16946262028190465,0.9172442572270822,False,IndividualPropertyAtom,Reward,0.45918159166053507
_:b158,Stash,0.3446659252688983,0.16946262028190465,0.9172442572270822,False,IndividualPropertyAtom,Reward,0.45918159166053507
_:b180,Stash,0.3446659252688983,0.16946262028190465,0.9172442572270822,False,IndividualPropertyAtom,Reward,0.45918159166053507
_:b169,Stash,0.3446659252688983,0.16946262028190465,0.9172442572270822,False,IndividualPropertyAtom,Reward,0.45918159166053507
_:b151,Stash,0.34345923662356875,0.16796114525553965,0.9172442572270822,False,IndividualPropertyAtom,Reward,0.4582162407442715
_:b134,Stash,0.34345923662356875,0.16796114525553965,0.9172442572270822,False,IndividualPropertyAtom,Reward,0.4582162407442715
_:b145,Stash,0.34345923662356875,0.16796114525553965,0.9172442572270822,False,IndividualPropertyAtom,Reward,0.4582162407442715
_:b227,Stash,0.34345923662356875,0.16796114525553965,0.9172442572270822,False,IndividualPropertyAtom,Reward,0.4582162407442715
_:b216,Stash,0.34345923662356875,0.16796114525553965,0.9172442572270822,False,IndividualPropertyAtom,Reward,0.4582162407442715
Usergroup,Level_Up,0.3226041297267429,0.2332370606178635,1.0,False,unknown,Level,0.45808330378139434
SpatialThing,Tiny_stash,0.561966517003513,0.3113779525227668,0.0415518252487452,False,unknown,Reward,0.4578835786525594
_:b79,Stash,0.3429801657818671,0.1666478697053777,0.9172442572270822,False,IndividualPropertyAtom,Reward,0.4578329840709101
_:b68,Stash,0.3429801657818671,0.1666478697053777,0.9172442572270822,False,IndividualPropertyAtom,Reward,0.4578329840709101
_:b250,Stash,0.3429801657818671,0.1666478697053777,0.9172442572270822,False,IndividualPropertyAtom,Reward,0.4578329840709101
_:b280,Stash,0.3429801657818671,0.1666478697053777,0.9172442572270822,False,IndividualPropertyAtom,Reward,0.4578329840709101
_:b92,Stash,0.3427126197697653,0.16585383011145083,0.9172442572270822,False,IndividualPropertyAtom,Reward,0.4576189472612287
_:b204,Stash,0.34177423950106495,0.16510689131005768,0.9172442572270822,False,IndividualPropertyAtom,Reward,0.45686824304626844
_:b122,Stash,0.3417742335406005,0.16510688598945192,0.9172442572270822,False,IndividualPropertyAtom,Reward,0.45686823827789685
_:b113,Stash,0.3417742335406005,0.16510688598945192,0.9172442572270822,False,IndividualPropertyAtom,Reward,0.45686823827789685
_:b142,Stash,0.3417742216196715,0.1651068753482432,0.9172442572270822,False,IndividualPropertyAtom,Reward,0.4568682287411537
_:b131,Stash,0.3417742216196715,0.1651068753482432,0.9172442572270822,False,IndividualPropertyAtom,Reward,0.4568682287411537
_:b213,Stash,0.3417742216196715,0.1651068753482432,0.9172442572270822,False,IndividualPropertyAtom,Reward,0.4568682287411537
_:b224,Stash,0.3417742216196715,0.1651068753482432,0.9172442572270822,False,IndividualPropertyAtom,Reward,0.4568682287411537
_:b269,Stash,0.34047933871414054,0.16354983227041264,0.9172442572270822,False,IndividualPropertyAtom,Reward,0.4558323224167289
created_at,Level_Up,0.31920356213069195,0.12788338681062333,1.0,False,AnnotationProperty,Level,0.4553628497045536
issue,Level_Up,0.31920350848651163,0.1278833163840519,1.0,False,AnnotationProperty,Level,0.4553628067892093
Property,Level_Up,0.31875444665425656,0.2334502469278842,1.0,False,unknown,Level,0.45500355732340525
_:b56,Level_Up,0.31875444665425656,0.2334502469278842,1.0,False,unknown,Level,0.45500355732340525
Address,Level_Up,0.31875444665425656,0.2334502469278842,1.0,False,unknown,Level,0.45500355732340525
Container,Level_Up,0.31875444665425656,0.2334502469278842,1.0,False,unknown,Level,0.45500355732340525
Item,Level_Up,0.31875444665425656,0.2334502469278842,1.0,False,unknown,Level,0.45500355732340525
isPropertyOf,Level_Up,0.3178094535505058,0.23430224508242126,1.0,False,unknown,Level,0.4542475628404047
Sensor,Level_Up,0.3178094535505058,0.23430224508242126,1.0,False,unknown,Level,0.4542475628404047
madeBySensor,Level_Up,0.3178094535505058,0.23430224508242126,1.0,False,unknown,Level,0.4542475628404047
FeatureOfInterest,Level_Up,0.3178094535505058,0.23430224508242126,1.0,False,unknown,Level,0.4542475628404047
1.0,Level_Up,0.3169372744467004,0.23517520950214232,1.0,False,unknown,Level,0.45354981955736035
SimpleResource,Availability_Block_Game_by_level,0.5666219346649151,0.26692751943309057,0.0,False,unknown,Level,0.4532975477319321
ExperiencePointsLeaderboard,Level_Up,0.31502840604723187,0.0817392503230738,1.0,False,Class,Level,0.4520227248377855
_:b236,Level_Up,0.31344092566725984,0.09934812333942106,1.0,False,AtomList,Level,0.45075274053380787
_:b190,Level_Up,0.31344092566725984,0.09934812333942106,1.0,False,AtomList,Level,0.45075274053380787
_:b237,Level_Up,0.31344092566725984,0.09934812333942106,1.0,False,AtomList,Level,0.45075274053380787
_:b232,Level_Up,0.31344092566725984,0.09934812333942106,1.0,False,AtomList,Level,0.45075274053380787
_:b231,Level_Up,0.31344092566725984,0.09934812333942106,1.0,False,AtomList,Level,0.45075274053380787
Mike,Level_Up,0.3132671748915777,0.1719041660245263,1.0,False,Teacher,Level,0.45061373991326215
_:b266,Level_Up,0.3131199283380274,0.09957380392269322,1.0,False,AtomList,Level,0.4504959426704219
_:b277,Level_Up,0.3131199283380274,0.09957380392269322,1.0,False,AtomList,Level,0.4504959426704219
_:b65,Level_Up,0.3131199283380274,0.09957380392269322,1.0,False,AtomList,Level,0.4504959426704219
_:b247,Level_Up,0.3131199283380274,0.09957380392269322,1.0,False,AtomList,Level,0.4504959426704219
_:b110,Level_Up,0.3131199283380274,0.09957380392269322,1.0,False,AtomList,Level,0.4504959426704219
_:b241,Level_Up,0.3131199283380274,0.09957380392269322,1.0,False,AtomList,Level,0.4504959426704219
_:b157,Level_Up,0.3131199283380274,0.09957380392269322,1.0,False,AtomList,Level,0.4504959426704219
_:b150,Level_Up,0.3131199283380274,0.09957380392269322,1.0,False,AtomList,Level,0.4504959426704219
_:b242,Level_Up,0.3131199283380274,0.09957380392269322,1.0,False,AtomList,Level,0.4504959426704219
_:b201,Level_Up,0.3131199283380274,0.09957380392269322,1.0,False,AtomList,Level,0.4504959426704219
_:b179,Level_Up,0.3131199283380274,0.09957380392269322,1.0,False,AtomList,Level,0.4504959426704219
_:b168,Level_Up,0.3131199283380274,0.09957380392269322,1.0,False,AtomList,Level,0.4504959426704219
_:b76,Level_Up,0.3131199283380274,0.09957380392269322,1.0,False,AtomList,Level,0.4504959426704219
_:b119,Level_Up,0.3131199283380274,0.09957380392269322,1.0,False,AtomList,Level,0.4504959426704219
_:b87,Level_Up,0.3131199283380274,0.09957380392269322,1.0,False,AtomList,Level,0.4504959426704219
ExperiencePoints,Level_Up,0.31291951483679725,0.08274718623766711,1.0,False,Class,Level,0.4503356118694378
Creating_linked_screens,Stash,0.33353060967307047,0.19719067881159583,0.9172442572270822,False,GamifiedResource,Reward,0.45027333918387286
_:b139,Level_Up,0.31121773987303697,0.09587087354103312,1.0,False,AtomList,Level,0.4489741918984296
_:b221,Level_Up,0.31121773987303697,0.09587087354103312,1.0,False,AtomList,Level,0.4489741918984296
_:b128,Level_Up,0.31121773987303697,0.09587087354103312,1.0,False,AtomList,Level,0.4489741918984296
_:b210,Level_Up,0.31121773987303697,0.09587087354103312,1.0,False,AtomList,Level,0.4489741918984296
_:b149,Level_Up,0.31121773987303697,0.09587087354103312,1.0,False,AtomList,Level,0.4489741918984296
containsGameElement,Motrain,0.5606296674152584,0.17484103487374633,0.0,False,TransitiveProperty,GameElementResource,0.44850373393220677
_:b34,Level_Up,0.31048815182864054,0.09376696182858982,1.0,False,unknown,Level,0.4483905214629125
_:b40,Level_Up,0.3104268075961347,0.0938021085370952,1.0,False,unknown,Level,0.4483414460769078
_:b46,Level_Up,0.3104007291492864,0.09381706037065642,1.0,False,unknown,Level,0.44832058331942914
_:b51,Level_Up,0.3103896522805626,0.0938234452687335,1.0,False,unknown,Level,0.4483117218244501
_:b28,Level_Up,0.3099657860681523,0.09379071740010939,1.0,False,unknown,Level,0.4479726288545218
_:b54,Level_Up,0.3091872684237564,0.09423077374052384,1.0,False,unknown,Level,0.44734981473900515
_:b20,Level_Up,0.3091872684237564,0.09423077374052384,1.0,False,unknown,Level,0.44734981473900515
_:b26,Level_Up,0.3090565213919169,0.08933550950527194,1.0,False,unknown,Level,0.44724521711353354
_:b189,Level_Up,0.30886003258106454,0.09147151524981079,1.0,False,AtomList,Level,0.44708802606485165
_:b32,Level_Up,0.30871328679734555,0.08950978345918542,1.0,False,unknown,Level,0.44697062943787647
_:b38,Level_Up,0.30856751097618984,0.08958416879171556,1.0,False,unknown,Level,0.4468540087809519
_:b118,Level_Up,0.3085380824319928,0.09169183924254312,1.0,False,AtomList,Level,0.4468304659455943
_:b265,Level_Up,0.3085380824319928,0.09169183924254312,1.0,False,AtomList,Level,0.4468304659455943
_:b138,Level_Up,0.3085380824319928,0.09169183924254312,1.0,False,AtomList,Level,0.4468304659455943
_:b109,Level_Up,0.3085380824319928,0.09169183924254312,1.0,False,AtomList,Level,0.4468304659455943
_:b178,Level_Up,0.3085380824319928,0.09169183924254312,1.0,False,AtomList,Level,0.4468304659455943
_:b75,Level_Up,0.3085380824319928,0.09169183924254312,1.0,False,AtomList,Level,0.4468304659455943
_:b156,Level_Up,0.3085380824319928,0.09169183924254312,1.0,False,AtomList,Level,0.4468304659455943
_:b167,Level_Up,0.3085380824319928,0.09169183924254312,1.0,False,AtomList,Level,0.4468304659455943
_:b200,Level_Up,0.3085380824319928,0.09169183924254312,1.0,False,AtomList,Level,0.4468304659455943
_:b86,Level_Up,0.3085380824319928,0.09169183924254312,1.0,False,AtomList,Level,0.4468304659455943
_:b64,Level_Up,0.3085380824319928,0.09169183924254312,1.0,False,AtomList,Level,0.4468304659455943
_:b127,Level_Up,0.3085380824319928,0.09169183924254312,1.0,False,AtomList,Level,0.4468304659455943
_:b220,Level_Up,0.3085380824319928,0.09169183924254312,1.0,False,AtomList,Level,0.4468304659455943
_:b276,Level_Up,0.3085380824319928,0.09169183924254312,1.0,False,AtomList,Level,0.4468304659455943
_:b246,Level_Up,0.3085380824319928,0.09169183924254312,1.0,False,AtomList,Level,0.4468304659455943
_:b209,Level_Up,0.3085380824319928,0.09169183924254312,1.0,False,AtomList,Level,0.4468304659455943
_:b44,Level_Up,0.3085055631854007,0.08961587533989668,1.0,False,unknown,Level,0.4468044505483206
_:b49,Level_Up,0.30847921761536423,0.08962934484186337,1.0,False,unknown,Level,0.4467833740922914
_:b22,Level_Up,0.3082834852328224,0.09448625511253135,1.0,False,unknown,Level,0.44662678818625795
_:b19,Level_Up,0.30787575141532,0.09011044791409983,1.0,False,unknown,Level,0.446300601132256
_:b53,Level_Up,0.30787575141532,0.09011044791409983,1.0,False,unknown,Level,0.446300601132256
_:b21,Level_Up,0.3073145314895524,0.09041241507055273,1.0,False,unknown,Level,0.44585162519164195
_:b186,Level_Up,0.3062260700806806,0.09519226445208594,1.0,False,unknown,Level,0.4449808560645445
_:b43,Level_Up,0.30564622358264426,0.09532818811282129,1.0,False,unknown,Level,0.4445169788661154
_:b106,Level_Up,0.30559301623712387,0.09535684151290356,1.0,False,unknown,Level,0.44447441298969914
_:b23,Level_Up,0.30473286520751774,0.08280693494996527,1.0,False,unknown,Level,0.44378629216601423
_:b31,Level_Up,0.3039598363260402,0.08735993531819433,1.0,False,unknown,Level,0.44316786906083216
_:b185,Level_Up,0.3036051420247685,0.09188608011581786,1.0,False,unknown,Level,0.44288411361981483
_:b188,Level_Up,0.3031777694741127,0.1252756013615285,1.0,False,Imp,Level,0.4425422155792902
_:b235,Level_Up,0.3031777575531837,0.1252755824585814,1.0,False,Imp,Level,0.442542206042547
_:b230,Level_Up,0.3031777575531837,0.1252755824585814,1.0,False,Imp,Level,0.442542206042547
_:b37,Level_Up,0.3031429252231825,0.09200661144696701,1.0,False,unknown,Level,0.442514340178546
_:b25,Level_Up,0.30312503151679704,0.0834652325370896,1.0,False,unknown,Level,0.4425000252134377
_:b105,Level_Up,0.3030176100673943,0.0920711422525014,1.0,False,unknown,Level,0.44241408805391547
cardinality,Level_Up,0.3002840907456485,0.16021762988887947,1.0,False,AnnotationProperty,Level,0.44022727259651884
hasValue,Level_Up,0.3002840907456485,0.16021762988887947,1.0,False,AnnotationProperty,Level,0.44022727259651884
usergroup_of,Level_Up,0.30028408478518404,0.16021762616282173,1.0,False,AnnotationProperty,Level,0.44022726782814725
subject,Level_Up,0.30028408478518404,0.16021762616282173,1.0,False,AnnotationProperty,Level,0.44022726782814725
num_threads,Level_Up,0.30028408478518404,0.16021762616282173,1.0,False,AnnotationProperty,Level,0.44022726782814725
creator_of,Level_Up,0.30028408478518404,0.16021762616282173,1.0,False,AnnotationProperty,Level,0.44022726782814725
avatar,Level_Up,0.30028408478518404,0.16021762616282173,1.0,False,AnnotationProperty,Level,0.44022726782814725
key,Level_Up,0.30028408478518404,0.16021762616282173,1.0,False,AnnotationProperty,Level,0.44022726782814725
RFK_L1_R6,Stash,0.31865330778743306,0.16261569816429378,0.9172442572270822,False,ReferenceKey,Reward,0.43837149767536293
Arrays,BLockGame,0.5102232060686632,0.03431832749713858,0.12935257077791257,False,GamifiedResource,Badge,0.4340490790105131
_:b103,Level_Up,0.2913763371869359,0.10305123593239178,1.0,False,AtomList,Level,0.43310106974954876
_:b259,Level_Up,0.29136463566598647,0.1030554399554499,1.0,False,AtomList,Level,0.4330917085327892
Experience,Stash,0.3119313210489305,0.09495501959647568,0.9172442572270822,False,Class,Reward,0.43299390828456086
Learner,BLockGame,0.5089016068594157,0.2496269311940224,0.12935257077791257,False,unknown,Badge,0.43299179964311507
