source,target,probability_mean,probability_std,numeric_score_target,known_positive,source_type,target_type,score_final,symbolic_confidence,sym_base_score,path_length,sym_category,neurosymbolic_score,top5_influent_nodes,best_ontology_path
3.0.0,Level_Up,0.1238432594089848,0.161840905373275,1.0,False,unknown,Level,0.29907460752718784,0.29066370841803824,0.3333333333333333,3,indirect,0.2322765512648695,Task_about_Java_Basics | BLockGame | Variables | Loops | Java_Basics,3.0.0 → BLockGame → Task_about_Java_Basics → Level_Up
Tiny Stash,Level_Up,0.14079420396011813,0.19441738848039955,1.0,False,unknown,Level,0.31263536316809454,0.2814746030118999,0.3333333333333333,3,indirect,0.2322364633437763,Tiny_stash | Variables | 3.16.0 | Buil-in_Data_Types,Tiny Stash → Tiny_stash → Buil-in_Data_Types → Level_Up
tiny_stash,Level_Up,0.14079420396011813,0.19441738848039955,1.0,False,unknown,Level,0.31263536316809454,0.2814746030118999,0.3333333333333333,3,indirect,0.2322364633437763,Tiny_stash | Variables | 3.16.0 | Buil-in_Data_Types,tiny_stash → Tiny_stash → Buil-in_Data_Types → Level_Up
A companion plugin for block_stash. This allows you to create items and trades from the TinyMCE editor to be inserted into the activities in your course,Level_Up,0.14079420396011813,0.19441738848039955,1.0,False,unknown,Level,0.31263536316809454,0.2814746030118999,0.3333333333333333,3,indirect,0.2322364633437763,Tiny_stash | Variables | 3.16.0 | Buil-in_Data_Types,A companion plugin for block_stash. This allows you to create items and trades from the TinyMCE editor to be inserted into the activities in your course → Tiny_stash → Buil-in_Data_Types → Level_Up
JavaFunctions,Tiny_stash,0.2632039582959925,0.1804197113261373,0.0415518252487452,False,IndexKey,Reward,0.21887353168654308,0.21500576281665698,0.25,4,indirect,0.2318751312344244,OOPCourseCommunity | DataTypes | ReferenceKey1 | IK_GE_TinyStash | Variables,JavaFunctions → OOPCourseCommunity → IK_GE_TinyStash → RFK_GE_TinyStash → Tiny_stash
DataTypes,Tiny_stash,0.14124792695918498,0.1987384175739209,0.0415518252487452,False,IndexKey,Reward,0.12130870661709703,0.28052342572636146,0.3333333333333333,3,indirect,0.2317770011578497,OOPCourseCommunity | ReferenceKey1 | Buil-in_Data_Types | IK_GE_TinyStash | 3.16.0,DataTypes → ReferenceKey1 → Buil-in_Data_Types → Tiny_stash
_:b250,Tiny_stash,0.2696643441786203,0.14648693225006507,0.0415518252487452,False,IndividualPropertyAtom,Reward,0.2240418403926453,0.211218420084823,0.16666666666666666,6,indirect,0.23167449351765207,o | Participation | _:b72 | _:b71 | Buil-in_Data_Types,_:b250 → o → _:b71 → _:b72 → Participation → Buil-in_Data_Types → Tiny_stash
_:b68,Tiny_stash,0.2696643441786203,0.14648693225006507,0.0415518252487452,False,IndividualPropertyAtom,Reward,0.2240418403926453,0.211218420084823,0.16666666666666666,6,indirect,0.23167449351765207,o | Participation | _:b72 | _:b71 | Buil-in_Data_Types,_:b68 → o → _:b71 → _:b72 → Participation → Buil-in_Data_Types → Tiny_stash
_:b280,Tiny_stash,0.2696643441786203,0.14648693225006507,0.0415518252487452,False,IndividualPropertyAtom,Reward,0.2240418403926453,0.211218420084823,0.16666666666666666,6,indirect,0.23167449351765207,o | Participation | _:b72 | _:b71 | Buil-in_Data_Types,_:b280 → o → _:b71 → _:b72 → Participation → Buil-in_Data_Types → Tiny_stash
_:b79,Tiny_stash,0.2696643441786203,0.14648693225006507,0.0415518252487452,False,IndividualPropertyAtom,Reward,0.2240418403926453,0.211218420084823,0.16666666666666666,6,indirect,0.23167449351765207,o | Participation | _:b72 | _:b71 | Buil-in_Data_Types,_:b79 → o → _:b71 → _:b72 → Participation → Buil-in_Data_Types → Tiny_stash
_:b113,Level_Up,0.4714887957238478,0.04932344378111998,1.0,False,IndividualPropertyAtom,Level,0.5771910365790782,0.10189130203804733,0.14285714285714285,7,indirect,0.23125042482807748,,N/A
_:b122,Level_Up,0.4714887957238478,0.04932344378111998,1.0,False,IndividualPropertyAtom,Level,0.5771910365790782,0.10189130203804733,0.14285714285714285,7,indirect,0.23125042482807748,,N/A
_:b204,Level_Up,0.4714887957238478,0.04932344378111998,1.0,False,IndividualPropertyAtom,Level,0.5771910365790782,0.10189130203804733,0.14285714285714285,7,indirect,0.23125042482807748,,N/A
_:b213,Level_Up,0.4714887838029188,0.04932344171061784,1.0,False,IndividualPropertyAtom,Level,0.577191027042335,0.10189130203804733,0.14285714285714285,7,indirect,0.23125042065575233,,N/A
_:b142,Level_Up,0.4714887838029188,0.04932344171061784,1.0,False,IndividualPropertyAtom,Level,0.577191027042335,0.10189130203804733,0.14285714285714285,7,indirect,0.23125042065575233,,N/A
_:b224,Level_Up,0.4714887838029188,0.04932344171061784,1.0,False,IndividualPropertyAtom,Level,0.577191027042335,0.10189130203804733,0.14285714285714285,7,indirect,0.23125042065575233,,N/A
_:b131,Level_Up,0.4714887838029188,0.04932344171061784,1.0,False,IndividualPropertyAtom,Level,0.577191027042335,0.10189130203804733,0.14285714285714285,7,indirect,0.23125042065575233,,N/A
Lesson 1 of course Object oriented programming,Level_Up,0.12370227495960706,0.1589895548700963,1.0,False,unknown,Level,0.29896181996768567,0.28914876827457914,0.3333333333333333,3,indirect,0.2312424956143389,Java_Basics | Task_about_Java_Basics | Variables | Arithmetic_operations,Lesson 1 of course Object oriented programming → Java_Basics → Variables → Level_Up
JavaVariables,Tiny_stash,0.13690550252862382,0.19733933910640733,0.0415518252487452,False,IndexKey,Reward,0.1178347670726481,0.28056793518819895,0.3333333333333333,3,indirect,0.23028608375734766,OOPCourseCommunity | RFK_L1_R1 | Variables | IK_GE_TinyStash | RFK_GE_TinyStash,JavaVariables → RFK_L1_R1 → Variables → Tiny_stash
PerceptionPole,Stash,0.5092796077490978,0.13491259129928415,0.9172442572270822,False,Class,Reward,0.5908725376446946,0.0796690798158251,0.1111111111111111,9,indirect,0.23003276459247052,,N/A
InputPole,Stash,0.5092796077490978,0.13491259129928415,0.9172442572270822,False,Class,Reward,0.5908725376446946,0.0796690798158251,0.1111111111111111,9,indirect,0.23003276459247052,,N/A
JavaIf,BLockGame,0.13149161029694922,0.19330698080006345,0.12935257077791257,False,IndexKey,Badge,0.13106380239314191,0.28294114121687575,0.3333333333333333,3,indirect,0.2299338053949015,OOPCourseCommunity | RFK_L1_R4 | Control_Statements | IK_GE_BlockGame | Loops,JavaIf → RFK_L1_R4 → Control_Statements → BLockGame
JavaForWhile,BLockGame,0.13143943449949833,0.19334310815466804,0.12935257077791257,False,IndexKey,Badge,0.13102206175518116,0.28293323112158064,0.3333333333333333,3,indirect,0.22991040230385182,OOPCourseCommunity | RFK_L1_R5 | Loops | IK_GE_BlockGame | Control_Statements,JavaForWhile → RFK_L1_R5 → Loops → BLockGame
taskJavaBasics,BLockGame,0.13144632926299368,0.1933383383381883,0.12935257077791257,False,IndexKey,Badge,0.13102757756597747,0.282897494051928,0.3333333333333333,3,indirect,0.22988958637580098,OOPCourseCommunity | RFK_L1_R6 | Task_about_Java_Basics | IK_GE_BlockGame | RF_GE_BloackGame,taskJavaBasics → RFK_L1_R6 → Task_about_Java_Basics → BLockGame
_:b163,Level_Up,0.3254299410629324,0.10235655253690408,1.0,False,unknown,Level,0.4603439528503459,0.1781398462972314,0.16666666666666666,6,indirect,0.22969137946522672,_:b164 | Buil-in_Data_Types | Participation | Beginner | Sara,_:b163 → _:b164 → Beginner → Sara → PO1 → Buil-in_Data_Types → Level_Up
Points,BLockGame,0.5075479062878472,0.21855119609835097,0.12935257077791257,False,Class,Badge,0.43190883918586026,0.0796690798158251,0.1111111111111111,9,indirect,0.22942666908103282,,N/A
RFK_L1_R2,Tiny_stash,0.133678994924008,0.19751892462087056,0.0415518252487452,False,ReferenceKey,Reward,0.11525356098895545,0.28062606084713226,0.3333333333333333,3,indirect,0.22919458777403878,OOPCourseCommunity | Variables | Strings | JavaStrings | IK_GE_TinyStash,RFK_L1_R2 → Strings → Variables → Tiny_stash
SpatialThing,BLockGame,0.4883430959244233,0.2681865705562854,0.12935257077791257,False,unknown,Badge,0.4165449908951212,0.08939130203804733,0.125,8,indirect,0.22902442989827893,,N/A
Allows the user to choose or change their avatar at any time.,Stash,0.11639097815860336,0.15859446036818636,0.9172442572270822,False,unknown,Reward,0.27656163397229916,0.28917106036131984,0.3333333333333333,3,indirect,0.22869803159036908,BLockGame | Control_Statements | Functions | Task_about_Java_Basics,Allows the user to choose or change their avatar at any time. → BLockGame → Control_Statements → Stash
block_game,Stash,0.11639097815860336,0.15859446036818636,0.9172442572270822,False,unknown,Reward,0.27656163397229916,0.28917106036131984,0.3333333333333333,3,indirect,0.22869803159036908,BLockGame | Control_Statements | Functions | Task_about_Java_Basics,block_game → BLockGame → Control_Statements → Stash
3.0.0,Stash,0.11639097815860336,0.15859446036818636,0.9172442572270822,False,unknown,Reward,0.27656163397229916,0.28917106036131984,0.3333333333333333,3,indirect,0.22869803159036908,BLockGame | Control_Statements | Functions | Task_about_Java_Basics,3.0.0 → BLockGame → Control_Statements → Stash
stringEqualIgnoreCase,Stash,0.48682075881754,0.10428970480087728,0.9172442572270822,False,unknown,Reward,0.5729054584994484,0.08939130203804733,0.125,8,indirect,0.22849161191086975,,N/A
2.1.1,Level_Up,0.12384327729037822,0.16184094319442796,1.0,False,unknown,Level,0.2990746218323026,0.2845857219386791,0.3333333333333333,3,indirect,0.2283258663117738,Stash | Task_about_Java_Basics | Variables | Strings | Arithmetic_operations,2.1.1 → Stash → Task_about_Java_Basics → Level_Up
"Enables teachers to create items that students can collect, providing an interactive experience where students find items across the course.",Level_Up,0.12384327729037822,0.16184094319442796,1.0,False,unknown,Level,0.2990746218323026,0.2845857219386791,0.3333333333333333,3,indirect,0.2283258663117738,Stash | Task_about_Java_Basics | Variables | Strings | Arithmetic_operations,"Enables teachers to create items that students can collect, providing an interactive experience where students find items across the course. → Stash → Task_about_Java_Basics → Level_Up"
block_stash,Level_Up,0.12384327729037822,0.16184094319442796,1.0,False,unknown,Level,0.2990746218323026,0.2845857219386791,0.3333333333333333,3,indirect,0.2283258663117738,Stash | Task_about_Java_Basics | Variables | Strings | Arithmetic_operations,block_stash → Stash → Task_about_Java_Basics → Level_Up
_:b240,Tiny_stash,0.2845021373724504,0.11544059800628866,0.0415518252487452,False,Imp,Reward,0.23591207494770938,0.19779404700236736,0.16666666666666666,6,indirect,0.22814187863189642,nil | Participation | _:b72 | Buil-in_Data_Types | _:b241,_:b240 → _:b241 → nil → _:b72 → Participation → Buil-in_Data_Types → Tiny_stash
_:b71,Tiny_stash,0.21629837078141279,0.15341815159461372,0.0415518252487452,False,List,Reward,0.1813490616748793,0.23403566088494637,0.25,4,indirect,0.2278276093487096,Participation | _:b72 | Buil-in_Data_Types | 3.16.0 | PO1,_:b71 → _:b72 → Participation → Buil-in_Data_Types → Tiny_stash
gel,Stash,0.502523319084817,0.11871203735885363,0.9172442572270822,False,Variable,Reward,0.58546750671327,0.0796690798158251,0.1111111111111111,9,indirect,0.22766806355997224,,N/A
_:b71,Stash,0.25680533127794936,0.1559619806841786,0.9172442572270822,False,List,Reward,0.3888931164677759,0.21060710700115928,0.16666666666666666,6,indirect,0.2267764854980358,Participation | _:b72 | Task_about_Java_Basics | Buil-in_Data_Types | Level_Up,_:b71 → _:b72 → Participation → Buil-in_Data_Types → Level_Up → Task_about_Java_Basics → Stash
l,Stash,0.49940089464248255,0.11914182530423563,0.9172442572270822,False,Variable,Reward,0.5829695671594025,0.0796690798158251,0.1111111111111111,9,indirect,0.2265752150051552,,N/A
b,Stash,0.4989445767278549,0.11906564058308566,0.9172442572270822,False,Variable,Reward,0.5826045128277004,0.0796690798158251,0.1111111111111111,9,indirect,0.22641550373503552,,N/A
Task_about_Event_Handler_and_Listener,Stash,0.3013057455592376,0.19663369651332102,0.9172442572270822,False,GamifiedResource,Reward,0.4244934478928065,0.18548081163666935,0.16666666666666666,6,indirect,0.22601953850956824,Event_Listeners | Event_Handler_and_Listener | ObjectOrientedProgramming | Java_Basics | Functions,Task_about_Event_Handler_and_Listener → Event_Listeners → Event_Handler_and_Listener → ObjectOrientedProgramming → Java_Basics → Functions → Stash
3.16.0,BLockGame,0.135082026106164,0.18091553565925123,0.12935257077791257,False,unknown,Badge,0.13393613504051372,0.2749685776485669,0.3333333333333333,3,indirect,0.2260082846087259,Task_about_Java_Basics | Level_Up | Variables | Control_Statements | Loops,3.16.0 → Level_Up → Task_about_Java_Basics → BLockGame
leçon 5 du cours Programmation Orientée Objet,Level_Up,0.12113802757136558,0.15728501626149596,1.0,False,unknown,Level,0.2969104220570925,0.28202605432480576,0.3333333333333333,3,indirect,0.2257152449611017,Polymorphism | Overloading | Overriding | Overloaded_constructors,leçon 5 du cours Programmation Orientée Objet → Polymorphism → Overloading → Level_Up
lesson 5 for the course Object Oriented Programming,Level_Up,0.12113802757136558,0.15728501626149596,1.0,False,unknown,Level,0.2969104220570925,0.28202605432480576,0.3333333333333333,3,indirect,0.2257152449611017,Polymorphism | Overloading | Overriding | Overloaded_constructors,lesson 5 for the course Object Oriented Programming → Polymorphism → Overloading → Level_Up
block_xp,Stash,0.11637287108147971,0.15860634359967224,0.9172442572270822,False,unknown,Reward,0.27654714831060023,0.2845857219386791,0.3333333333333333,3,indirect,0.22571122413865932,Level_Up | Task_about_Java_Basics | Variables | Strings | Arithmetic_operations,block_xp → Level_Up → Task_about_Java_Basics → Stash
Level Up XP,Stash,0.11637287108147971,0.15860634359967224,0.9172442572270822,False,unknown,Reward,0.27654714831060023,0.2845857219386791,0.3333333333333333,3,indirect,0.22571122413865932,Level_Up | Task_about_Java_Basics | Variables | Strings | Arithmetic_operations,Level Up XP → Level_Up → Task_about_Java_Basics → Stash
"Learners receive points for their actions, visualise their progress, compete with others through a leaderboard, and unlock content based on their individual needs and experiences.",Stash,0.11637287108147971,0.15860634359967224,0.9172442572270822,False,unknown,Reward,0.27654714831060023,0.2845857219386791,0.3333333333333333,3,indirect,0.22571122413865932,Level_Up | Task_about_Java_Basics | Variables | Strings | Arithmetic_operations,"Learners receive points for their actions, visualise their progress, compete with others through a leaderboard, and unlock content based on their individual needs and experiences. → Level_Up → Task_about_Java_Basics → Stash"
Princeton_University,Stash,0.21275507447670475,0.17292945901161608,0.9172442572270822,False,EducationalInstitution,Reward,0.35365291102678026,0.232420458649305,0.25,4,indirect,0.22553757418889492,ObjectOrientedProgramming | Java_Basics | Functions | Control_Statements | Arithmetic_operations,Princeton_University → ObjectOrientedProgramming → Java_Basics → Functions → Stash
Sara_12,Level_Up,0.21258742653857526,0.1673920598349211,1.0,False,UserAccount,Level,0.37006994123086023,0.23227459910697135,0.25,4,indirect,0.22538408870803273,Sara | Buil-in_Data_Types | Participation | PO1 | effectively_use_the_built-in_data_types,Sara_12 → Sara → Participation → Buil-in_Data_Types → Level_Up
_:b83,Tiny_stash,0.2022509536686404,0.15473443276607773,0.0415518252487452,False,List,Reward,0.17011112798466138,0.23764009650030077,0.2,5,indirect,0.22525389650921962,nil | Participation | _:b72 | Buil-in_Data_Types,_:b83 → nil → _:b72 → Participation → Buil-in_Data_Types → Tiny_stash
_:b284,Tiny_stash,0.2022509536686404,0.15473443276607773,0.0415518252487452,False,List,Reward,0.17011112798466138,0.23764009650030077,0.2,5,indirect,0.22525389650921962,nil | Participation | _:b72 | Buil-in_Data_Types,_:b284 → nil → _:b72 → Participation → Buil-in_Data_Types → Tiny_stash
_:b261,Tiny_stash,0.20160156176038063,0.1551212164453307,0.0415518252487452,False,List,Reward,0.16959161445805357,0.23764009650030077,0.2,5,indirect,0.22502660934132873,nil | Participation | _:b72 | Buil-in_Data_Types,_:b261 → nil → _:b72 → Participation → Buil-in_Data_Types → Tiny_stash
_:b197,Tiny_stash,0.20158679115679198,0.15512789320231823,0.0415518252487452,False,List,Reward,0.16957979797518266,0.23764009650030077,0.2,5,indirect,0.2250214396300727,nil | Participation | _:b72 | Buil-in_Data_Types,_:b197 → nil → _:b72 → Participation → Buil-in_Data_Types → Tiny_stash
Learner,BLockGame,0.5089016068594157,0.2496269311940224,0.12935257077791257,False,unknown,Badge,0.43299179964311507,0.07189130203804733,0.1,10,indirect,0.22484490872552623,,N/A
_:b191,Level_Up,0.4758730728656143,0.0415536931274881,1.0,False,IndividualPropertyAtom,Level,0.5806984582924914,0.08939130203804733,0.125,8,indirect,0.22465992182769576,,N/A
_:b94,Level_Up,0.47584353162412657,0.04166189844458962,1.0,False,IndividualPropertyAtom,Level,0.5806748252993013,0.08939130203804733,0.125,8,indirect,0.22464958239317506,,N/A
_:b180,Level_Up,0.4756940556467647,0.04141512234663596,1.0,False,IndividualPropertyAtom,Level,0.5805552445174118,0.08939130203804733,0.125,8,indirect,0.2245972658010984,,N/A
_:b158,Level_Up,0.4756940556467647,0.04141512234663596,1.0,False,IndividualPropertyAtom,Level,0.5805552445174118,0.08939130203804733,0.125,8,indirect,0.2245972658010984,,N/A
_:b169,Level_Up,0.4756940556467647,0.04141512234663596,1.0,False,IndividualPropertyAtom,Level,0.5805552445174118,0.08939130203804733,0.125,8,indirect,0.2245972658010984,,N/A
has_host,Tiny_stash,0.4522014165121687,0.16826964837494865,0.0415518252487452,False,unknown,Reward,0.37007149825948404,0.10189130203804733,0.14285714285714285,7,indirect,0.2244998421039898,,N/A
hasPart,Stash,0.5078478890412873,0.09260673491604382,0.9172442572270822,False,unknown,Reward,0.5897271626784464,0.07189130203804733,0.1,10,indirect,0.22447610748918131,,N/A
_:b92,Level_Up,0.4737051478611658,0.044908324425093814,1.0,False,IndividualPropertyAtom,Level,0.5789641182889327,0.08939130203804733,0.125,8,indirect,0.22390114807613878,,N/A
Lesson 1 of course Object oriented programming,Stash,0.11666206153469691,0.15788359286684686,0.9172442572270822,False,unknown,Reward,0.276778500673174,0.2815415773311545,0.3333333333333333,3,indirect,0.22383374680239432,Java_Basics | Functions | Control_Statements | Arithmetic_operations,Lesson 1 of course Object oriented programming → Java_Basics → Functions → Stash
Objective,Stash,0.505932282936407,0.14153799899367037,0.9172442572270822,False,Class,Reward,0.5881946777945422,0.07189130203804733,0.1,10,indirect,0.22380564535247321,,N/A
"Enables teachers to create items that students can collect, providing an interactive experience where students find items across the course.",BLockGame,0.10247302388773101,0.16351992280143016,0.12935257077791257,False,unknown,Badge,0.10784893326576733,0.28913128108043507,0.3333333333333333,3,indirect,0.22380089106298864,Stash | Control_Statements | Task_about_Java_Basics | Loops,"Enables teachers to create items that students can collect, providing an interactive experience where students find items across the course. → Stash → Control_Statements → BLockGame"
block_stash,BLockGame,0.10247302388773101,0.16351992280143016,0.12935257077791257,False,unknown,Badge,0.10784893326576733,0.28913128108043507,0.3333333333333333,3,indirect,0.22380089106298864,Stash | Control_Statements | Task_about_Java_Basics | Loops,block_stash → Stash → Control_Statements → BLockGame
2.1.1,BLockGame,0.10247302388773101,0.16351992280143016,0.12935257077791257,False,unknown,Badge,0.10784893326576733,0.28913128108043507,0.3333333333333333,3,indirect,0.22380089106298864,Stash | Control_Statements | Task_about_Java_Basics | Loops,2.1.1 → Stash → Control_Statements → BLockGame
Knowledge,BLockGame,0.5038049739499785,0.26566016823461247,0.12935257077791257,False,Class,Badge,0.4289144933155653,0.07189130203804733,0.1,10,indirect,0.22306108720722323,,N/A
_:b269,Level_Up,0.470713037494364,0.04939397655089242,1.0,False,IndividualPropertyAtom,Level,0.5765704299954912,0.08939130203804733,0.125,8,indirect,0.22285390944775815,,N/A
equal,Stash,0.48674235073163585,0.1042754928444946,0.9172442572270822,False,unknown,Reward,0.5728427320307252,0.0796690798158251,0.1111111111111111,9,indirect,0.22214472463635884,,N/A
Level Up XP,Tiny_stash,0.11166071985133255,0.19795728398902238,0.0415518252487452,False,unknown,Reward,0.09763894093081509,0.2814746030118999,0.3333333333333333,3,indirect,0.22203974390570133,Level_Up | Variables | 3.16.0 | Buil-in_Data_Types,Level Up XP → Level_Up → Buil-in_Data_Types → Tiny_stash
block_xp,Tiny_stash,0.11166071985133255,0.19795728398902238,0.0415518252487452,False,unknown,Reward,0.09763894093081509,0.2814746030118999,0.3333333333333333,3,indirect,0.22203974390570133,Level_Up | Variables | 3.16.0 | Buil-in_Data_Types,block_xp → Level_Up → Buil-in_Data_Types → Tiny_stash
"Learners receive points for their actions, visualise their progress, compete with others through a leaderboard, and unlock content based on their individual needs and experiences.",Tiny_stash,0.11166071985133255,0.19795728398902238,0.0415518252487452,False,unknown,Reward,0.09763894093081509,0.2814746030118999,0.3333333333333333,3,indirect,0.22203974390570133,Level_Up | Variables | 3.16.0 | Buil-in_Data_Types,"Learners receive points for their actions, visualise their progress, compete with others through a leaderboard, and unlock content based on their individual needs and experiences. → Level_Up → Buil-in_Data_Types → Tiny_stash"
RFK_L1_R4,Level_Up,0.2029926190833276,0.17039870673075203,1.0,False,ReferenceKey,Level,0.3623940952666621,0.23229368793198096,0.25,4,indirect,0.22203831383495226,Control_Statements | Task_about_Java_Basics | Loops | Stash | BLockGame,RFK_L1_R4 → Control_Statements → Stash → Task_about_Java_Basics → Level_Up
Experience,Level_Up,0.4846730899010653,0.17536332012512593,1.0,False,Class,Level,0.5877384719208523,0.0796690798158251,0.1111111111111111,9,indirect,0.22142048334565914,,N/A
Event_Listeners,bonusPoints,0.49818634620816216,0.11124401566572004,0.0,False,GamifiedResource,BonusPoints,0.39854907696652975,0.07189130203804733,0.1,10,indirect,0.22109456749758752,,N/A
Princeton_University,Level_Up,0.23814885715208473,0.14862642216458763,1.0,False,EducationalInstitution,Level,0.3905190857216678,0.21190651557008927,0.25,4,indirect,0.22109133512378767,ObjectOrientedProgramming | Overloading | Participation | Task_about_Java_Basics | Polymorphism,Princeton_University → ObjectOrientedProgramming → Polymorphism → Overloading → Level_Up
bonus material for lesson 1 java basics,BLockGame,0.10315198099826192,0.16357199182749302,0.12935257077791257,False,unknown,Badge,0.10839209895419206,0.28453460049635887,0.3333333333333333,3,indirect,0.22105068367202493,Arithmetic_operations | Task_about_Java_Basics | Control_Statements | Loops | Stash,bonus material for lesson 1 java basics → Arithmetic_operations → Task_about_Java_Basics → BLockGame
has_Rating,Stash,0.2531344989800548,0.16406847564346727,0.9172442572270822,False,DatatypeProperty,Reward,0.38595645062946027,0.2037286136481235,0.2,5,indirect,0.22102067351429944,Course | ObjectOrientedProgramming | Java_Basics | Functions | Control_Statements,has_Rating → Course → ObjectOrientedProgramming → Java_Basics → Functions → Stash
has_TotalEnrollment,Stash,0.2531344989800548,0.16406847564346727,0.9172442572270822,False,DatatypeProperty,Reward,0.38595645062946027,0.2037286136481235,0.2,5,indirect,0.22102067351429944,Course | ObjectOrientedProgramming | Java_Basics | Functions | Control_Statements,has_TotalEnrollment → Course → ObjectOrientedProgramming → Java_Basics → Functions → Stash
has_TotalCompletionHours,Stash,0.2531344989800548,0.16406847564346727,0.9172442572270822,False,DatatypeProperty,Reward,0.38595645062946027,0.2037286136481235,0.2,5,indirect,0.22102067351429944,Course | ObjectOrientedProgramming | Java_Basics | Functions | Control_Statements,has_TotalCompletionHours → Course → ObjectOrientedProgramming → Java_Basics → Functions → Stash
has_LearningPace,Stash,0.2531344989800548,0.16406847564346727,0.9172442572270822,False,DatatypeProperty,Reward,0.38595645062946027,0.2037286136481235,0.2,5,indirect,0.22102067351429944,Course | ObjectOrientedProgramming | Java_Basics | Functions | Control_Statements,has_LearningPace → Course → ObjectOrientedProgramming → Java_Basics → Functions → Stash
has_TranslationLanguage,Stash,0.253134451296339,0.16406840091311736,0.9172442572270822,False,DatatypeProperty,Reward,0.3859564124824877,0.2037286136481235,0.2,5,indirect,0.2210206568249989,Course | ObjectOrientedProgramming | Java_Basics | Functions | Control_Statements,has_TranslationLanguage → Course → ObjectOrientedProgramming → Java_Basics → Functions → Stash
has_TeachingLanguage,Stash,0.253134451296339,0.16406840091311736,0.9172442572270822,False,DatatypeProperty,Reward,0.3859564124824877,0.2037286136481235,0.2,5,indirect,0.2210206568249989,Course | ObjectOrientedProgramming | Java_Basics | Functions | Control_Statements,has_TeachingLanguage → Course → ObjectOrientedProgramming → Java_Basics → Functions → Stash
number,Level_Up,0.46403711477335774,0.16388020922751245,1.0,False,AnnotationProperty,Level,0.5712296918186862,0.08939130203804733,0.125,8,indirect,0.22051733649540597,,N/A
RFK_L4_R7,Level_Up,0.21338123211892251,0.16948330747133716,1.0,False,ReferenceKey,Level,0.37070498569513805,0.22427066458634795,0.25,4,indirect,0.22045936322274906,OOPCourseCommunity | Multi-level_inheritance | Inheritance | Parent_classes | JavaParentClass,RFK_L4_R7 → Parent_classes → Inheritance → Multi-level_inheritance → Level_Up
JavaClassAttributesFunctions,Level_Up,0.20661151537859107,0.1660939072595941,1.0,False,IndexKey,Level,0.36528921230287287,0.22668001937696503,0.25,4,indirect,0.21965604297753416,OOPCourseCommunity | LevelGE | DataTypes | ReferenceKey1 | IK_GE_LevelUp,JavaClassAttributesFunctions → OOPCourseCommunity → IK2 → LevelGE → Level_Up
IK_GE_Motrain,Level_Up,0.20507965349294635,0.16687041333131092,1.0,False,IndexKey,Level,0.3640637227943571,0.22668001937696503,0.25,4,indirect,0.2191198913175585,OOPCourseCommunity | LevelGE | DataTypes | ReferenceKey1 | IK_GE_LevelUp,IK_GE_Motrain → OOPCourseCommunity → IK2 → LevelGE → Level_Up
TaskJavaClassesMethod,Level_Up,0.20505169947349966,0.16688462958879421,1.0,False,IndexKey,Level,0.36404135957879974,0.22668001937696503,0.25,4,indirect,0.21911010741075215,OOPCourseCommunity | LevelGE | DataTypes | ReferenceKey1 | IK_GE_LevelUp,TaskJavaClassesMethod → OOPCourseCommunity → IK2 → LevelGE → Level_Up
JavaStatic,Level_Up,0.205045683038116,0.16688768949881347,1.0,False,IndexKey,Level,0.3640365464304928,0.22668001937696503,0.25,4,indirect,0.21910800165836786,OOPCourseCommunity | LevelGE | DataTypes | ReferenceKey1 | IK_GE_LevelUp,JavaStatic → OOPCourseCommunity → IK2 → LevelGE → Level_Up
JavaThis,Level_Up,0.20504275421569557,0.16688917909964096,1.0,False,IndexKey,Level,0.3640342033725565,0.22668001937696503,0.25,4,indirect,0.2191069765705207,OOPCourseCommunity | LevelGE | DataTypes | ReferenceKey1 | IK_GE_LevelUp,JavaThis → OOPCourseCommunity → IK2 → LevelGE → Level_Up
JavaConstructors,Level_Up,0.20504156183630956,0.16688978554932227,1.0,False,IndexKey,Level,0.3640332494690477,0.22668001937696503,0.25,4,indirect,0.21910655923773562,OOPCourseCommunity | LevelGE | DataTypes | ReferenceKey1 | IK_GE_LevelUp,JavaConstructors → OOPCourseCommunity → IK2 → LevelGE → Level_Up
TaskJavaClassesObjects,Level_Up,0.20503163339994596,0.16689483530590732,1.0,False,IndexKey,Level,0.3640253067199568,0.22668001937696503,0.25,4,indirect,0.21910308428500835,OOPCourseCommunity | LevelGE | DataTypes | ReferenceKey1 | IK_GE_LevelUp,TaskJavaClassesObjects → OOPCourseCommunity → IK2 → LevelGE → Level_Up
JavaAccessModifiers,Level_Up,0.20502761115619048,0.16689688113629042,1.0,False,IndexKey,Level,0.3640220889249524,0.22668001937696503,0.25,4,indirect,0.21910167649969392,OOPCourseCommunity | LevelGE | DataTypes | ReferenceKey1 | IK_GE_LevelUp,JavaAccessModifiers → OOPCourseCommunity → IK2 → LevelGE → Level_Up
JavaPackages,Level_Up,0.20502590831153517,0.16689774726223827,1.0,False,IndexKey,Level,0.36402072664922813,0.22668001937696503,0.25,4,indirect,0.21910108050406457,OOPCourseCommunity | LevelGE | DataTypes | ReferenceKey1 | IK_GE_LevelUp,JavaPackages → OOPCourseCommunity → IK2 → LevelGE → Level_Up
