source,total,approved,rejected,mean_score,max_score,n_direct,approval_rate
RFK_L2_R1,11,6,5,0.15064227375322045,0.19372913720988078,0,0.545
_:b196,11,6,5,0.1505498004970669,0.26548650964956005,0,0.545
_:b104,11,6,5,0.15032806056208686,0.2652807521600078,0,0.545
_:b113,11,6,5,0.15031416235911804,0.23125042482807748,0,0.545
_:b122,11,6,5,0.15031416235911804,0.23125042482807748,0,0.545
_:b195,11,6,5,0.15022170414788596,0.2647453869668681,0,0.545
_:b81,11,6,5,0.15021724164692155,0.26473465549231945,0,0.545
_:b282,11,6,5,0.15021724164692155,0.26473465549231945,0,0.545
_:b184,11,6,5,0.15021724164692155,0.26473465549231945,0,0.545
RFK_L3_R5,11,6,5,0.15017317089812673,0.19347899028605642,0,0.545
RFK_L3_R4,11,6,5,0.15016816704355854,0.19347595861588274,0,0.545
RFK_L3_R3,11,6,5,0.15016765412656216,0.19347478036697185,0,0.545
RFK_L3_R2,11,6,5,0.15016740376204857,0.19347420942326493,0,0.545
consists_of,11,6,5,0.14930224790888716,0.18309220412605262,0,0.545
hasUnderstandingPole,11,6,5,0.14919509660636768,0.23756938564949936,0,0.545
hasProcessingPole,11,6,5,0.14919509660636768,0.23756938564949936,0,0.545
_:b198,11,6,5,0.1485539736655801,0.262033067304851,0,0.545
_:b165,11,6,5,0.1485301845780215,0.26197509329153135,0,0.545
_:b176,11,6,5,0.1485301845780215,0.26197509329153135,0,0.545
_:b187,11,6,5,0.1485301845780215,0.26197509329153135,0,0.545
_:b262,11,6,5,0.14849720003262562,0.2608787771012976,0,0.545
_:b124,11,6,5,0.1483889920665955,0.2603374428018211,0,0.545
_:b115,11,6,5,0.1483889920665955,0.2603374428018211,0,0.545
_:b206,11,6,5,0.14838898198347644,0.26033743862949593,0,0.545
_:b239,11,6,5,0.14805848103547015,0.26056134728894675,0,0.545
_:b234,11,6,5,0.14805848103547015,0.26056134728894675,0,0.545
_:b233,11,6,5,0.14805848034008262,0.26056134728894675,0,0.545
_:b238,11,6,5,0.14805848034008262,0.26056134728894675,0,0.545
_:b243,11,6,5,0.1480351920004154,0.26050413017486945,0,0.545
_:b244,11,6,5,0.14803518052652131,0.2605041239163818,0,0.545
lesson 2 for the course Object Oriented Programming,11,6,5,0.1472614429779066,0.19092140284896794,0,0.545
_:b256,11,6,5,0.1464066611844597,0.2595597145715477,0,0.545
_:b69,11,6,5,0.14606128236037352,0.23924546884845493,0,0.545
Explorer,11,6,5,0.1454321433991328,0.19126864776671348,0,0.545
_:b283,11,6,5,0.1447876601957189,0.24820122404696016,0,0.545
_:b82,11,6,5,0.1447876601957189,0.24820122404696016,0,0.545
_:b260,11,6,5,0.14456685777436992,0.24799770395150844,0,0.545
Motrain,10,5,5,0.14453909124488853,0.18355881095678006,0,0.5
_:b188,11,6,5,0.14440354120768614,0.24492398709037322,0,0.545
_:b204,11,6,5,0.14399472591163012,0.23125042482807748,0,0.545
Experience,11,6,5,0.14394711610740374,0.22142048334565914,0,0.545
RFK_L7_R3,11,6,5,0.14348036675941458,0.1730663947939831,0,0.545
RFK_L5_R3,11,6,5,0.14348036675941458,0.1730663947939831,0,0.545
RFK_L5_R5,11,6,5,0.14348036675941458,0.1730663947939831,0,0.545
RFK_L5_R4,11,6,5,0.14348036675941458,0.1730663947939831,0,0.545
RFK_L7_R1,11,6,5,0.14348036675941458,0.1730663947939831,0,0.545
RFK_L7_R4,11,6,5,0.14348036675941458,0.1730663947939831,0,0.545
RFK_L8_R1,11,6,5,0.14348036675941458,0.1730663947939831,0,0.545
RFK_L8_R2,11,6,5,0.14348036675941458,0.1730663947939831,0,0.545
RFK_L8_R3,11,6,5,0.14348036675941458,0.1730663947939831,0,0.545
RFK_L8_R4,11,6,5,0.14348036675941458,0.1730663947939831,0,0.545
RFK_L9_R1,11,6,5,0.14348036675941458,0.1730663947939831,0,0.545
RFK_L9_R2,11,6,5,0.14348036675941458,0.1730663947939831,0,0.545
RFK_L9_R3,11,6,5,0.14348036675941458,0.1730663947939831,0,0.545
RFK_L5_R1,11,6,5,0.14348036675941458,0.1730663947939831,0,0.545
RFK_L5_R2,11,6,5,0.14348036675941458,0.1730663947939831,0,0.545
RFK_L7_R2,11,6,5,0.14348036675941458,0.1730663947939831,0,0.545
RFK_L1_R7,11,6,5,0.14348036675941458,0.1730663947939831,0,0.545
RFK_L6_R1,11,6,5,0.14348036675941458,0.1730663947939831,0,0.545
RFK_L6_R2,11,6,5,0.14348036675941458,0.1730663947939831,0,0.545
RFK_L6_R4,11,6,5,0.14348036675941458,0.1730663947939831,0,0.545
RFK_L6_R3,11,6,5,0.14348036675941458,0.1730663947939831,0,0.545
onlineCourse,11,6,5,0.14322019263176,0.17431249257481524,0,0.545
_:b163,11,6,5,0.14315116550163925,0.22969137946522672,0,0.545
_:b140,11,6,5,0.1426193947538686,0.25963395808690715,0,0.545
_:b129,11,6,5,0.1426193947538686,0.25963395808690715,0,0.545
_:b222,11,6,5,0.1426193947538686,0.25963395808690715,0,0.545
_:b211,11,6,5,0.1426193947538686,0.25963395808690715,0,0.545
_:b285,11,6,5,0.1422772578425455,0.24323035273521043,0,0.545
_:b73,11,6,5,0.1422772578425455,0.24323035273521043,0,0.545
_:b84,11,6,5,0.1422772578425455,0.24323035273521043,0,0.545
_:b270,11,6,5,0.1422434506555548,0.23859710932238165,0,0.545
_:b121,11,6,5,0.14222263965312334,0.23983761500610515,0,0.545
_:b112,11,6,5,0.14222263965312334,0.23983761500610515,0,0.545
EducationalInstitution,11,6,5,0.14213506119357444,0.18091678593212646,0,0.545
leçon 4 du cours Programmation Orientée Objet,11,6,5,0.14212520661455513,0.23400741855676246,0,0.545
lesson 4 for the course Object Oriented Programming,11,6,5,0.14212520661455513,0.23400741855676246,0,0.545
bonus material for lesson 2 classes and objects,11,6,5,0.14209107434827786,0.1728474461653455,0,0.545
_:b26,11,6,5,0.14192079843451996,0.24702132300522062,0,0.545
_:b19,11,6,5,0.14189670838837917,0.24659996298949663,0,0.545
_:b53,11,6,5,0.14189670838837917,0.24659996298949663,0,0.545
_:b32,11,6,5,0.14187291163165533,0.24689969517001029,0,0.545
_:b38,11,6,5,0.14185257943240082,0.2468480277504445,0,0.545
_:b44,11,6,5,0.1418439401850971,0.24682607407328458,0,0.545
_:b49,11,6,5,0.1418402712961827,0.24681675114237794,0,0.545
_:b21,11,6,5,0.14181866352342418,0.24640105446822674,0,0.545
_:b185,11,6,5,0.14181474461890248,0.24509520453550576,0,0.545
_:b37,11,6,5,0.14160976320155397,0.24493434648749562,0,0.545
_:b105,11,6,5,0.14159238930306106,0.2448899252853034,0,0.545
_:b230,11,6,5,0.14099022609171988,0.2346840396563118,0,0.545
_:b235,11,6,5,0.14099022609171988,0.2346840396563118,0,0.545
_:b191,11,6,5,0.14042220913780648,0.22465992182769576,0,0.545
_:b158,11,6,5,0.14039327096079857,0.2245972658010984,0,0.545
_:b169,11,6,5,0.14039327096079857,0.2245972658010984,0,0.545
_:b180,11,6,5,0.14039327096079857,0.2245972658010984,0,0.545
_:b257,11,6,5,0.14027700684790995,0.24037324764775186,0,0.545
_:b101,11,6,5,0.14004748948807946,0.24014968569426498,0,0.545
_:b192,11,6,5,0.1397138738809724,0.2398863495584213,0,0.545
_:b203,11,6,5,0.13969486187534555,0.23983761500610515,0,0.545
_:b279,11,6,5,0.13969486117995802,0.23983761083378002,0,0.545
_:b159,11,6,5,0.13969486117995802,0.23983761083378002,0,0.545
_:b67,11,6,5,0.13969486117995802,0.23983761083378002,0,0.545
_:b170,11,6,5,0.13969486117995802,0.23983761083378002,0,0.545
_:b78,11,6,5,0.13969486117995802,0.23983761083378002,0,0.545
_:b181,11,6,5,0.13969486117995802,0.23983761083378002,0,0.545
lesson 5 for the course Object Oriented Programming,11,6,5,0.1393216363792848,0.2257152449611017,0,0.545
leçon 5 du cours Programmation Orientée Objet,11,6,5,0.1393216363792848,0.2257152449611017,0,0.545
leçon 3 du cours Programmation Orientée Objet,11,6,5,0.13847647774303173,0.18995925715468007,0,0.545
lesson 3 for the course Object Oriented Programming,11,6,5,0.13847647774303173,0.18995925715468007,0,0.545
_:b94,11,6,5,0.1381446459719295,0.22464958239317506,0,0.545
_:b92,11,6,5,0.13765549316479028,0.22390114807613878,0,0.545
bonus resource for lesson 3 Class Methods and Constructors,11,6,5,0.13749904915294445,0.17102075797532207,0,0.545
ressource bonus pour la leçon 3 Méthodes et constructeurs de classe,11,6,5,0.13749904915294445,0.17102075797532207,0,0.545
_:b269,11,6,5,0.1370581998561092,0.22285390944775815,0,0.545
leçon 6 du cours Programmation Orientée Objet,11,6,5,0.13700217774758303,0.1932462914723703,0,0.545
lesson 6 for the course Object Oriented Programming,11,6,5,0.13700217774758303,0.1932462914723703,0,0.545
bonus resource for lesson 4 Class Methods and Constructors,11,6,5,0.1368697394657271,0.20264871074662427,0,0.545
ressource bonus pour la leçon 4 Méthodes et constructeurs de classe,11,6,5,0.1368697394657271,0.20264871074662427,0,0.545
number,11,6,5,0.13417830835032327,0.22051733649540597,0,0.545
Tom,11,6,5,0.13368460928417814,0.17395045526363187,0,0.545
Sofia,11,6,5,0.13368460928417814,0.17395045526363187,0,0.545
Collection,11,6,5,0.13342645961771116,0.21670672576119507,0,0.545
has_Purpose,11,6,5,0.13328193035350008,0.18152933526425102,0,0.545
lesson 9 for the course Object Oriented Programming,11,6,5,0.13319589723953038,0.17230994215635165,0,0.545
leçon 9 du cours Programmation Orientée Objet,11,6,5,0.13319589723953038,0.17230994215635165,0,0.545
LearningStyle,11,6,5,0.13259014132109007,0.21534660299498282,0,0.545
Competition,11,6,5,0.132552216508201,0.21133046398078426,0,0.545
lesson 8 for the course Object Oriented Programming,11,6,5,0.13236413179746082,0.1714900902988558,0,0.545
leçon 8 du cours Programmation Orientée Objet,11,6,5,0.13236413179746082,0.1714900902988558,0,0.545
t2,11,6,5,0.13178083104903757,0.2157977770893639,0,0.545
t1,11,6,5,0.13172716261914622,0.2156868453903067,0,0.545
lesson 7 for the course Object Oriented Programming,11,6,5,0.13115186247482136,0.1695104310773717,0,0.545
leçon 7 du cours Programmation Orientée Objet,11,6,5,0.13115186247482136,0.1695104310773717,0,0.545
_:b62,11,6,5,0.13058891960830957,0.20754069258753668,0,0.545
determine iof the teacher's objective is behavioural objective,11,6,5,0.1300310958863943,0.20914644533609608,0,0.545
isRelevantFor,11,6,5,0.12991265840086147,0.19290109031073777,0,0.545
hasRelevantGameElement,11,6,5,0.12991263684384827,0.1929010819660875,0,0.545
has_totalLikes,11,6,5,0.12949024560675784,0.18152932691960075,0,0.545
has_totalSites,11,6,5,0.12949024560675784,0.18152932691960075,0,0.545
has_latestRelease,11,6,5,0.12949024560675784,0.18152932691960075,0,0.545
has_totalDownloads,11,6,5,0.12949024560675784,0.18152932691960075,0,0.545
has_title,11,6,5,0.12949023656672007,0.18152932066111305,0,0.545
has_latestVersion,11,6,5,0.12949023656672007,0.18152932066111305,0,0.545
l1,11,6,5,0.12918311777331123,0.2045273284317516,0,0.545
designedWithObjective,11,6,5,0.1289595898612668,0.19180711614621168,0,0.545
has_description,11,6,5,0.12886153425631966,0.1803217191741725,0,0.545
_:b33,11,6,5,0.12871195809763664,0.1929368004156178,0,0.545
_:b127,11,6,5,0.12870608726803678,0.18454333699311035,0,0.545
_:b209,11,6,5,0.12870608726803678,0.18454333699311035,0,0.545
_:b138,11,6,5,0.12870608726803678,0.18454333699311035,0,0.545
_:b220,11,6,5,0.12870608726803678,0.18454333699311035,0,0.545
_:b39,11,6,5,0.12870170953167062,0.19291238515752265,0,0.545
_:b45,11,6,5,0.1286973522779125,0.1929020076472173,0,0.545
_:b50,11,6,5,0.12869549937091287,0.19289759315785537,0,0.545
_:b27,11,6,5,0.12850274112932572,0.1927609010602795,0,0.545
BonusPoints,11,6,5,0.12846091591657313,0.2002323651365007,0,0.545
Image,11,6,5,0.12837946319276342,0.20526601393188373,0,0.545
UnderstandingPole,11,6,5,0.12789847704816534,0.20579833640682257,0,0.545
ProcessingPole,11,6,5,0.12789847704816534,0.20579833640682257,0,0.545
_:b271,11,6,5,0.12750439246516318,0.18727997944720634,0,0.545
_:b29,11,6,5,0.1272727300610398,0.20162657335491774,0,0.545
_:b35,11,6,5,0.1270342574855792,0.20138077689301173,0,0.545
_:b41,11,6,5,0.12703206854821106,0.20137546847258872,0,0.545
_:b47,11,6,5,0.12703114145990377,0.20137321731302743,0,0.545
_:b52,11,6,5,0.12703075025518692,0.2013722718069273,0,0.545
hasPaymentPreference,11,6,5,0.12696249842603105,0.1815293373504136,0,0.545
has_EducationalLevel,11,6,5,0.12696249842603105,0.1815293373504136,0,0.545
Error2,11,6,5,0.12688593190849057,0.2079019645934614,0,0.545
designLesson,11,6,5,0.1268786859669592,0.18134005388486585,0,0.545
BonusPointsLeaderboard,11,6,5,0.12595096922653282,0.20027377378487266,0,0.545
SocialPointsLeaderboard,11,6,5,0.12589123047064255,0.20013504034691257,0,0.545
e2,11,6,5,0.12523557391722331,0.20698257586560234,0,0.545
e1,11,6,5,0.12522801435866213,0.20696698558695473,0,0.545
has_duration,11,6,5,0.12515693070119385,0.18152933526425102,0,0.545
_:b48,11,6,5,0.1244906374139067,0.1945099336969178,0,0.545
CompositeResource,11,6,5,0.12425082353276416,0.1732531910923401,0,0.545
_:b252,11,6,5,0.12400838589946261,0.17873870651443227,0,0.545
language for the transcript of the course's resources,11,6,5,0.12384330114461627,0.15555123402505008,0,0.545
the original language inwhich the course is created with,11,6,5,0.12384330114461627,0.15555123402505008,0,0.545
_:b202,11,6,5,0.12366106594055415,0.17892542211961487,0,0.545
_:b111,11,6,5,0.12366106385439157,0.17892542211961487,0,0.545
_:b120,11,6,5,0.12366106385439157,0.17892542211961487,0,0.545
hasPedagogicalObjective,11,6,5,0.12257157948220171,0.17890024574324814,0,0.545
rating of course from 0 to 5.,11,6,5,0.12248913447794961,0.15555123402505008,0,0.545
Number of hours for completing the course,11,6,5,0.12248913447794961,0.15555123402505008,0,0.545
total number of learners enrolled to the course throughout the years,11,6,5,0.12248913447794961,0.15555123402505008,0,0.545
Whether it is flexible or has certain deadlines,11,6,5,0.12248913447794961,0.15555123402505008,0,0.545
_:b258,11,6,5,0.12131803893800706,0.1922190953203614,0,0.545
_:b193,11,6,5,0.11997381121910955,0.18672915689800057,0,0.545
_:b171,11,6,5,0.11996436160477181,0.18670623071969356,0,0.545
_:b182,11,6,5,0.11996436160477181,0.18670623071969356,0,0.545
_:b160,11,6,5,0.11996436160477181,0.18670623071969356,0,0.545
issue,11,6,5,0.11971919246051049,0.17795057429500982,0,0.545
"index key for the resource ""Java FX""",11,6,5,0.1196813796821531,0.16004913635177456,0,0.545
volume,11,6,5,0.11965615878621759,0.18805917431708918,0,0.545
_:b10,11,6,5,0.11965097142110782,0.18223601097917227,0,0.545
_:b5,11,6,5,0.11920778249390562,0.18974103174068213,0,0.545
_:b7,11,6,5,0.11920778040774305,0.18974103174068213,0,0.545
_:b6,11,6,5,0.11920778040774305,0.18974103174068213,0,0.545
ExperiencePoints,11,6,5,0.1189135141402314,0.1757511765176098,0,0.545
_:b60,11,6,5,0.11881925210960376,0.19231740258182242,0,0.545
_:b200,11,6,5,0.11859497650461943,0.17421767517592823,0,0.545
_:b118,11,6,5,0.11859497615692567,0.17421767517592823,0,0.545
_:b109,11,6,5,0.11859497615692567,0.17421767517592823,0,0.545
bonus resource for lesson 7 Event Handler and Listener,11,6,5,0.11819229903894789,0.15284362662414364,0,0.545
"ressource bonus pour la leçon 7 ""Event Handler and Listener""",11,6,5,0.11819229903894789,0.15284362662414364,0,0.545
ressource bonus pour la leçon 8 Gestion des exceptions,11,6,5,0.11813896911285611,0.15274810455137008,0,0.545
bonus resource for lesson 8 Exception Handling,11,6,5,0.11813896911285611,0.15274810455137008,0,0.545
bonus resource for lesson 9 Input and Output Stream,11,6,5,0.11805291524243888,0.15265736648416176,0,0.545
ressource bonus pour la leçon 9 Flux d'entrée et de sortie,11,6,5,0.11805291524243888,0.15265736648416176,0,0.545
created_at,11,6,5,0.11791366332968078,0.17795059307047295,0,0.545
_:b90,11,6,5,0.11737616524961664,0.17770708706406324,0,0.545
_:b88,11,6,5,0.11734162080072219,0.17892542211961487,0,0.545
_:b267,11,6,5,0.11734160932682806,0.17892541586112715,0,0.545
_:b278,11,6,5,0.11734160932682806,0.17892541586112715,0,0.545
_:b77,11,6,5,0.11734160932682806,0.17892541586112715,0,0.545
_:b66,11,6,5,0.11734160932682806,0.17892541586112715,0,0.545
_:b248,11,6,5,0.11734160932682806,0.17892541586112715,0,0.545
_:b59,11,6,5,0.11682546576642266,0.17753724973855056,0,0.545
_:b61,11,6,5,0.1168254654187289,0.17753724973855056,0,0.545
ExperiencePointsLeaderboard,11,6,5,0.11671185587571387,0.1764892884412619,0,0.545
ImageObject,11,6,5,0.11561510275424192,0.17929717411211513,0,0.545
ge,11,6,5,0.11535969394297957,0.1897732979468235,0,0.545
_:b189,11,6,5,0.1142667150581282,0.17433035772810335,0,0.545
_:b64,11,6,5,0.11426164282359234,0.17421767517592823,0,0.545
_:b167,11,6,5,0.11426164282359234,0.17421767517592823,0,0.545
_:b178,11,6,5,0.11426164282359234,0.17421767517592823,0,0.545
_:b246,11,6,5,0.11426164282359234,0.17421767517592823,0,0.545
_:b86,11,6,5,0.11426164282359234,0.17421767517592823,0,0.545
_:b75,11,6,5,0.11426164282359234,0.17421767517592823,0,0.545
_:b156,11,6,5,0.11426164282359234,0.17421767517592823,0,0.545
_:b265,11,6,5,0.11426164282359234,0.17421767517592823,0,0.545
_:b276,11,6,5,0.11426164282359234,0.17421767517592823,0,0.545
contains_forum_post,11,6,5,0.11378379067816886,0.16295387730995292,0,0.545
_:b253,11,6,5,0.11281030484987108,0.16654571340976218,0,0.545
_:b31,11,6,5,0.11261316701632397,0.17261528903884482,0,0.545
_:b268,11,6,5,0.11248357797491575,0.1667673128829099,0,0.545
_:b249,11,6,5,0.11248357797491575,0.1667673128829099,0,0.545
_:b255,11,6,5,0.11125273089626708,0.16728311900915868,0,0.545
_:b99,11,6,5,0.1110282830351414,0.16707247314735701,0,0.545
_:b251,11,6,5,0.10984316912679021,0.15697070294517856,0,0.545
_:b96,11,6,5,0.10969449279647653,0.17317887898514328,0,0.545
_:b98,11,6,5,0.10946428488331256,0.17295311645939745,0,0.545
Novice,11,6,5,0.10860941856766122,0.17841936730586339,0,0.545
Performance,11,6,5,0.10860941821996746,0.17841936730586339,0,0.545
has_bag,11,6,5,0.10710640865072789,0.15436420951066515,0,0.545
pageStart,11,6,5,0.10660463372343733,0.14000150940730388,0,0.545
Advanced,11,6,5,0.10659409725975692,0.1750047535842253,0,0.545
Motivation,11,6,5,0.1065940413086981,0.17500462308585496,0,0.545
hasName,11,6,5,0.10651922436422012,0.1231561636357188,0,0.545
_:b23,11,6,5,0.10625357316065905,0.16476084914736197,0,0.545
_:b25,11,6,5,0.10612413500486982,0.16419810735560975,0,0.545
_:b89,11,6,5,0.10548958230348444,0.1582132178999853,0,0.545
_:b97,11,6,5,0.1047166207552535,0.15874546507086146,0,0.545
contain_resource,11,6,5,0.10331032367206039,0.12303820125732012,0,0.545
isComposedOf,11,6,5,0.103310319847429,0.12303819499883244,0,0.545
GE,11,6,5,0.10272960193089377,0.13205181582598066,0,0.545
bonus,11,6,5,0.10137616948936971,0.1294817944564442,0,0.545
additional-name,11,6,5,0.10117711373888506,0.12967681379435117,0,0.545
family-name,11,6,5,0.10116814035579404,0.12965613465002995,0,0.545
given-name,11,6,5,0.1011643275737815,0.12964734486724452,0,0.545
honorific-prefix,11,6,5,0.10116270530870325,0.12964360580510456,0,0.545
honorific-suffix,11,6,5,0.10116201772648374,0.12964201980113976,0,0.545
isMoreExpertThan,11,6,5,0.10041072651238342,0.12810924120379397,0,0.545
_:b93,11,6,5,0.10028127681380793,0.15128756283139003,0,0.545
l2,11,6,5,0.10021563899880885,0.13142224483283016,0,0.545
n,11,6,5,0.10017217421842613,0.1476236329392232,0,0.545
_:b91,11,6,5,0.09997451266027814,0.1502660715870273,0,0.545
check if gr has bonus then voluntary,11,6,5,0.09996564668617551,0.1289015415641551,0,0.545
ip,11,6,5,0.09981887262328858,0.13032720417921642,0,0.545
pp,11,6,5,0.09981887262328858,0.13032720417921642,0,0.545
ScorePoints,11,6,5,0.09971800038185948,0.12401007923866032,0,0.545
SocialPoints,11,6,5,0.09971800038185948,0.12401007923866032,0,0.545
_:b95,11,6,5,0.0994760768558648,0.15202508451393562,0,0.545
depiction,11,6,5,0.09912743502089129,0.118776015809661,0,0.545
section,11,6,5,0.09833808940169775,0.12113762350162674,0,0.545
pages,11,6,5,0.09833808940169775,0.12113762350162674,0,0.545
content,11,6,5,0.09833808592476014,0.1211376255877893,0,0.545
content_encoded,11,6,5,0.09833808592476014,0.1211376255877893,0,0.545
pageEnd,11,6,5,0.09833808592476014,0.1211376255877893,0,0.545
topic,11,6,5,0.09833807306009097,0.12113763184627699,0,0.545
ScorePointsLeaderboard,11,6,5,0.09742983246655029,0.12159878143988956,0,0.545
_:b17,11,6,5,0.09740484740275192,0.11361761187739854,0,0.545
_:b15,11,6,5,0.09740484740275192,0.11361761187739854,0,0.545
_:b18,11,6,5,0.09740484740275192,0.11361761187739854,0,0.545
_:b8,11,6,5,0.09735630648444749,0.12463099808650022,0,0.545
Visual,11,6,5,0.09701364019221137,0.12403261262159146,0,0.545
Sensitive,11,6,5,0.09701364019221137,0.12403261262159146,0,0.545
has_answer,11,6,5,0.0968274589483914,0.11376506442019205,0,0.545
_:b2,11,6,5,0.0959162547380674,0.12145542791553957,0,0.545
_:b12,11,6,5,0.09591625404267988,0.12145542791553957,0,0.545
Film,11,6,5,0.09586262151284129,0.11600995555751781,0,0.545
hasPreLesson,11,6,5,0.09565300538958578,0.10480350617916723,0,0.545
_:b36,11,6,5,0.09551956792490358,0.12139427618141164,0,0.545
_:b42,11,6,5,0.09551537358683404,0.12138415452512759,0,0.545
_:b24,11,6,5,0.09551383232521748,0.12194091723302068,0,0.545
_:b30,11,6,5,0.09549055302779337,0.12188476400637763,0,0.545
bonusPoints,10,5,5,0.09525171697256139,0.11522826443962383,0,0.5
has_Experience_Level,11,6,5,0.09508220883437078,0.11269759986883357,0,0.545
has_target,11,6,5,0.09502194163914957,0.11376505816170433,0,0.545
has_body_for_annotation,11,6,5,0.09502194163914957,0.11376505816170433,0,0.545
Intuitive,11,6,5,0.09457615030977584,0.11391421103783339,0,0.545
Verbal,11,6,5,0.09457615030977584,0.11391421103783339,0,0.545
gamified resource contains one or more game elements,11,6,5,0.09393473794387343,0.12705362448907298,0,0.545
interacts,11,6,5,0.09355857869041528,0.10384653143477635,0,0.545
has_competency,11,6,5,0.09355857869041528,0.10384653143477635,0,0.545
has_contact,11,6,5,0.09355857869041528,0.10384653143477635,0,0.545
works_in,11,6,5,0.09355857869041528,0.10384653143477635,0,0.545
"the teacher defines the purpose of the resource as either for ""lecturing"" or for ""assessment""",11,6,5,0.09334078167365507,0.1268357877466158,0,0.545
depicts,11,6,5,0.09281400707677727,0.10628222221635336,0,0.545
reversedBy,11,6,5,0.09229447605374831,0.11350534456496661,0,0.545
indexKey,11,6,5,0.09192248869831114,0.10730417890085867,0,0.545
Bonus,11,6,5,0.09177410095364336,0.11317899925694053,0,0.545
"has priority to either essential or bonus to be accessed by the learner.
This priority is decided by the teacher for the resource.",11,6,5,0.09175038850932304,0.12552022933678594,0,0.545
chapter,11,6,5,0.0914598414531919,0.10628222221635336,0,0.545
Hint,11,6,5,0.0910225069775078,0.12699603774990564,0,0.545
Feedback,11,6,5,0.0910225069775078,0.12699603774990564,0,0.545
Badge,11,6,5,0.0910225069775078,0.12699603774990564,0,0.545
Timer,11,6,5,0.0910225069775078,0.12699603774990564,0,0.545
Achievement,11,6,5,0.0910225069775078,0.12699603774990564,0,0.545
Challenge,11,6,5,0.0910225069775078,0.12699603774990564,0,0.545
ProgressBar,11,6,5,0.0910225069775078,0.12699603774990564,0,0.545
Level,11,6,5,0.0910225069775078,0.12699603774990564,0,0.545
Story,11,6,5,0.0910225069775078,0.12699603774990564,0,0.545
Reward,11,6,5,0.0910225069775078,0.12699603774990564,0,0.545
edition,11,6,5,0.09101302961761054,0.10348742847172988,0,0.545
editorList,11,6,5,0.09101302961761054,0.10348742847172988,0,0.545
Total number of likes granted for this game element,11,6,5,0.0908130045912648,0.11166912107994911,0,0.545
Total number of downloads done for this game elemnent,11,6,5,0.0908130045912648,0.11166912107994911,0,0.545
integrated this game element,11,6,5,0.0908130045912648,0.11166912107994911,0,0.545
brief description of the game element purpose,11,6,5,0.0908130045912648,0.11166912107994911,0,0.545
the latest version released for this game element,11,6,5,0.0908130045912648,0.11166912107994911,0,0.545
the title of the game element,11,6,5,0.0908130045912648,0.11166912107994911,0,0.545
the number of weeks since the latest release of the game element version,11,6,5,0.0908130045912648,0.11166912107994911,0,0.545
accountServiceHomepage,11,6,5,0.09024569290420016,0.10521802094648494,0,0.545
hasgamificationExperienceLevel,11,6,5,0.09023730942391987,0.10730416847004584,0,0.545
_:b16,11,6,5,0.09010739890855546,0.10089003782165354,0,0.545
Slide,11,6,5,0.0899220971716943,0.10203188490058887,0,0.545
System,11,6,5,0.08982479872124616,0.1152343925002288,0,0.545
hasSubSystem,11,6,5,0.08982479872124616,0.1152343925002288,0,0.545
game elements relevant to behavioural objectives,11,6,5,0.0896014046105401,0.10403098174647099,0,0.545
Identify the more expert teacher between two teachers,11,6,5,0.0896014046105401,0.10403098174647099,0,0.545
subclass to class,11,6,5,0.0896014046105401,0.10403098174647099,0,0.545
link exxperience level with number: expert=2,11,6,5,0.0896014046105401,0.10403098174647099,0,0.545
link exxperience level with number: expert=4,11,6,5,0.0896014046105401,0.10403098174647099,0,0.545
Linking leaderboard to resources with objective competition,11,6,5,0.0896014046105401,0.10403098174647099,0,0.545
link exxperience level with number: expert=6,11,6,5,0.0896014046105401,0.10403098174647099,0,0.545
linking bonus resources with teaaccher exploration objective,11,6,5,0.0896014046105401,0.10403098174647099,0,0.545
interest,11,6,5,0.08937352444629885,0.1009022792741828,0,0.545
isPrimaryTopicOf,11,6,5,0.08937352444629885,0.1009022792741828,0,0.545
hasTarget,11,6,5,0.08937352444629885,0.1009022792741828,0,0.545
Gamified resource that contains bonus leaderboard game element must contain bonus points game element,11,6,5,0.08901789526535282,0.12705362448907298,0,0.545
Gamified resource that contains score leaderboard game element must contain score points game element,11,6,5,0.08901789526535282,0.12705362448907298,0,0.545
Gamified resource that contains experience leaderboard game element must contain experience points game element,11,6,5,0.08901789526535282,0.12705362448907298,0,0.545
Gamified resource that contains social leaderboard game element must contain social points game element,11,6,5,0.08901789526535282,0.12705362448907298,0,0.545
"The course is targeted for audience who have payment preference of either ""free of charge"" or ""with charge""",11,6,5,0.08900744903570924,0.10083578774661578,0,0.545
"The targeted audience of a targeted course has targeted educational level to be beginner, intermefdiate, or advanced",11,6,5,0.08900744903570924,0.10083578774661578,0,0.545
Bill,11,6,5,0.08898095075480657,0.1011460636237623,0,0.545
greaterThan,11,6,5,0.08814399838226061,0.1022632938693521,0,0.545
RDV,11,6,5,0.08813921003194364,0.09889857650204048,0,0.545
workplaceHomepage,11,6,5,0.08813920898886236,0.09889858067436563,0,0.545
The duration in minutes of a single resource,11,6,5,0.08765328236904259,0.09615251614888598,0,0.545
Sequential,11,6,5,0.08741846509940952,0.10784392971839502,0,0.545
Reflective,11,6,5,0.08741846509940952,0.10784392971839502,0,0.545
locator,11,6,5,0.08740346929704466,0.10407519679834196,0,0.545
"the playing style the teacher prefers, it is either ""explorer"", ""achiever"", ""philanthropest"", or ""socializer""",11,6,5,0.0874019329840975,0.09972381227195196,0,0.545
