node_id,label,importance_score,dim_0,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15
activity_0019,individual,0.0,-0.4148475,0.78148437,-0.3933693,0.052952807,-0.013684643,-0.42655346,0.08618732,0.04417396,-3.6113906e-22,1.0599523e-15,8.4137165e-23,1.00435126e-22,-5.52189e-19,-2.5369792e-17,-1.5647031e-23,-2.2651924e-17
fillBlanksOption_0008,individual,0.0,-0.4148475,0.78148437,-0.3933693,0.052952807,-0.013684643,-0.42655346,0.08618732,0.04417396,-3.6113906e-22,1.0599523e-15,8.4137165e-23,1.00435126e-22,-5.52189e-19,-2.5369792e-17,-1.5647031e-23,-2.2651924e-17
problemUnit_0003,individual,0.0077331736330356685,-0.0461664,0.8908374,0.28380683,-0.0059526362,-0.026430352,0.37853348,-0.16154559,0.07235639,1.4973529e-22,1.1242427e-15,-1.9670064e-23,-9.286881e-23,-3.8632374e-19,-2.7607517e-17,-1.1207902e-23,-2.4084831e-17
activity_0012,individual,0.0,-0.4148475,0.78148437,-0.3933693,0.052952807,-0.013684643,-0.42655346,0.08618732,0.04417396,-3.6113906e-22,1.0599523e-15,8.4137165e-23,1.00435126e-22,-5.52189e-19,-2.5369792e-17,-1.5647031e-23,-2.2651924e-17
strategy_0008,individual,0.045089108123852736,1.7724084,1.0960976,1.9112617,-0.16208988,-0.046155542,2.2986393,-0.9992875,-0.3486707,1.5192651e-21,1.2734231e-15,-3.0296954e-22,-6.0957945e-22,5.863242e-20,-3.2457704e-17,1.9645824e-24,-2.7377574e-17
studentModel_0001,individual,0.011599760449553503,0.13817412,0.94551384,0.6223949,-0.035405386,-0.032803208,0.781077,-0.28541204,0.08644765,4.050691e-22,1.159037e-15,-7.1573684e-23,-1.8941739e-22,-3.065186e-19,-2.8589887e-17,-9.401928e-24,-2.4833578e-17
question_0005,individual,0.0,-0.4148475,0.78148437,-0.3933693,0.052952807,-0.013684643,-0.42655346,0.08618732,0.04417396,-3.6113906e-22,1.0599523e-15,8.4137165e-23,1.00435126e-22,-5.52189e-19,-2.5369792e-17,-1.5647031e-23,-2.2651924e-17
errorBug_0002,individual,0.0,-0.4148475,0.78148437,-0.3933693,0.052952807,-0.013684643,-0.42655346,0.08618732,0.04417396,-3.6113906e-22,1.0599523e-15,8.4137165e-23,1.00435126e-22,-5.52189e-19,-2.5369792e-17,-1.5647031e-23,-2.2651924e-17
domain_0010,individual,0.009156898492584593,0.039200585,0.7463455,-0.42826787,0.048479702,-0.0076965694,-0.47539747,-0.028313732,-0.19315846,-3.1519557e-22,1.0605458e-15,7.310457e-23,8.3887046e-23,-5.351898e-19,-2.535441e-17,-1.4441904e-23,-2.2468269e-17
teams_0005,individual,0.0,-0.4148475,0.78148437,-0.3933693,0.052952807,-0.013684643,-0.42655346,0.08618732,0.04417396,-3.6113906e-22,1.0599523e-15,8.4137165e-23,1.00435126e-22,-5.52189e-19,-2.5369792e-17,-1.5647031e-23,-2.2651924e-17
yeeRelationship_0001,individual,0.0,-0.4148475,0.78148437,-0.3933693,0.052952807,-0.013684643,-0.42655346,0.08618732,0.04417396,-3.6113906e-22,1.0599523e-15,8.4137165e-23,1.00435126e-22,-5.52189e-19,-2.5369792e-17,-1.5647031e-23,-2.2651924e-17
errorMisconception_0001,individual,0.0,-0.4148475,0.78148437,-0.3933693,0.052952807,-0.013684643,-0.42655346,0.08618732,0.04417396,-3.6113906e-22,1.0599523e-15,8.4137165e-23,1.00435126e-22,-5.52189e-19,-2.5369792e-17,-1.5647031e-23,-2.2651924e-17
strategy_0013,individual,0.027480674262263607,0.90674496,1.0941776,1.6251179,-0.12592588,-0.04876115,1.9694756,-0.7034328,-0.0071391077,1.1950287e-21,1.251113e-15,-2.3455536e-22,-4.8822357e-22,-4.8671643e-20,-3.13997e-17,-2.0516884e-24,-2.6754889e-17
yeeRolePlaying_0005,individual,0.0,-0.4148475,0.78148437,-0.3933693,0.052952807,-0.013684643,-0.42655346,0.08618732,0.04417396,-3.6113906e-22,1.0599523e-15,8.4137165e-23,1.00435126e-22,-5.52189e-19,-2.5369792e-17,-1.5647031e-23,-2.2651924e-17
progressiveLoop_0007,individual,0.0,-0.4148475,0.78148437,-0.3933693,0.052952807,-0.013684643,-0.42655346,0.08618732,0.04417396,-3.6113906e-22,1.0599523e-15,8.4137165e-23,1.00435126e-22,-5.52189e-19,-2.5369792e-17,-1.5647031e-23,-2.2651924e-17
discursiveProblem_0005,individual,0.0,-0.4148475,0.78148437,-0.3933693,0.052952807,-0.013684643,-0.42655346,0.08618732,0.04417396,-3.6113906e-22,1.0599523e-15,8.4137165e-23,1.00435126e-22,-5.52189e-19,-2.5369792e-17,-1.5647031e-23,-2.2651924e-17
domain_0006,individual,0.01515907259842581,0.32117668,0.7182224,-0.46682706,0.0458877,-0.0055002016,-0.5246736,-0.13742447,-0.2294828,-2.9496756e-22,1.0618925e-15,7.5990466e-23,7.886772e-23,-5.2780596e-19,-2.5445699e-17,-1.6246155e-23,-2.2732937e-17
discursiveProblem_0001,individual,0.0,-0.4148475,0.78148437,-0.3933693,0.052952807,-0.013684643,-0.42655346,0.08618732,0.04417396,-3.6113906e-22,1.0599523e-15,8.4137165e-23,1.00435126e-22,-5.52189e-19,-2.5369792e-17,-1.5647031e-23,-2.2651924e-17
gamificationModel_0008,individual,0.0,-0.4148475,0.78148437,-0.3933693,0.052952807,-0.013684643,-0.42655346,0.08618732,0.04417396,-3.6113906e-22,1.0599523e-15,8.4137165e-23,1.00435126e-22,-5.52189e-19,-2.5369792e-17,-1.5647031e-23,-2.2651924e-17
curriculumUnit_0002,individual,0.0038665868165178342,-0.23050696,0.83616084,-0.054781213,0.023500085,-0.020057498,-0.024009971,-0.037679132,0.058265176,-1.0580528e-22,1.095878e-15,3.2233563e-23,3.679768e-24,-4.6928526e-19,-2.6612923e-17,-1.3427467e-23,-2.3367364e-17
matchColumnOption_0006,individual,0.0,-0.4148475,0.78148437,-0.3933693,0.052952807,-0.013684643,-0.42655346,0.08618732,0.04417396,-3.6113906e-22,1.0599523e-15,8.4137165e-23,1.00435126e-22,-5.52189e-19,-2.5369792e-17,-1.5647031e-23,-2.2651924e-17
designPractice_0004,individual,0.023199520899107005,0.6911958,1.1095432,1.6381593,-0.123763554,-0.05192176,1.9887077,-0.6570115,0.12872137,1.1714839e-21,1.2555196e-15,-2.2728453e-22,-4.792699e-22,-5.87306e-20,-3.1484718e-17,-3.156832e-24,-2.696102e-17
sDTCompetence_0003,individual,0.016788377492795336,0.43437138,0.72251433,-0.44054875,0.04438743,-0.00085385895,-0.49761188,-0.08725026,-0.5187142,-2.6631242e-22,1.0484164e-15,5.30696e-23,6.385176e-23,-5.1187684e-19,-2.518666e-17,-1.0658041e-23,-2.2442583e-17
curriculumUnit_0001,individual,0.0077331736330356685,-0.0461664,0.8908374,0.28380683,-0.0059526362,-0.026430352,0.37853348,-0.16154559,0.07235639,1.4973529e-22,1.1242427e-15,-1.9670064e-23,-9.286881e-23,-3.8632374e-19,-2.7607517e-17,-1.1207902e-23,-2.4084831e-17
problem_0015,individual,0.0,-0.4148475,0.78148437,-0.3933693,0.052952807,-0.013684643,-0.42655346,0.08618732,0.04417396,-3.6113906e-22,1.0599523e-15,8.4137165e-23,1.00435126e-22,-5.52189e-19,-2.5369792e-17,-1.5647031e-23,-2.2651924e-17
resourceWeight_0005,individual,0.0,-0.4148475,0.78148437,-0.3933693,0.052952807,-0.013684643,-0.42655346,0.08618732,0.04417396,-3.6113906e-22,1.0599523e-15,8.4137165e-23,1.00435126e-22,-5.52189e-19,-2.5369792e-17,-1.5647031e-23,-2.2651924e-17
nonGameContext_0001,individual,0.0038665868165178342,-0.23050696,0.83616084,-0.054781213,0.023500085,-0.020057498,-0.024009971,-0.037679132,0.058265176,-1.0580528e-22,1.095878e-15,3.2233563e-23,3.679768e-24,-4.6928526e-19,-2.6612923e-17,-1.3427467e-23,-2.3367364e-17
context_0005,individual,0.0,-0.4148475,0.78148437,-0.3933693,0.052952807,-0.013684643,-0.42655346,0.08618732,0.04417396,-3.6113906e-22,1.0599523e-15,8.4137165e-23,1.00435126e-22,-5.52189e-19,-2.5369792e-17,-1.5647031e-23,-2.2651924e-17
genericOperator_0003,individual,0.0,-0.4148475,0.78148437,-0.3933693,0.052952807,-0.013684643,-0.42655346,0.08618732,0.04417396,-3.6113906e-22,1.0599523e-15,8.4137165e-23,1.00435126e-22,-5.52189e-19,-2.5369792e-17,-1.5647031e-23,-2.2651924e-17
bug_0004,individual,0.0,-0.4148475,0.78148437,-0.3933693,0.052952807,-0.013684643,-0.42655346,0.08618732,0.04417396,-3.6113906e-22,1.0599523e-15,8.4137165e-23,1.00435126e-22,-5.52189e-19,-2.5369792e-17,-1.5647031e-23,-2.2651924e-17
metric_0029,individual,0.013048293747192881,0.2397061,0.7338691,-0.43553007,0.04641468,-0.004317609,-0.48782545,-0.060537804,-0.3515607,-2.908998e-22,1.0536526e-15,6.353356e-23,7.404235e-23,-5.231473e-19,-2.5255963e-17,-1.2677866e-23,-2.2570306e-17
uRIResource_0010,individual,0.0,-0.4148475,0.78148437,-0.3933693,0.052952807,-0.013684643,-0.42655346,0.08618732,0.04417396,-3.6113906e-22,1.0599523e-15,8.4137165e-23,1.00435126e-22,-5.52189e-19,-2.5369792e-17,-1.5647031e-23,-2.2651924e-17
categoryExploration_0003,individual,0.04482856291436868,1.8184963,0.6128763,-0.55368847,0.03082592,0.016791299,-0.65408546,-0.45149747,-1.1977749,-1.2957947e-22,1.0350063e-15,2.3332638e-23,1.550939e-23,-4.5525844e-19,-2.4887704e-17,-8.005386e-24,-2.2037817e-17
hasCategory,object_property,0.0077331736330356685,-0.2655196,-1.953866,2.286578,-2.5332394,-1.1805292,-0.98097175,-0.03338551,0.015861288,-5.9186683e-21,2.5688095e-16,-3.02829e-20,6.33143e-21,-2.4835773e-18,-2.9961276e-18,1.26626464e-20,-6.737596e-18
curriculum_0007,individual,0.0,-0.4148475,0.78148437,-0.3933693,0.052952807,-0.013684643,-0.42655346,0.08618732,0.04417396,-3.6113906e-22,1.0599523e-15,8.4137165e-23,1.00435126e-22,-5.52189e-19,-2.5369792e-17,-1.5647031e-23,-2.2651924e-17
feedback_0005,individual,0.0038665868165178342,-0.23050696,0.83616084,-0.054781213,0.023500085,-0.020057498,-0.024009971,-0.037679132,0.058265176,-1.0580528e-22,1.095878e-15,3.2233563e-23,3.679768e-24,-4.6928526e-19,-2.6612923e-17,-1.3427467e-23,-2.3367364e-17
instrutionalPlan_0015,individual,0.0077331736330356685,-0.0461664,0.8908374,0.28380683,-0.0059526362,-0.026430352,0.37853348,-0.16154559,0.07235639,1.4973529e-22,1.1242427e-15,-1.9670064e-23,-9.286881e-23,-3.8632374e-19,-2.7607517e-17,-1.1207902e-23,-2.4084831e-17
behaviouralKnowledge_0015,individual,0.01551500381331304,0.3349147,0.715584,-0.47210455,0.045798842,-0.005699617,-0.5308871,-0.15038952,-0.20889734,-2.9565348e-22,1.0636272e-15,7.809101e-23,7.968141e-23,-5.28653e-19,-2.5486356e-17,-1.684786e-23,-2.2773594e-17
virtualGoods_0003,individual,0.0,-0.4148475,0.78148437,-0.3933693,0.052952807,-0.013684643,-0.42655346,0.08618732,0.04417396,-3.6113906e-22,1.0599523e-15,8.4137165e-23,1.00435126e-22,-5.52189e-19,-2.5369792e-17,-1.5647031e-23,-2.2651924e-17
problemUnit_0011,individual,0.011599760449553503,0.13817412,0.94551384,0.6223949,-0.035405386,-0.032803208,0.781077,-0.28541204,0.08644765,4.050691e-22,1.159037e-15,-7.1573684e-23,-1.8941739e-22,-3.065186e-19,-2.8589887e-17,-9.401928e-24,-2.4833578e-17
hint_0007,individual,0.0,-0.4148475,0.78148437,-0.3933693,0.052952807,-0.013684643,-0.42655346,0.08618732,0.04417396,-3.6113906e-22,1.0599523e-15,8.4137165e-23,1.00435126e-22,-5.52189e-19,-2.5369792e-17,-1.5647031e-23,-2.2651924e-17
strategy_0015,individual,0.03281897124880764,1.1783046,1.0040066,1.2509196,-0.10095823,-0.036427114,1.5172503,-0.69581515,-0.25578758,9.853391e-22,1.2103529e-15,-1.9340117e-22,-4.079066e-22,-1.1538735e-19,-3.0478747e-17,-2.7336555e-24,-2.613637e-17
playerType_0002,individual,0.04267009433265968,1.7199777,0.69584554,-0.17620198,0.0039709117,0.008234896,-0.20186645,-0.4654197,-1.1486826,1.0557039e-22,1.0662313e-15,-3.159191e-23,-7.6278975e-23,-3.7902548e-19,-2.5755066e-17,-3.9428846e-24,-2.2525708e-17
yeeAdvancement_0002,individual,0.0,-0.4148475,0.78148437,-0.3933693,0.052952807,-0.013684643,-0.42655346,0.08618732,0.04417396,-3.6113906e-22,1.0599523e-15,8.4137165e-23,1.00435126e-22,-5.52189e-19,-2.5369792e-17,-1.5647031e-23,-2.2651924e-17
daredevil_0005,individual,0.0,-0.4148475,0.78148437,-0.3933693,0.052952807,-0.013684643,-0.42655346,0.08618732,0.04417396,-3.6113906e-22,1.0599523e-15,8.4137165e-23,1.00435126e-22,-5.52189e-19,-2.5369792e-17,-1.5647031e-23,-2.2651924e-17
teams_0001,individual,0.0,-0.4148475,0.78148437,-0.3933693,0.052952807,-0.013684643,-0.42655346,0.08618732,0.04417396,-3.6113906e-22,1.0599523e-15,8.4137165e-23,1.00435126e-22,-5.52189e-19,-2.5369792e-17,-1.5647031e-23,-2.2651924e-17
option_0012,individual,0.0,-0.4148475,0.78148437,-0.3933693,0.052952807,-0.013684643,-0.42655346,0.08618732,0.04417396,-3.6113906e-22,1.0599523e-15,8.4137165e-23,1.00435126e-22,-5.52189e-19,-2.5369792e-17,-1.5647031e-23,-2.2651924e-17
sequencing_0013,individual,0.0,-0.4148475,0.78148437,-0.3933693,0.052952807,-0.013684643,-0.42655346,0.08618732,0.04417396,-3.6113906e-22,1.0599523e-15,8.4137165e-23,1.00435126e-22,-5.52189e-19,-2.5369792e-17,-1.5647031e-23,-2.2651924e-17
curriculum_0003,individual,0.0,-0.4148475,0.78148437,-0.3933693,0.052952807,-0.013684643,-0.42655346,0.08618732,0.04417396,-3.6113906e-22,1.0599523e-15,8.4137165e-23,1.00435126e-22,-5.52189e-19,-2.5369792e-17,-1.5647031e-23,-2.2651924e-17
trueOrFalseOption_0001,individual,0.0,-0.4148475,0.78148437,-0.3933693,0.052952807,-0.013684643,-0.42655346,0.08618732,0.04417396,-3.6113906e-22,1.0599523e-15,8.4137165e-23,1.00435126e-22,-5.52189e-19,-2.5369792e-17,-1.5647031e-23,-2.2651924e-17
strategy_0014,individual,0.023504604797581777,0.7181786,1.0403126,1.2881532,-0.096445814,-0.042326964,1.5688432,-0.5755782,-0.027562365,9.396991e-22,1.2156209e-15,-1.8329785e-22,-3.917185e-22,-1.307284e-19,-3.0400515e-17,-3.672583e-24,-2.6120764e-17
daredevil_0001,individual,0.0,-0.4148475,0.78148437,-0.3933693,0.052952807,-0.013684643,-0.42655346,0.08618732,0.04417396,-3.6113906e-22,1.0599523e-15,8.4137165e-23,1.00435126e-22,-5.52189e-19,-2.5369792e-17,-1.5647031e-23,-2.2651924e-17
transactions_0004,individual,0.0,-0.4148475,0.78148437,-0.3933693,0.052952807,-0.013684643,-0.42655346,0.08618732,0.04417396,-3.6113906e-22,1.0599523e-15,8.4137165e-23,1.00435126e-22,-5.52189e-19,-2.5369792e-17,-1.5647031e-23,-2.2651924e-17
gamificationModel_0007,individual,0.0,-0.4148475,0.78148437,-0.3933693,0.052952807,-0.013684643,-0.42655346,0.08618732,0.04417396,-3.6113906e-22,1.0599523e-15,8.4137165e-23,1.00435126e-22,-5.52189e-19,-2.5369792e-17,-1.5647031e-23,-2.2651924e-17
multipleChoiceOption_0018,individual,0.0,-0.4148475,0.78148437,-0.3933693,0.052952807,-0.013684643,-0.42655346,0.08618732,0.04417396,-3.6113906e-22,1.0599523e-15,8.4137165e-23,1.00435126e-22,-5.52189e-19,-2.5369792e-17,-1.5647031e-23,-2.2651924e-17
targetBehavior_0039,individual,0.01986683090492002,0.5426697,0.9839401,0.9461725,-0.06705022,-0.036082316,1.1623055,-0.4600465,-0.028420065,6.839243e-22,1.1923097e-15,-1.3004388e-22,-2.9464682e-22,-2.1517359e-19,-2.944415e-17,-6.278954e-24,-2.5443076e-17
trueOrFalseProblem_0008,individual,0.0,-0.4148475,0.78148437,-0.3933693,0.052952807,-0.013684643,-0.42655346,0.08618732,0.04417396,-3.6113906e-22,1.0599523e-15,8.4137165e-23,1.00435126e-22,-5.52189e-19,-2.5369792e-17,-1.5647031e-23,-2.2651924e-17
metric_0002,individual,0.004578449246292296,-0.18782346,0.7639149,-0.4108186,0.050716255,-0.010690606,-0.45097548,0.0289368,-0.07449225,-3.3816733e-22,1.0568467e-15,7.862087e-23,9.2161086e-23,-5.4191833e-19,-2.5379643e-17,-1.5044467e-23,-2.2560989e-17
behaviouralKnowledge_0009,individual,0.004578449246292296,-0.18782346,0.7639149,-0.4108186,0.050716255,-0.010690606,-0.45097548,0.0289368,-0.07449225,-3.3816733e-22,1.0568467e-15,7.862087e-23,9.2161086e-23,-5.4191833e-19,-2.5379643e-17,-1.5044467e-23,-2.2560989e-17
genericOperator_0005,individual,0.0,-0.4148475,0.78148437,-0.3933693,0.052952807,-0.013684643,-0.42655346,0.08618732,0.04417396,-3.6113906e-22,1.0599523e-15,8.4137165e-23,1.00435126e-22,-5.52189e-19,-2.5369792e-17,-1.5647031e-23,-2.2651924e-17
error_0001,individual,0.0,-0.4148475,0.78148437,-0.3933693,0.052952807,-0.013684643,-0.42655346,0.08618732,0.04417396,-3.6113906e-22,1.0599523e-15,8.4137165e-23,1.00435126e-22,-5.52189e-19,-2.5369792e-17,-1.5647031e-23,-2.2651924e-17
player_0019,individual,0.027066107715624843,0.87553626,1.1642196,1.9767472,-0.15321627,-0.058294613,2.3912508,-0.7808779,0.1428126,1.4268178e-21,1.2910116e-15,-2.7918815e-22,-5.758185e-22,2.0785033e-20,-3.2483902e-17,-9.372677e-25,-2.756804e-17
studentModel_0016,individual,0.0077331736330356685,-0.0461664,0.8908374,0.28380683,-0.0059526362,-0.026430352,0.37853348,-0.16154559,0.07235639,1.4973529e-22,1.1242427e-15,-1.9670064e-23,-9.286881e-23,-3.8632374e-19,-2.7607517e-17,-1.1207902e-23,-2.4084831e-17
question_0017,individual,0.0,-0.4148475,0.78148437,-0.3933693,0.052952807,-0.013684643,-0.42655346,0.08618732,0.04417396,-3.6113906e-22,1.0599523e-15,8.4137165e-23,1.00435126e-22,-5.52189e-19,-2.5369792e-17,-1.5647031e-23,-2.2651924e-17
sequencing_0014,individual,0.0,-0.4148475,0.78148437,-0.3933693,0.052952807,-0.013684643,-0.42655346,0.08618732,0.04417396,-3.6113906e-22,1.0599523e-15,8.4137165e-23,1.00435126e-22,-5.52189e-19,-2.5369792e-17,-1.5647031e-23,-2.2651924e-17
categoryEnjoyment_0001,individual,0.09317371361728274,4.2378793,0.4345703,-0.7157124,0.0067275893,0.050856195,-0.8875025,-1.0077537,-2.6198032,1.269982e-22,1.0142515e-15,-4.925481e-23,-8.011788e-23,-3.5407996e-19,-2.5210745e-17,2.0339075e-24,-2.1738384e-17
knowledgeUnit_0004,individual,0.0,-0.4148475,0.78148437,-0.3933693,0.052952807,-0.013684643,-0.42655346,0.08618732,0.04417396,-3.6113906e-22,1.0599523e-15,8.4137165e-23,1.00435126e-22,-5.52189e-19,-2.5369792e-17,-1.5647031e-23,-2.2651924e-17
multipleChoiceProblem_0006,individual,0.0,-0.4148475,0.78148437,-0.3933693,0.052952807,-0.013684643,-0.42655346,0.08618732,0.04417396,-3.6113906e-22,1.0599523e-15,8.4137165e-23,1.00435126e-22,-5.52189e-19,-2.5369792e-17,-1.5647031e-23,-2.2651924e-17
statement_0008,individual,0.0,-0.4148475,0.78148437,-0.3933693,0.052952807,-0.013684643,-0.42655346,0.08618732,0.04417396,-3.6113906e-22,1.0599523e-15,8.4137165e-23,1.00435126e-22,-5.52189e-19,-2.5369792e-17,-1.5647031e-23,-2.2651924e-17
bossFights_0003,individual,0.011599760449553503,0.13817412,0.94551384,0.6223949,-0.035405386,-0.032803208,0.781077,-0.28541204,0.08644765,4.050691e-22,1.159037e-15,-7.1573684e-23,-1.8941739e-22,-3.065186e-19,-2.8589887e-17,-9.401928e-24,-2.4833578e-17
yeeTeamwork_0001,individual,0.0,-0.4148475,0.78148437,-0.3933693,0.052952807,-0.013684643,-0.42655346,0.08618732,0.04417396,-3.6113906e-22,1.0599523e-15,8.4137165e-23,1.00435126e-22,-5.52189e-19,-2.5369792e-17,-1.5647031e-23,-2.2651924e-17
concept_0001,individual,0.0,-0.4148475,0.78148437,-0.3933693,0.052952807,-0.013684643,-0.42655346,0.08618732,0.04417396,-3.6113906e-22,1.0599523e-15,8.4137165e-23,1.00435126e-22,-5.52189e-19,-2.5369792e-17,-1.5647031e-23,-2.2651924e-17
knowledgeUnit_0019,individual,0.0,-0.4148475,0.78148437,-0.3933693,0.052952807,-0.013684643,-0.42655346,0.08618732,0.04417396,-3.6113906e-22,1.0599523e-15,8.4137165e-23,1.00435126e-22,-5.52189e-19,-2.5369792e-17,-1.5647031e-23,-2.2651924e-17
behaviouralKnowledge_0014,individual,0.009512829707471823,0.052938614,0.7437071,-0.43354532,0.048390843,-0.007895985,-0.481611,-0.041278787,-0.17257299,-3.1588151e-22,1.0619553e-15,7.520514e-23,8.470072e-23,-5.359839e-19,-2.5387444e-17,-1.5043609e-23,-2.2497915e-17
leadsToExploration,object_property,0.01933293408258917,0.28750202,-1.7898364,3.302342,-2.6215975,-1.1996477,0.22665846,-0.40498486,0.05813497,-5.1524604e-21,3.6484668e-16,-3.0437784e-20,6.041991e-21,-2.240006e-18,-5.9711703e-18,1.2668064e-20,-9.152939e-18
survivor_0002,individual,0.0,-0.4148475,0.78148437,-0.3933693,0.052952807,-0.013684643,-0.42655346,0.08618732,0.04417396,-3.6113906e-22,1.0599523e-15,8.4137165e-23,1.00435126e-22,-5.52189e-19,-2.5369792e-17,-1.5647031e-23,-2.2651924e-17
metric_0010,individual,0.00440048363884868,-0.19469246,0.7652341,-0.40817988,0.050760686,-0.010590899,-0.44786867,0.035419323,-0.08478499,-3.3782437e-22,1.0559794e-15,7.757061e-23,9.175425e-23,-5.414948e-19,-2.5352538e-17,-1.4743615e-23,-2.2547436e-17
strategy_0005,individual,0.025668753505636015,0.84733146,0.8233633,0.21961759,-0.014804436,-0.014242303,0.28744808,-0.37677082,-0.42418277,2.423511e-22,1.1132722e-15,-4.3967346e-23,-1.268296e-22,-3.492629e-19,-2.736475e-17,-8.158273e-24,-2.389815e-17
metric_0028,individual,0.013155073111659052,0.2438275,0.7330775,-0.4371133,0.04638802,-0.0043774336,-0.48968953,-0.06442732,-0.34538507,-2.9110558e-22,1.0540862e-15,6.416374e-23,7.428646e-23,-5.2335903e-19,-2.5255963e-17,-1.2858382e-23,-2.2570306e-17
sequencing_0020,individual,0.0,-0.4148475,0.78148437,-0.3933693,0.052952807,-0.013684643,-0.42655346,0.08618732,0.04417396,-3.6113906e-22,1.0599523e-15,8.4137165e-23,1.00435126e-22,-5.52189e-19,-2.5369792e-17,-1.5647031e-23,-2.2651924e-17
conceptualKnowledge_0007,individual,0.0,-0.4148475,0.78148437,-0.3933693,0.052952807,-0.013684643,-0.42655346,0.08618732,0.04417396,-3.6113906e-22,1.0599523e-15,8.4137165e-23,1.00435126e-22,-5.52189e-19,-2.5369792e-17,-1.5647031e-23,-2.2651924e-17
player_0012,individual,0.023199520899107005,0.6911958,1.1095432,1.6381593,-0.123763554,-0.05192176,1.9887077,-0.6570115,0.12872137,1.1714839e-21,1.2555196e-15,-2.2728453e-22,-4.792699e-22,-5.87306e-20,-3.1484718e-17,-3.156832e-24,-2.696102e-17
rightColumn_0007,individual,0.0,-0.4148475,0.78148437,-0.3933693,0.052952807,-0.013684643,-0.42655346,0.08618732,0.04417396,-3.6113906e-22,1.0599523e-15,8.4137165e-23,1.00435126e-22,-5.52189e-19,-2.5369792e-17,-1.5647031e-23,-2.2651924e-17
resourceUnit_0016,individual,0.01976005154045385,0.53854835,0.9847317,0.9477557,-0.06702356,-0.03602249,1.1641695,-0.456157,-0.0345957,6.8413007e-22,1.1923097e-15,-1.3067405e-22,-2.9489092e-22,-2.1475007e-19,-2.944415e-17,-6.098444e-24,-2.5443076e-17
studentModel_0017,individual,0.0038665868165178342,-0.23050696,0.83616084,-0.054781213,0.023500085,-0.020057498,-0.024009971,-0.037679132,0.058265176,-1.0580528e-22,1.095878e-15,3.2233563e-23,3.679768e-24,-4.6928526e-19,-2.6612923e-17,-1.3427467e-23,-2.3367364e-17
resourceUnit_0005,individual,0.01798419609236101,0.45011202,0.84758806,0.23268542,-0.01069893,-0.021055276,0.3105892,-0.3159009,-0.10169683,1.9357023e-22,1.129081e-15,-2.4245634e-23,-1.0691567e-22,-3.7211643e-19,-2.7463483e-17,-1.18524016e-23,-2.4068886e-17
gDEMechanic_0001,individual,0.03479928134866051,1.2442174,1.2735726,2.6539233,-0.2121217,-0.07104033,3.1963377,-1.028611,0.17099503,1.9376922e-21,1.3446863e-15,-3.8299538e-22,-7.689156e-22,1.8759231e-19,-3.4525093e-17,3.0882705e-24,-2.903667e-17
yeeCustomization_0001,individual,0.0,-0.4148475,0.78148437,-0.3933693,0.052952807,-0.013684643,-0.42655346,0.08618732,0.04417396,-3.6113906e-22,1.0599523e-15,8.4137165e-23,1.00435126e-22,-5.52189e-19,-2.5369792e-17,-1.5647031e-23,-2.2651924e-17
behaviouralKnowledge_0004,individual,0.009156898492584593,0.039200585,0.7463455,-0.42826787,0.048479702,-0.0076965694,-0.47539747,-0.028313732,-0.19315846,-3.1519557e-22,1.0605458e-15,7.310457e-23,8.3887046e-23,-5.351898e-19,-2.535441e-17,-1.4441904e-23,-2.2468269e-17
studentModel_0009,individual,0.011599760449553503,0.13817412,0.94551384,0.6223949,-0.035405386,-0.032803208,0.781077,-0.28541204,0.08644765,4.050691e-22,1.159037e-15,-7.1573684e-23,-1.8941739e-22,-3.065186e-19,-2.8589887e-17,-9.401928e-24,-2.4833578e-17
cooperation_0003,individual,0.0,-0.4148475,0.78148437,-0.3933693,0.052952807,-0.013684643,-0.42655346,0.08618732,0.04417396,-3.6113906e-22,1.0599523e-15,8.4137165e-23,1.00435126e-22,-5.52189e-19,-2.5369792e-17,-1.5647031e-23,-2.2651924e-17
resourceUnit_0020,individual,0.015466347266071337,0.3225147,1.0001903,0.9609831,-0.06485811,-0.039176058,1.1836207,-0.4092785,0.10053887,6.6060964e-22,1.1958679e-15,-1.234773e-22,-2.8596594e-22,-2.2430918e-19,-2.9604784e-17,-7.182364e-24,-2.558677e-17
turns_0003,individual,0.0,-0.4148475,0.78148437,-0.3933693,0.052952807,-0.013684643,-0.42655346,0.08618732,0.04417396,-3.6113906e-22,1.0599523e-15,8.4137165e-23,1.00435126e-22,-5.52189e-19,-2.5369792e-17,-1.5647031e-23,-2.2651924e-17
behaviouralKnowledge_0002,individual,0.018313796985169183,0.4932486,0.71120673,-0.46316648,0.044006597,-0.0017084957,-0.5242414,-0.14281479,-0.43049085,-2.692521e-22,1.0544879e-15,6.2071956e-23,6.733895e-23,-5.1526497e-19,-2.5322186e-17,-1.3236777e-23,-2.2578108e-17
tactic_0014,individual,0.02391138332888147,0.7338792,1.0372972,1.2821218,-0.096547365,-0.04255487,1.5617421,-0.59039545,-0.004036114,9.389151e-22,1.2173556e-15,-1.8089723e-22,-3.9078857e-22,-1.3157543e-19,-3.0454726e-17,-4.3602425e-24,-2.6147869e-17
